,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 378.33392333984375), (1, 415.3451843261719)]","[(0, 287.6361999511719), (1, 372.55792236328125)]","[(0, 1972.3497314453125), (1, 2135.009521484375)]","[(0, 1037.95361328125), (1, 963.419677734375)]","[(0, 3881.052734375), (1, 1855.0628662109375)]","[(0, 3449.5693359375), (1, 3552.43408203125)]","[(0, 3421.197509765625), (1, 4094.847900390625)]","[(0, 406.34075927734375), (1, 261.0927429199219)]","[(4, 21.673925063189337), (3, 25.309606552124023), (5, 29.649586995442707), (1, 33.850722249348955), (0, 43.73717825753348), (2, 66.59798959585336)]","[(0, 1857.5447998046875), (1, 2391.56591796875)]","[(3, 19.10917227608817), (4, 20.224247233072916), (5, 31.24236356295072), (0, 32.4171396891276), (1, 47.54530686598558), (2, 48.70577170632102)]","[(0, 1246.5223388671875), (1, 1017.45556640625)]","[(5, 199.1665283203125), (4, 238.0199529474432), (2, 245.263623046875), (3, 266.4375244140625), (1, 299.1592462713068), (0, 345.4422119140625)]","[(0, 3397.23876953125), (1, 3015.45263671875)]"
1,"[(0, 599.056396484375), (1, 588.4508666992188)]","[(0, 439.2313537597656), (1, 601.1449584960938)]","[(0, 524.1174926757812), (1, 535.2844848632812)]","[(0, 1905.191162109375), (1, 1490.822265625)]","[(0, 2869.094970703125), (1, 1629.77734375)]","[(0, 3308.603271484375), (1, 3095.60546875)]","[(0, 2553.278076171875), (1, 3296.2041015625)]","[(0, 555.7111206054688), (1, 313.1341247558594)]","[(5, 56.589385986328125), (4, 59.01509232954545), (2, 71.07015991210938), (3, 74.16773681640625), (1, 74.37165971235795), (0, 101.542138671875)]","[(0, 1317.1934814453125), (1, 858.3418579101562)]","[(4, 259.52988688151044), (3, 287.3336736505682), (5, 310.28173828125), (0, 312.05630770596593), (1, 336.1895345052083), (2, 345.09250710227275)]","[(0, 816.2510375976562), (1, 729.6201782226562)]","[(5, 61.206935337611604), (4, 62.82176971435547), (1, 65.93805803571429), (3, 68.76818033854167), (0, 94.0565185546875), (2, 112.4567362467448)]","[(0, 644.7855834960938), (1, 649.803955078125)]"
2,"[(0, 669.4349365234375), (1, 721.8883666992188)]","[(0, 434.14642333984375), (1, 506.8341064453125)]","[(0, 949.3284912109375), (1, 947.776123046875)]","[(0, 1243.9227294921875), (1, 1252.797607421875)]","[(0, 1414.01513671875), (1, 1544.64404296875)]","[(0, 4356.080078125), (1, 4445.52978515625)]","[(0, 771.6436767578125), (1, 684.6826782226562)]","[(0, 261.9453125), (1, 270.8982238769531)]","[(1, 29.665568033854168), (2, 33.54590933663504), (0, 67.7669208233173), (5, 77.13673909505208), (4, 83.72991473858173), (3, 150.77830921519887)]","[(0, 941.2811279296875), (1, 631.6094970703125)]","[(4, 75.68794468470982), (1, 79.26517740885417), (3, 80.64383638822116), (0, 103.19211647727273), (5, 104.0718485514323), (2, 118.82120361328126)]","[(0, 2725.711669921875), (1, 2859.80419921875)]","[(1, 98.44453568892045), (4, 98.89697265625), (2, 102.391796875), (5, 105.17642822265626), (0, 119.69974365234376), (3, 122.54833984375)]","[(0, 1085.285400390625), (1, 1006.4950561523438)]"
3,"[(0, 861.1591796875), (1, 865.1106567382812)]","[(0, 383.03790283203125), (1, 422.442138671875)]","[(0, 7208.37890625), (1, 6165.0068359375)]","[(0, 2546.1025390625), (1, 2402.787353515625)]","[(0, 1445.4444580078125), (1, 1601.7115478515625)]","[(0, 2208.122314453125), (1, 2227.33349609375)]","[(0, 2019.8602294921875), (1, 2341.95947265625)]","[(0, 2120.58056640625), (1, 1058.2447509765625)]","[(4, 71.26825506036931), (1, 73.39830988103694), (5, 78.17826538085937), (2, 80.37395629882812), (3, 92.72572631835938), (0, 98.317919921875)]","[(0, 676.590087890625), (1, 666.2732543945312)]","[(0, 184.0806681315104), (1, 188.13959209735577), (4, 194.19675856370193), (2, 199.28641764322916), (3, 204.01080322265625), (5, 227.3570760091146)]","[(0, 1582.9249267578125), (1, 535.4371337890625)]","[(2, 108.14482421875), (1, 125.41017844460227), (5, 126.89586181640625), (4, 144.07728160511363), (0, 156.05255126953125), (3, 180.06885986328126)]","[(0, 2359.615478515625), (1, 1950.705322265625)]"
4,"[(0, 641.8441162109375), (1, 838.4176025390625)]","[(0, 272.80377197265625), (1, 234.743896484375)]","[(0, 7727.00439453125), (1, 4299.70849609375)]","[(0, 2571.374267578125), (1, 3015.90673828125)]","[(0, 3683.93115234375), (1, 2125.913330078125)]","[(0, 2980.68505859375), (1, 2629.221435546875)]","[(0, 1473.4903564453125), (1, 1304.1700439453125)]","[(0, 874.5677490234375), (1, 689.0347290039062)]","[(4, 29.115343366350448), (3, 35.67422993977865), (1, 45.815730794270834), (5, 48.88358052571615), (0, 49.37950251652644), (2, 99.38144155649039)]","[(0, 1448.7760009765625), (1, 1554.3927001953125)]","[(5, 63.14444478352865), (4, 63.61554894080529), (2, 65.98006497896634), (1, 75.73578752790179), (0, 112.54417928059895), (3, 141.46619762073863)]","[(0, 253.50587463378906), (1, 239.9910888671875)]","[(4, 23.1060791015625), (1, 25.677621841430664), (3, 37.54551478794643), (5, 37.9013671875), (2, 43.38891165597098), (0, 43.460580008370535)]","[(0, 2400.319580078125), (1, 2102.425537109375)]"
5,"[(0, 638.4293823242188), (1, 768.0618896484375)]","[(0, 149.19998168945312), (1, 128.50588989257812)]","[(0, 1942.8631591796875), (1, 1995.78076171875)]","[(0, 1607.9588623046875), (1, 1661.80224609375)]","[(0, 3521.906005859375), (1, 2149.24755859375)]","[(0, 4111.9140625), (1, 4669.0302734375)]","[(0, 1735.28857421875), (1, 1979.5689697265625)]","[(0, 865.4395141601562), (1, 646.46435546875)]","[(2, 33.77093505859375), (1, 36.93394054066051), (5, 37.73214111328125), (4, 39.83154019442472), (0, 44.769476318359374), (3, 47.632711791992186)]","[(0, 1152.9853515625), (1, 971.4829711914062)]","[(2, 32.18553748497596), (4, 38.87987576998197), (5, 40.14644877115885), (1, 50.34147426060268), (3, 60.71462180397727), (0, 64.77757771809895)]","[(0, 487.390380859375), (1, 654.6182250976562)]","[(1, 134.31074015299478), (4, 149.2205607096354), (2, 157.46357865767047), (5, 177.51350541548297), (0, 201.9764959161932), (3, 226.81296608664772)]","[(0, 763.6027221679688), (1, 687.6795043945312)]"
6,"[(0, 474.15277099609375), (1, 505.4138488769531)]","[(0, 322.34942626953125), (1, 438.4675598144531)]","[(0, 2223.432861328125), (1, 2026.7767333984375)]","[(0, 1085.4541015625), (1, 1229.0596923828125)]","[(0, 1791.5487060546875), (1, 1551.56396484375)]","[(0, 2973.2666015625), (1, 2570.20947265625)]","[(0, 4650.9912109375), (1, 5617.3564453125)]","[(0, 545.046142578125), (1, 543.9639892578125)]","[(2, 106.95439009232955), (1, 113.0193583170573), (5, 114.67348410866477), (4, 115.85024007161458), (0, 131.02257191051137), (3, 135.01347212357953)]","[(0, 796.0460815429688), (1, 589.0173950195312)]","[(4, 41.171787806919646), (3, 53.03341440054086), (1, 56.247456868489586), (0, 69.8266768022017), (5, 71.209716796875), (2, 104.1287353515625)]","[(0, 1393.4290771484375), (1, 970.85595703125)]","[(1, 36.84294840494792), (3, 43.0296142578125), (0, 49.568184988839285), (2, 52.68465012770433), (5, 52.77482386997768), (4, 63.69816207885742)]","[(0, 3162.92578125), (1, 2807.18115234375)]"
7,"[(0, 531.4790649414062), (1, 601.8680419921875)]","[(0, 502.7877502441406), (1, 737.5521850585938)]","[(0, 969.451904296875), (1, 1093.2691650390625)]","[(0, 4836.03515625), (1, 4095.277587890625)]","[(0, 1793.12890625), (1, 1333.14453125)]","[(0, 2043.4444580078125), (1, 2263.0693359375)]","[(0, 3376.885498046875), (1, 4046.45458984375)]","[(0, 908.8143920898438), (1, 1018.6060791015625)]","[(4, 55.63399396623884), (2, 60.04027506510417), (5, 64.51353571965144), (1, 71.49254608154297), (0, 75.45840018136161), (3, 104.87319946289062)]","[(0, 479.37353515625), (1, 519.4288330078125)]","[(1, 130.0077237215909), (2, 149.2988525390625), (4, 170.56724964488637), (0, 187.4066162109375), (5, 199.50623779296876), (3, 252.2357177734375)]","[(0, 582.699951171875), (1, 770.4384155273438)]","[(2, 40.88200965294471), (1, 42.58003888811384), (5, 42.74823467548077), (4, 44.774867466517854), (0, 49.62259615384615), (3, 49.97453425480769)]","[(0, 2288.756591796875), (1, 2142.456298828125)]"
8,"[(0, 881.4506225585938), (1, 1090.0267333984375)]","[(0, 434.4585266113281), (1, 544.2786865234375)]","[(0, 4786.1435546875), (1, 4288.328125)]","[(0, 2311.921630859375), (1, 2937.257080078125)]","[(0, 3038.132080078125), (1, 1675.8408203125)]","[(0, 2623.974853515625), (1, 2408.234375)]","[(0, 1537.3746337890625), (1, 1532.6953125)]","[(0, 313.3811950683594), (1, 406.47021484375)]","[(5, 22.524027506510418), (2, 26.14449259440104), (4, 28.360393524169922), (3, 29.296502685546876), (1, 33.34815216064453), (0, 35.83677978515625)]","[(0, 1460.353271484375), (1, 1875.55908203125)]","[(4, 25.85260581970215), (5, 31.483594621930802), (1, 37.01116129557292), (3, 39.0228271484375), (2, 42.02460186298077), (0, 49.52418870192308)]","[(0, 1171.8829345703125), (1, 1105.0223388671875)]","[(2, 21.08424072265625), (5, 23.420752389090403), (4, 23.924029541015624), (1, 25.081483840942383), (0, 37.281603131975444), (3, 49.362548828125)]","[(0, 352.3980407714844), (1, 338.7836608886719)]"
9,"[(0, 686.7200317382812), (1, 777.3594360351562)]","[(0, 323.4576110839844), (1, 337.27337646484375)]","[(0, 1243.524169921875), (1, 1247.28515625)]","[(0, 4353.09375), (1, 3907.75244140625)]","[(0, 913.9241943359375), (1, 712.9598388671875)]","[(0, 1071.9501953125), (1, 1012.4194946289062)]","[(0, 2259.017578125), (1, 2497.431640625)]","[(0, 620.3885498046875), (1, 536.2107543945312)]","[(2, 33.87776184082031), (1, 35.32757568359375), (5, 48.19090857872596), (4, 51.89069039481027), (0, 69.31173001802884), (3, 113.985107421875)]","[(0, 564.0684204101562), (1, 814.1270751953125)]","[(3, 30.2680269129136), (4, 33.07325575086806), (0, 39.366302490234375), (5, 47.120262145996094), (1, 53.58608470243566), (2, 73.43681640625)]","[(0, 1211.6243896484375), (1, 770.5487060546875)]","[(1, 27.89571053641183), (2, 34.21806218073918), (4, 42.51973313551683), (5, 47.10527547200521), (0, 73.88743082682292), (3, 124.57991166548295)]","[(0, 1066.4256591796875), (1, 1081.6209716796875)]"
