,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 1039.059814453125), (1, 1205.7479248046875)]","[(0, 1321.9295654296875), (1, 1255.863525390625)]","[(0, 2710.306640625), (1, 2740.04345703125)]","[(0, 1800.247314453125), (1, 1851.3673095703125)]","[(0, 3513.200927734375), (1, 2172.008056640625)]","[(0, 4024.329833984375), (1, 4395.51513671875)]","[(0, 6150.61328125), (1, 6960.8896484375)]","[(0, 1234.4208984375), (1, 1066.519287109375)]","[(0, 2828.228515625), (1, 3189.22314453125)]","[(0, 2029.6568603515625), (1, 1645.3333740234375)]","[(0, 3596.616943359375), (1, 3162.204833984375)]"
1,"[(0, 1523.1866455078125), (1, 2061.247802734375)]","[(0, 1670.6627197265625), (1, 1696.8836669921875)]","[(0, 1758.4005126953125), (1, 1688.7293701171875)]","[(0, 2901.029052734375), (1, 2840.406982421875)]","[(0, 3001.4169921875), (1, 1725.492919921875)]","[(0, 4588.56689453125), (1, 4327.87646484375)]","[(0, 4864.81201171875), (1, 5206.59375)]","[(0, 1113.470947265625), (1, 842.6363525390625)]","[(0, 1327.4603271484375), (1, 1218.6038818359375)]","[(0, 1348.9068603515625), (1, 1728.9791259765625)]","[(0, 1815.689208984375), (1, 1677.048828125)]"
2,"[(0, 1418.286865234375), (1, 1858.3359375)]","[(0, 1509.135986328125), (1, 1540.7725830078125)]","[(0, 2042.067138671875), (1, 2100.30322265625)]","[(0, 2963.351806640625), (1, 3145.530029296875)]","[(0, 1425.8231201171875), (1, 1293.5458984375)]","[(0, 5822.8173828125), (1, 6373.69970703125)]","[(0, 2071.98193359375), (1, 1926.756591796875)]","[(0, 818.412841796875), (1, 930.4187622070312)]","[(0, 1380.9178466796875), (1, 1618.78173828125)]","[(0, 3397.5498046875), (1, 3815.52978515625)]","[(0, 2214.9453125), (1, 2092.44921875)]"
3,"[(0, 1815.53173828125), (1, 2432.5009765625)]","[(0, 1500.8258056640625), (1, 1483.39794921875)]","[(0, 6147.37060546875), (1, 6277.662109375)]","[(0, 4614.86328125), (1, 4689.25341796875)]","[(0, 1370.2412109375), (1, 1270.158935546875)]","[(0, 4736.4912109375), (1, 5059.49169921875)]","[(0, 4731.5791015625), (1, 5146.828125)]","[(0, 2525.624755859375), (1, 2258.0732421875)]","[(0, 698.302978515625), (1, 1084.8389892578125)]","[(0, 1511.7418212890625), (1, 1323.984130859375)]","[(0, 3698.01123046875), (1, 3240.3046875)]"
4,"[(0, 1628.0126953125), (1, 1928.5665283203125)]","[(0, 975.1931762695312), (1, 835.9801025390625)]","[(0, 5981.81787109375), (1, 6079.12451171875)]","[(0, 3961.908447265625), (1, 4060.242919921875)]","[(0, 4219.51318359375), (1, 2572.820068359375)]","[(0, 3743.76513671875), (1, 3500.475341796875)]","[(0, 3285.214111328125), (1, 3167.734619140625)]","[(0, 1606.40478515625), (1, 1385.166748046875)]","[(0, 1420.748046875), (1, 2275.72265625)]","[(0, 581.34423828125), (1, 584.5160522460938)]","[(0, 3000.824462890625), (1, 2547.08837890625)]"
5,"[(0, 1261.0445556640625), (1, 1610.2215576171875)]","[(0, 558.9117431640625), (1, 478.7286682128906)]","[(0, 3237.944580078125), (1, 3305.1689453125)]","[(0, 2860.467041015625), (1, 2962.24853515625)]","[(0, 4925.50439453125), (1, 2993.584228515625)]","[(0, 4204.7626953125), (1, 4598.0068359375)]","[(0, 4267.96923828125), (1, 4612.28466796875)]","[(0, 1680.7041015625), (1, 1750.37451171875)]","[(0, 1562.431640625), (1, 1575.3536376953125)]","[(0, 990.9536743164062), (1, 1173.6109619140625)]","[(0, 2091.54345703125), (1, 1987.248291015625)]"
6,"[(0, 1397.81591796875), (1, 1792.9296875)]","[(0, 1923.2906494140625), (1, 2084.84716796875)]","[(0, 1771.9061279296875), (1, 1763.392333984375)]","[(0, 2590.30029296875), (1, 2858.410888671875)]","[(0, 2256.29931640625), (1, 2006.8095703125)]","[(0, 3383.53271484375), (1, 3187.392578125)]","[(0, 6778.4169921875), (1, 7241.3623046875)]","[(0, 1286.7205810546875), (1, 1101.762451171875)]","[(0, 2241.095703125), (1, 1694.6842041015625)]","[(0, 2692.169921875), (1, 2315.90576171875)]","[(0, 3446.20556640625), (1, 2949.67578125)]"
7,"[(0, 1337.7645263671875), (1, 1676.9423828125)]","[(0, 2568.499267578125), (1, 3019.388916015625)]","[(0, 1559.169677734375), (1, 1762.46826171875)]","[(0, 6171.61865234375), (1, 6236.8330078125)]","[(0, 2285.872802734375), (1, 1972.9798583984375)]","[(0, 2426.27197265625), (1, 2940.446533203125)]","[(0, 5550.81640625), (1, 5953.9697265625)]","[(0, 1809.79931640625), (1, 2009.6812744140625)]","[(0, 855.7153930664062), (1, 963.0936279296875)]","[(0, 1893.25341796875), (1, 2190.364013671875)]","[(0, 3213.947998046875), (1, 2680.653564453125)]"
8,"[(0, 2038.4986572265625), (1, 2659.72412109375)]","[(0, 1978.9892578125), (1, 2248.2626953125)]","[(0, 5018.75390625), (1, 4713.58154296875)]","[(0, 4230.6748046875), (1, 4239.5966796875)]","[(0, 4157.1708984375), (1, 2540.596435546875)]","[(0, 3638.35693359375), (1, 3104.619873046875)]","[(0, 3409.1953125), (1, 3139.404296875)]","[(0, 963.57861328125), (1, 996.405517578125)]","[(0, 2525.110595703125), (1, 3277.4189453125)]","[(0, 2206.471923828125), (1, 1885.637451171875)]","[(0, 1189.60498046875), (1, 1105.64013671875)]"
9,"[(0, 1696.702392578125), (1, 2150.482666015625)]","[(0, 1380.51416015625), (1, 1430.14697265625)]","[(0, 2774.021484375), (1, 2665.150390625)]","[(0, 6217.22412109375), (1, 6424.10595703125)]","[(0, 1501.6998291015625), (1, 1348.5499267578125)]","[(0, 2790.36328125), (1, 2600.0810546875)]","[(0, 3902.393310546875), (1, 4164.388671875)]","[(0, 1580.43310546875), (1, 1302.466064453125)]","[(0, 673.7867431640625), (1, 1137.094970703125)]","[(0, 3186.501953125), (1, 2170.50244140625)]","[(0, 2335.259765625), (1, 2241.058349609375)]"
10,"[(0, 1477.618896484375), (1, 1943.226318359375)]","[(0, 660.0198974609375), (1, 578.0421142578125)]","[(0, 7094.10009765625), (1, 7240.15380859375)]","[(0, 2576.885498046875), (1, 2746.68212890625)]","[(0, 1069.8106689453125), (1, 974.40673828125)]","[(0, 1921.0211181640625), (1, 2058.08447265625)]","[(0, 4943.41015625), (1, 5334.86474609375)]","[(0, 1348.158447265625), (1, 1222.3546142578125)]","[(0, 2929.69677734375), (1, 2434.72900390625)]","[(0, 1806.6859130859375), (1, 1701.40625)]","[(0, 3114.95263671875), (1, 2518.289306640625)]"
11,"[(0, 1541.5118408203125), (1, 2085.5849609375)]","[(0, 589.8566284179688), (1, 514.8502197265625)]","[(0, 1513.9173583984375), (1, 1370.514404296875)]","[(0, 2766.601806640625), (1, 2981.142822265625)]","[(0, 2083.306640625), (1, 1306.33544921875)]","[(0, 5544.64208984375), (1, 5951.13720703125)]","[(0, 4891.4638671875), (1, 5116.0810546875)]","[(0, 1433.7193603515625), (1, 1172.4056396484375)]","[(0, 888.1690673828125), (1, 1295.723388671875)]","[(0, 1378.0037841796875), (1, 1627.68994140625)]","[(0, 2646.70458984375), (1, 2083.886962890625)]"
