,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 28152.13671875), (1, 31462.724609375)]","[(0, 47436.76171875), (1, 51065.58984375)]","[(0, 17401.537109375), (1, 16094.6796875)]","[(0, 18037.291015625), (1, 18680.376953125)]","[(0, 23905.375), (1, 21797.5)]","[(0, 28475.076171875), (1, 26820.154296875)]","[(0, 30916.83203125), (1, 28247.71484375)]","[(0, 26314.3046875), (1, 37726.62109375)]","[(4, 1764.420955882353), (3, 1960.8472900390625), (1, 2271.0236979166666), (5, 2388.325), (0, 3112.416015625), (2, 3189.173076923077)]","[(0, 45387.3671875), (1, 32955.55078125)]","[(1, 1314.4140625), (0, 1332.2067057291667), (4, 1489.5028645833333), (2, 1820.9437144886363), (3, 2012.689453125), (5, 2148.0079627403848)]","[(0, 35039.57421875), (1, 31624.537109375)]","[(1, 2142.040838068182), (0, 2479.255078125), (2, 2659.015625), (4, 3066.2691761363635), (3, 3606.142578125), (5, 3867.78984375)]","[(0, 39217.8828125), (1, 36769.2734375)]"
1,"[(0, 43702.91796875), (1, 46149.05078125)]","[(0, 40193.37890625), (1, 42924.91796875)]","[(0, 11482.26953125), (1, 11222.146484375)]","[(0, 15260.837890625), (1, 15392.97265625)]","[(0, 18443.439453125), (1, 15218.4873046875)]","[(0, 37604.8515625), (1, 39338.61328125)]","[(0, 25380.658203125), (1, 23905.193359375)]","[(0, 30939.77734375), (1, 23221.869140625)]","[(4, 2270.9477982954545), (1, 2418.8918678977275), (3, 2653.887890625), (5, 2680.1439453125), (0, 2854.2611328125), (2, 2890.6974609375)]","[(0, 14901.876953125), (1, 16410.380859375)]","[(3, 2738.4030539772725), (4, 2775.3473307291665), (0, 2876.43359375), (1, 2967.0309244791665), (5, 3000.047940340909), (2, 3196.1086647727275)]","[(0, 30321.388671875), (1, 30552.267578125)]","[(3, 2475.35703125), (4, 2486.42138671875), (5, 2569.069754464286), (0, 2589.885516826923), (1, 2722.8674665178573), (2, 3084.953125)]","[(0, 31362.7265625), (1, 22430.009765625)]"
2,"[(0, 46637.9453125), (1, 50293.69140625)]","[(0, 44671.94140625), (1, 45464.56640625)]","[(0, 17420.380859375), (1, 19427.390625)]","[(0, 24281.599609375), (1, 21156.86328125)]","[(0, 18281.08984375), (1, 15795.185546875)]","[(0, 29274.34375), (1, 27722.681640625)]","[(0, 38324.7109375), (1, 39420.5546875)]","[(0, 48029.44921875), (1, 29489.7109375)]","[(1, 1416.7114583333334), (2, 1560.2804129464287), (0, 1846.2747896634614), (4, 2140.286808894231), (3, 2414.036221590909), (5, 2469.3938802083335)]","[(0, 40275.3046875), (1, 23909.59375)]","[(3, 2221.337139423077), (4, 2292.5147879464284), (5, 2584.0725911458335), (0, 2627.881747159091), (2, 2894.4296875), (1, 2913.1305338541665)]","[(0, 49990.04296875), (1, 51364.15625)]","[(1, 2027.294921875), (4, 2045.1564275568182), (5, 2183.6783203125), (2, 2204.8408203125), (0, 2411.4431640625), (3, 2550.1998046875)]","[(0, 43079.44140625), (1, 31027.802734375)]"
3,"[(0, 31002.009765625), (1, 33423.64453125)]","[(0, 46197.3125), (1, 47954.70703125)]","[(0, 22807.208984375), (1, 24374.146484375)]","[(0, 29015.216796875), (1, 29570.845703125)]","[(0, 19437.82421875), (1, 17158.25390625)]","[(0, 30454.029296875), (1, 26605.400390625)]","[(0, 27992.28125), (1, 26847.5625)]","[(0, 37025.05078125), (1, 32888.17578125)]","[(4, 3217.2436079545455), (5, 3845.13046875), (3, 4061.190234375), (1, 4601.16796875), (2, 5363.230859375), (0, 5902.16484375)]","[(0, 34725.97265625), (1, 18857.365234375)]","[(1, 2525.722956730769), (4, 2668.639122596154), (2, 2702.9684244791665), (5, 2813.0960286458335), (0, 2891.6461588541665), (3, 2984.6373697916665)]","[(0, 21736.533203125), (1, 26692.291015625)]","[(1, 2757.2761008522725), (2, 3089.4875), (0, 3274.149609375), (4, 5401.044034090909), (5, 6081.157421875), (3, 6438.522265625)]","[(0, 29333.841796875), (1, 26972.953125)]"
4,"[(0, 32402.78515625), (1, 35371.7265625)]","[(0, 23595.50390625), (1, 23979.7890625)]","[(0, 19663.29296875), (1, 16690.408203125)]","[(0, 18089.470703125), (1, 22230.95703125)]","[(0, 29813.291015625), (1, 20833.6640625)]","[(0, 44193.5), (1, 48248.6640625)]","[(0, 56285.3515625), (1, 58855.890625)]","[(0, 30481.0234375), (1, 47651.953125)]","[(1, 2062.64609375), (0, 2103.258112980769), (4, 2129.541015625), (3, 2419.0164388020835), (5, 2653.2955729166665), (2, 2804.4365985576924)]","[(0, 31087.3359375), (1, 30181.294921875)]","[(1, 1507.7525111607142), (2, 1606.958984375), (0, 1763.6774088541667), (4, 2065.719200721154), (5, 2260.8733723958335), (3, 2590.596768465909)]","[(0, 24466.23046875), (1, 47467.58203125)]","[(4, 1689.5469970703125), (3, 2475.088448660714), (5, 2617.4299665178573), (1, 2697.512939453125), (0, 3850.5518973214284), (2, 4154.614118303572)]","[(0, 28159.94921875), (1, 29528.43359375)]"
5,"[(0, 27665.5546875), (1, 31599.9375)]","[(0, 24942.978515625), (1, 25140.79296875)]","[(0, 12866.3037109375), (1, 13156.95703125)]","[(0, 16970.859375), (1, 19752.41796875)]","[(0, 22179.076171875), (1, 14738.015625)]","[(0, 39030.65234375), (1, 37013.1171875)]","[(0, 26023.783203125), (1, 24159.064453125)]","[(0, 55351.7734375), (1, 33146.43359375)]","[(4, 2251.157315340909), (5, 2528.3107421875), (1, 2768.527166193182), (3, 2784.19375), (2, 3088.347265625), (0, 3338.9046875)]","[(0, 41715.296875), (1, 68863.3359375)]","[(4, 2641.8329326923076), (5, 2824.8173828125), (3, 3000.2397017045455), (2, 3157.328125), (1, 3377.448660714286), (0, 3405.0152994791665)]","[(0, 23043.30859375), (1, 21880.205078125)]","[(1, 2230.3562825520835), (2, 2354.984552556818), (0, 2415.669034090909), (4, 4101.431315104167), (5, 4339.409446022727), (3, 4467.368607954545)]","[(0, 25543.498046875), (1, 17831.7578125)]"
6,"[(0, 39227.5703125), (1, 41462.96875)]","[(0, 41709.76953125), (1, 45038.109375)]","[(0, 19582.431640625), (1, 16822.099609375)]","[(0, 26652.662109375), (1, 27538.255859375)]","[(0, 16482.513671875), (1, 15380.236328125)]","[(0, 32047.830078125), (1, 33965.92578125)]","[(0, 38447.96875), (1, 35606.8828125)]","[(0, 37160.4296875), (1, 39740.26953125)]","[(5, 3603.1555397727275), (2, 3672.4172585227275), (4, 3786.2578125), (3, 3826.6789772727275), (0, 3830.1331676136365), (1, 3912.9117838541665)]","[(0, 35272.15234375), (1, 36166.16015625)]","[(0, 3260.21875), (1, 3262.2962239583335), (3, 3808.0252403846152), (4, 3834.7645089285716), (2, 3900.851171875), (5, 4920.27734375)]","[(0, 32029.587890625), (1, 46391.48046875)]","[(3, 1945.7947916666667), (4, 2508.0576171875), (5, 2562.1135602678573), (1, 2889.56484375), (0, 3777.220703125), (2, 3915.678485576923)]","[(0, 31897.595703125), (1, 33045.71875)]"
7,"[(0, 50686.9921875), (1, 56062.1171875)]","[(0, 33555.0078125), (1, 36147.40234375)]","[(0, 12522.111328125), (1, 13280.0166015625)]","[(0, 19637.67578125), (1, 18567.22265625)]","[(0, 11998.8916015625), (1, 10544.3525390625)]","[(0, 46153.1015625), (1, 43692.16796875)]","[(0, 24474.796875), (1, 22955.76953125)]","[(0, 60271.9609375), (1, 69746.9453125)]","[(4, 2882.261160714286), (5, 3040.826622596154), (2, 3174.31953125), (1, 3181.121826171875), (0, 3597.5460379464284), (3, 3602.2893880208335)]","[(0, 43081.86328125), (1, 15041.271484375)]","[(1, 2134.939453125), (4, 2389.9838423295455), (2, 2397.3294921875), (0, 2624.0375), (5, 2709.3376953125), (3, 2954.2853515625)]","[(0, 52120.859375), (1, 35664.5546875)]","[(0, 1053.2152944711538), (1, 1162.3330078125), (2, 1183.5995342548076), (3, 1239.034930889423), (4, 1366.8397042410713), (5, 1388.85546875)]","[(0, 34339.4375), (1, 33406.7265625)]"
8,"[(0, 26199.8671875), (1, 28952.662109375)]","[(0, 36597.7109375), (1, 38461.02734375)]","[(0, 20547.455078125), (1, 22667.154296875)]","[(0, 18977.12109375), (1, 18719.75390625)]","[(0, 25703.99609375), (1, 21681.255859375)]","[(0, 35195.47265625), (1, 37886.671875)]","[(0, 16664.78515625), (1, 16914.873046875)]","[(0, 41243.6953125), (1, 35304.796875)]","[(4, 2629.040771484375), (3, 2738.946354166667), (5, 2873.6559895833334), (1, 4352.03564453125), (0, 4651.734895833333), (2, 4802.303645833334)]","[(0, 40323.53515625), (1, 34702.3984375)]","[(1, 1422.7825520833333), (0, 1620.7522536057693), (2, 1645.5942007211538), (4, 2405.203857421875), (5, 3181.71875), (3, 3292.5906808035716)]","[(0, 32164.978515625), (1, 54738.2734375)]","[(4, 1248.5170572916666), (2, 1335.171484375), (1, 1350.866943359375), (5, 1384.7373046875), (0, 1809.8966238839287), (3, 1984.5661057692307)]","[(0, 22974.6484375), (1, 16721.31640625)]"
9,"[(0, 29407.478515625), (1, 32842.6953125)]","[(0, 40419.25), (1, 41402.35546875)]","[(0, 15248.9951171875), (1, 15054.748046875)]","[(0, 23938.38671875), (1, 23306.599609375)]","[(0, 9197.833984375), (1, 7720.44873046875)]","[(0, 45600.609375), (1, 48731.81640625)]","[(0, 16948.37890625), (1, 16206.3603515625)]","[(0, 47805.39453125), (1, 34136.25)]","[(4, 1719.5919363839287), (5, 1745.4806189903845), (1, 2032.3493489583334), (2, 2179.374441964286), (0, 2304.528996394231), (3, 2387.9309895833335)]","[(0, 40684.6640625), (1, 37774.03515625)]","[(4, 2212.8033854166665), (5, 2417.845703125), (3, 2818.5257352941176), (1, 3570.164751838235), (2, 3746.106510416667), (0, 3810.4423828125)]","[(0, 49858.20703125), (1, 29056.501953125)]","[(1, 1550.0499441964287), (2, 1550.8688401442307), (5, 2628.8566080729165), (0, 2664.8746744791665), (4, 2801.338341346154), (3, 4383.428267045455)]","[(0, 41531.234375), (1, 28284.833984375)]"
10,"[(0, 30264.853515625), (1, 31998.720703125)]","[(0, 42929.5), (1, 40975.4921875)]","[(0, 23920.609375), (1, 24749.201171875)]","[(0, 28740.8046875), (1, 26439.9765625)]","[(0, 8179.1474609375), (1, 7067.716796875)]","[(0, 55415.68359375), (1, 52576.01171875)]","[(0, 11012.859375), (1, 11000.421875)]","[(0, 36389.7265625), (1, 18319.748046875)]","[(4, 1869.8790364583333), (3, 2032.3189174107142), (5, 2440.9881310096152), (1, 4198.750600961538), (2, 4865.974431818182), (0, 5157.389973958333)]","[(0, 57027.8984375), (1, 64110.421875)]","[(1, 1390.4951685855262), (2, 1529.9337086397059), (4, 1618.0391652960527), (0, 1707.4952895220588), (5, 1909.2698759191176), (3, 2054.7534466911766)]","[(0, 32456.537109375), (1, 37603.01953125)]","[(3, 1701.1614583333333), (1, 1744.4494243421052), (4, 1866.3318014705883), (0, 1911.7150735294117), (2, 1941.8296440972222), (5, 2051.09130859375)]","[(0, 30650.646484375), (1, 29612.61328125)]"
11,"[(0, 42259.62890625), (1, 45332.125)]","[(0, 28022.25), (1, 27362.388671875)]","[(0, 18067.298828125), (1, 16718.830078125)]","[(0, 25149.162109375), (1, 23424.634765625)]","[(0, 15643.8037109375), (1, 14905.0888671875)]","[(0, 30117.98046875), (1, 27615.91796875)]","[(0, 10381.3330078125), (1, 10998.21875)]","[(0, 34642.8125), (1, 27223.837890625)]","[(1, 2295.060965401786), (2, 2496.7947716346152), (0, 2629.9073893229165), (4, 4819.624399038462), (3, 5255.089488636364), (5, 5354.368815104167)]","[(0, 24730.798828125), (1, 24022.8671875)]","[(5, 1738.327373798077), (4, 1782.193638392857), (2, 2235.9255208333334), (1, 2292.993896484375), (3, 2457.6023763020835), (0, 2760.265625)]","[(0, 38002.39453125), (1, 63038.04296875)]","[(1, 2004.9302884615386), (0, 2062.7364908854165), (4, 2065.031700721154), (2, 2163.7898763020835), (3, 2165.7532552083335), (5, 2233.6980794270835)]","[(0, 30676.49609375), (1, 30045.5703125)]"
12,"[(0, 48049.8828125), (1, 53270.1796875)]","[(0, 49962.35546875), (1, 50521.74609375)]","[(0, 18412.7890625), (1, 19859.744140625)]","[(0, 22627.888671875), (1, 23789.7734375)]","[(0, 11104.1796875), (1, 9303.50390625)]","[(0, 42521.8359375), (1, 46239.671875)]","[(0, 22075.001953125), (1, 23503.423828125)]","[(0, 61719.80859375), (1, 35103.32421875)]","[(3, 3340.5578835227275), (4, 3568.9973958333335), (5, 3871.8235085227275), (0, 4205.526988636364), (1, 4433.483072916667), (2, 4935.433238636364)]","[(0, 25413.236328125), (1, 33276.546875)]","[(1, 1952.373046875), (2, 2044.3647017045455), (0, 2297.0794921875), (4, 2693.922762784091), (3, 3192.7408854166665), (5, 3211.2015625)]","[(0, 36993.74609375), (1, 29482.23046875)]","[(2, 899.37763671875), (0, 951.7755859375), (1, 979.0128728693181), (5, 1938.2865234375), (4, 2024.3235085227273), (3, 2059.090625)]","[(0, 28177.8671875), (1, 25666.984375)]"
13,"[(0, 41227.4921875), (1, 45480.7421875)]","[(0, 43737.56640625), (1, 42486.24609375)]","[(0, 16474.390625), (1, 15097.6640625)]","[(0, 23928.708984375), (1, 21313.935546875)]","[(0, 10275.1630859375), (1, 8342.041015625)]","[(0, 37935.37109375), (1, 40443.80859375)]","[(0, 20904.09765625), (1, 19950.330078125)]","[(0, 38110.83984375), (1, 64403.09765625)]","[(1, 2039.2823350694443), (2, 2377.291015625), (0, 2537.386962890625), (4, 2634.1392463235293), (3, 2712.913541666667), (5, 2905.02109375)]","[(0, 36239.76953125), (1, 35495.578125)]","[(1, 1520.708705357143), (2, 2060.3909505208335), (0, 2379.9033203125), (4, 3050.8602120535716), (5, 4062.5572916666665), (3, 4648.204427083333)]","[(0, 52136.421875), (1, 52514.375)]","[(4, 1619.302734375), (5, 1840.0046164772727), (3, 2014.3806640625), (2, 2847.442608173077), (1, 2963.1180245535716), (0, 4154.323567708333)]","[(0, 37746.703125), (1, 27255.34765625)]"
