,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 2926.67236328125), (1, 3371.576171875)]","[(0, 3045.49169921875), (1, 2867.22265625)]","[(0, 3757.296142578125), (1, 3784.544677734375)]","[(0, 2378.303466796875), (1, 2417.20947265625)]","[(0, 3968.249755859375), (1, 2414.871826171875)]","[(0, 4803.720703125), (1, 5401.10302734375)]","[(0, 9170.7431640625), (1, 9662.228515625)]","[(0, 2403.45654296875), (1, 2097.907958984375)]","[(0, 3014.710693359375), (1, 3718.022705078125)]","[(0, 2210.290283203125), (1, 2127.25390625)]","[(0, 3809.486572265625), (1, 3500.885986328125)]"
1,"[(0, 4354.46826171875), (1, 5302.6806640625)]","[(0, 3482.75732421875), (1, 3439.4912109375)]","[(0, 2301.644775390625), (1, 2298.606689453125)]","[(0, 3183.26708984375), (1, 3161.5234375)]","[(0, 3287.620849609375), (1, 2011.09912109375)]","[(0, 5113.62255859375), (1, 4659.2177734375)]","[(0, 6595.939453125), (1, 6881.984375)]","[(0, 1658.4007568359375), (1, 1586.1663818359375)]","[(0, 1650.078857421875), (1, 1902.55126953125)]","[(0, 1670.7000732421875), (1, 2052.764404296875)]","[(0, 2605.63037109375), (1, 2146.710205078125)]"
2,"[(0, 3414.052734375), (1, 4220.13330078125)]","[(0, 2665.693115234375), (1, 2493.051513671875)]","[(0, 2857.529296875), (1, 3064.776611328125)]","[(0, 3656.8876953125), (1, 3788.845703125)]","[(0, 1814.012939453125), (1, 1683.2794189453125)]","[(0, 6733.64453125), (1, 7430.4912109375)]","[(0, 2667.085205078125), (1, 2330.531982421875)]","[(0, 1587.0167236328125), (1, 2156.790283203125)]","[(0, 1940.1903076171875), (1, 2144.737548828125)]","[(0, 3712.169677734375), (1, 4207.81982421875)]","[(0, 2796.055908203125), (1, 2356.484130859375)]"
3,"[(0, 4010.686279296875), (1, 4924.560546875)]","[(0, 2475.101806640625), (1, 2281.116943359375)]","[(0, 7048.29052734375), (1, 7419.162109375)]","[(0, 4815.2568359375), (1, 4958.5244140625)]","[(0, 1859.1806640625), (1, 1759.350830078125)]","[(0, 4914.74072265625), (1, 5492.19921875)]","[(0, 4915.79052734375), (1, 5387.56787109375)]","[(0, 2575.234619140625), (1, 2871.961181640625)]","[(0, 1382.685546875), (1, 1961.787109375)]","[(0, 2113.360107421875), (1, 1772.08544921875)]","[(0, 4286.0673828125), (1, 3805.608642578125)]"
4,"[(0, 4649.74072265625), (1, 5127.78955078125)]","[(0, 1957.737060546875), (1, 1639.3651123046875)]","[(0, 6523.13037109375), (1, 6850.46142578125)]","[(0, 3838.123779296875), (1, 4342.30126953125)]","[(0, 4986.3271484375), (1, 3206.2578125)]","[(0, 3776.717041015625), (1, 3388.11474609375)]","[(0, 4070.24951171875), (1, 3660.61767578125)]","[(0, 2682.667724609375), (1, 1786.4490966796875)]","[(0, 1481.307861328125), (1, 3118.6767578125)]","[(0, 1080.0980224609375), (1, 1491.864013671875)]","[(0, 3476.71435546875), (1, 2957.08740234375)]"
5,"[(0, 3905.889404296875), (1, 4290.1279296875)]","[(0, 2688.832763671875), (1, 2304.296875)]","[(0, 3288.95068359375), (1, 3661.594970703125)]","[(0, 3416.10791015625), (1, 3577.009765625)]","[(0, 5862.84228515625), (1, 3779.887939453125)]","[(0, 4077.0791015625), (1, 4636.8369140625)]","[(0, 6143.89501953125), (1, 6975.71533203125)]","[(0, 2750.281005859375), (1, 2279.310791015625)]","[(0, 1959.860107421875), (1, 1752.841064453125)]","[(0, 1565.9991455078125), (1, 1596.5294189453125)]","[(0, 2509.77197265625), (1, 2155.88525390625)]"
6,"[(0, 3562.89794921875), (1, 4194.845703125)]","[(0, 4248.525390625), (1, 4523.12255859375)]","[(0, 2877.676025390625), (1, 2517.4873046875)]","[(0, 3191.404541015625), (1, 3498.64990234375)]","[(0, 2656.95849609375), (1, 2377.724365234375)]","[(0, 3827.888671875), (1, 3417.1669921875)]","[(0, 8462.451171875), (1, 9113.0888671875)]","[(0, 1792.824462890625), (1, 1348.63671875)]","[(0, 2499.948974609375), (1, 2446.7724609375)]","[(0, 3255.047607421875), (1, 2962.518310546875)]","[(0, 3581.908447265625), (1, 3135.984130859375)]"
7,"[(0, 2819.426513671875), (1, 3301.158935546875)]","[(0, 5089.3115234375), (1, 5612.05517578125)]","[(0, 1961.1268310546875), (1, 2110.9150390625)]","[(0, 6387.330078125), (1, 6369.47119140625)]","[(0, 2750.754638671875), (1, 2380.931640625)]","[(0, 2453.33349609375), (1, 3007.89013671875)]","[(0, 7702.7470703125), (1, 8406.634765625)]","[(0, 2524.54833984375), (1, 3232.78271484375)]","[(0, 1820.4027099609375), (1, 1537.7757568359375)]","[(0, 2674.724365234375), (1, 3078.286376953125)]","[(0, 3837.49072265625), (1, 3432.91748046875)]"
8,"[(0, 4088.530517578125), (1, 4708.4462890625)]","[(0, 3371.49560546875), (1, 3442.743408203125)]","[(0, 5779.107421875), (1, 5589.6005859375)]","[(0, 4815.09130859375), (1, 4754.07666015625)]","[(0, 5073.11669921875), (1, 3414.841064453125)]","[(0, 3887.816650390625), (1, 3276.265869140625)]","[(0, 4133.9599609375), (1, 3783.487548828125)]","[(0, 1832.0673828125), (1, 1506.0477294921875)]","[(0, 3467.67431640625), (1, 2936.5205078125)]","[(0, 2478.271728515625), (1, 2361.74755859375)]","[(0, 1657.1146240234375), (1, 1309.4312744140625)]"
9,"[(0, 3680.100341796875), (1, 4323.12451171875)]","[(0, 2465.33251953125), (1, 2301.61083984375)]","[(0, 3321.85400390625), (1, 3262.552978515625)]","[(0, 6707.18115234375), (1, 6530.48828125)]","[(0, 2109.316162109375), (1, 1912.2557373046875)]","[(0, 3791.5458984375), (1, 3415.974365234375)]","[(0, 4768.48486328125), (1, 5031.1943359375)]","[(0, 2380.420654296875), (1, 1766.662841796875)]","[(0, 1037.5775146484375), (1, 1408.401611328125)]","[(0, 3636.109130859375), (1, 3344.59814453125)]","[(0, 3231.639404296875), (1, 2750.8662109375)]"
10,"[(0, 3629.00048828125), (1, 4318.1923828125)]","[(0, 1257.7176513671875), (1, 1103.882568359375)]","[(0, 8165.44580078125), (1, 8437.115234375)]","[(0, 2854.0458984375), (1, 3059.065185546875)]","[(0, 1567.8917236328125), (1, 1494.3260498046875)]","[(0, 2536.514892578125), (1, 2798.746337890625)]","[(0, 5353.2890625), (1, 5631.64599609375)]","[(0, 1890.100830078125), (1, 1842.0885009765625)]","[(0, 3023.973876953125), (1, 3084.392822265625)]","[(0, 1814.1790771484375), (1, 1914.372314453125)]","[(0, 4167.853515625), (1, 3436.894287109375)]"
