,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 910.3098754882812), (1, 1069.881591796875)]","[(0, 695.2254028320312), (1, 952.4252319335938)]","[(0, 6972.25732421875), (1, 6514.7314453125)]","[(0, 4941.52978515625), (1, 3551.80078125)]","[(0, 12017.36328125), (1, 7322.2373046875)]","[(0, 10499.859375), (1, 11183.62109375)]","[(0, 12876.6279296875), (1, 16173.90625)]","[(0, 1065.2801513671875), (1, 946.912841796875)]","[(0, 7884.5625), (1, 6098.75732421875)]","[(0, 5316.35205078125), (1, 3122.927001953125)]","[(0, 16007.533203125), (1, 12471.99609375)]"
1,"[(0, 1057.66455078125), (1, 1179.3538818359375)]","[(0, 1125.57373046875), (1, 1643.7054443359375)]","[(0, 1732.1314697265625), (1, 1518.115966796875)]","[(0, 6807.517578125), (1, 6450.88525390625)]","[(0, 10656.4033203125), (1, 5777.2060546875)]","[(0, 11271.6572265625), (1, 10198.03125)]","[(0, 6485.73193359375), (1, 8469.1025390625)]","[(0, 2034.1563720703125), (1, 851.3885498046875)]","[(0, 3272.634033203125), (1, 2538.011474609375)]","[(0, 1969.6175537109375), (1, 2563.898193359375)]","[(0, 2986.224853515625), (1, 2697.969482421875)]"
2,"[(0, 1161.1614990234375), (1, 1283.9385986328125)]","[(0, 871.8089599609375), (1, 1135.8409423828125)]","[(0, 3127.03369140625), (1, 3260.8173828125)]","[(0, 4330.77099609375), (1, 4799.22900390625)]","[(0, 4833.2041015625), (1, 3759.998779296875)]","[(0, 11224.0625), (1, 12233.9033203125)]","[(0, 5274.76904296875), (1, 4537.072265625)]","[(0, 852.8366088867188), (1, 806.7056274414062)]","[(0, 3044.733642578125), (1, 1861.4381103515625)]","[(0, 7261.5693359375), (1, 6510.61376953125)]","[(0, 4171.6708984375), (1, 3515.37939453125)]"
3,"[(0, 1338.1231689453125), (1, 1662.3887939453125)]","[(0, 652.1008911132812), (1, 791.368896484375)]","[(0, 24330.716796875), (1, 24174.08984375)]","[(0, 10127.5029296875), (1, 10848.916015625)]","[(0, 4782.80322265625), (1, 3877.63037109375)]","[(0, 6948.380859375), (1, 8028.10302734375)]","[(0, 10104.5322265625), (1, 11607.9619140625)]","[(0, 6556.99169921875), (1, 3255.6435546875)]","[(0, 1936.1248779296875), (1, 1357.6881103515625)]","[(0, 2929.313720703125), (1, 1288.6197509765625)]","[(0, 14300.3857421875), (1, 10075.68359375)]"
4,"[(0, 1250.7401123046875), (1, 1743.298583984375)]","[(0, 388.3864440917969), (1, 370.08563232421875)]","[(0, 26886.048828125), (1, 23616.755859375)]","[(0, 9560.5859375), (1, 12478.2177734375)]","[(0, 11104.857421875), (1, 6854.46142578125)]","[(0, 10996.6767578125), (1, 9435.3251953125)]","[(0, 11958.2119140625), (1, 10525.6953125)]","[(0, 2721.315673828125), (1, 2485.550048828125)]","[(0, 11285.2099609375), (1, 5525.4443359375)]","[(0, 605.7757568359375), (1, 642.9609985351562)]","[(0, 10511.65234375), (1, 8107.9619140625)]"
5,"[(0, 1519.1978759765625), (1, 1968.91796875)]","[(0, 253.3132781982422), (1, 247.80340576171875)]","[(0, 7049.43359375), (1, 7159.85205078125)]","[(0, 6314.27587890625), (1, 6181.69140625)]","[(0, 11322.314453125), (1, 7076.80126953125)]","[(0, 14237.9384765625), (1, 16713.216796875)]","[(0, 7146.53564453125), (1, 8139.46240234375)]","[(0, 2883.753173828125), (1, 1897.531005859375)]","[(0, 2098.948486328125), (1, 2199.60693359375)]","[(0, 1036.7120361328125), (1, 1195.5155029296875)]","[(0, 2885.106689453125), (1, 2637.01611328125)]"
6,"[(0, 778.9453735351562), (1, 842.9365844726562)]","[(0, 1196.73779296875), (1, 1885.26171875)]","[(0, 5113.57861328125), (1, 4162.7451171875)]","[(0, 3867.171875), (1, 4839.34765625)]","[(0, 4993.951171875), (1, 3895.0537109375)]","[(0, 11058.125), (1, 9387.5849609375)]","[(0, 16188.349609375), (1, 17867.8828125)]","[(0, 1260.7745361328125), (1, 1054.890380859375)]","[(0, 2263.388671875), (1, 1937.6358642578125)]","[(0, 2873.8271484375), (1, 2352.0048828125)]","[(0, 16445.5390625), (1, 12265.6552734375)]"
7,"[(0, 1074.12939453125), (1, 1284.0126953125)]","[(0, 1869.3394775390625), (1, 3272.20654296875)]","[(0, 3523.6328125), (1, 3500.23486328125)]","[(0, 22373.458984375), (1, 18750.46875)]","[(0, 6312.8916015625), (1, 4481.87548828125)]","[(0, 4580.57470703125), (1, 5158.57763671875)]","[(0, 14026.2119140625), (1, 16815.986328125)]","[(0, 2205.839599609375), (1, 2004.9434814453125)]","[(0, 1334.7265625), (1, 1340.802490234375)]","[(0, 1908.4188232421875), (1, 1925.1990966796875)]","[(0, 15017.220703125), (1, 12245.05078125)]"
8,"[(0, 1634.5880126953125), (1, 2105.16015625)]","[(0, 1446.6690673828125), (1, 2203.135009765625)]","[(0, 18170.994140625), (1, 18858.283203125)]","[(0, 10446.443359375), (1, 10450.837890625)]","[(0, 13701.9091796875), (1, 8366.0693359375)]","[(0, 7277.42529296875), (1, 6522.82568359375)]","[(0, 9385.212890625), (1, 8160.2216796875)]","[(0, 964.3890380859375), (1, 947.2078247070312)]","[(0, 4459.37255859375), (1, 5390.85205078125)]","[(0, 3298.7890625), (1, 3547.471435546875)]","[(0, 1779.323974609375), (1, 1527.1231689453125)]"
9,"[(0, 1331.31884765625), (1, 1654.36865234375)]","[(0, 791.8184204101562), (1, 942.905029296875)]","[(0, 5190.92626953125), (1, 5900.130859375)]","[(0, 21422.8984375), (1, 20151.76171875)]","[(0, 4060.413330078125), (1, 2588.882568359375)]","[(0, 3824.27978515625), (1, 3419.11328125)]","[(0, 11658.685546875), (1, 13389.5478515625)]","[(0, 1751.31298828125), (1, 1585.7806396484375)]","[(0, 2035.30126953125), (1, 2213.441650390625)]","[(0, 3476.385986328125), (1, 3113.324951171875)]","[(0, 3684.15625), (1, 3426.1669921875)]"
