,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.11
island-adjunct,0.646
island-complex-np,0.344
island-wh,0.996
principle_a_command,0.47
principle_a_locality,0.3
question-formation_or,0.542
question-formation_or_strict,0.01
question-formation_rr,0.57
question-formation_rr_strict,0.006
question-formation_sr,0.574
question-formation_sr_strict,0.002
wanna,0.488
