,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 831.62255859375), (1, 1014.0897827148438)]","[(0, 1229.253662109375), (1, 1236.2628173828125)]","[(0, 2705.592529296875), (1, 2800.945068359375)]","[(0, 2083.999267578125), (1, 2302.986328125)]","[(0, 3981.4375), (1, 2698.48291015625)]","[(0, 4306.25390625), (1, 4376.8173828125)]","[(0, 6805.5634765625), (1, 7906.50390625)]","[(0, 1629.6329345703125), (1, 956.6527709960938)]","[(0, 2821.70068359375), (1, 3957.422119140625)]","[(0, 1981.11083984375), (1, 1912.221923828125)]","[(0, 3147.4384765625), (1, 3201.662109375)]"
1,"[(0, 1256.27978515625), (1, 1724.7015380859375)]","[(0, 1716.99072265625), (1, 1846.8809814453125)]","[(0, 1668.4224853515625), (1, 1493.7091064453125)]","[(0, 3404.968017578125), (1, 3555.800048828125)]","[(0, 4135.2177734375), (1, 2345.462158203125)]","[(0, 4293.9345703125), (1, 4220.3583984375)]","[(0, 5745.62890625), (1, 6766.81689453125)]","[(0, 1288.3623046875), (1, 791.5205688476562)]","[(0, 1884.765625), (1, 2058.7431640625)]","[(0, 1260.1734619140625), (1, 1940.721435546875)]","[(0, 1889.8673095703125), (1, 2130.185302734375)]"
2,"[(0, 1204.8714599609375), (1, 1533.9930419921875)]","[(0, 1350.53271484375), (1, 1458.259521484375)]","[(0, 1926.5435791015625), (1, 2073.906494140625)]","[(0, 3752.426025390625), (1, 4585.5703125)]","[(0, 2029.091796875), (1, 1720.289306640625)]","[(0, 8062.369140625), (1, 8351.298828125)]","[(0, 2789.5888671875), (1, 2792.873779296875)]","[(0, 924.899169921875), (1, 1055.105712890625)]","[(0, 1976.631591796875), (1, 1737.729736328125)]","[(0, 3270.159912109375), (1, 3504.784423828125)]","[(0, 2202.947998046875), (1, 2488.0625)]"
3,"[(0, 1487.2459716796875), (1, 2127.8056640625)]","[(0, 1393.655029296875), (1, 1440.2349853515625)]","[(0, 7072.625), (1, 6304.6845703125)]","[(0, 4291.56396484375), (1, 4500.88037109375)]","[(0, 2190.761962890625), (1, 1811.25927734375)]","[(0, 3818.27783203125), (1, 3884.43701171875)]","[(0, 4881.17431640625), (1, 5054.625)]","[(0, 2631.41259765625), (1, 1976.643798828125)]","[(0, 1199.8192138671875), (1, 1591.47119140625)]","[(0, 2099.96484375), (1, 1457.6484375)]","[(0, 2975.602783203125), (1, 3012.029541015625)]"
4,"[(0, 1115.2711181640625), (1, 1565.727294921875)]","[(0, 816.9542846679688), (1, 738.2583618164062)]","[(0, 5356.09228515625), (1, 5563.5146484375)]","[(0, 3673.641357421875), (1, 3949.206787109375)]","[(0, 4893.1904296875), (1, 2848.5068359375)]","[(0, 2978.42626953125), (1, 2810.882080078125)]","[(0, 3361.78662109375), (1, 3414.785400390625)]","[(0, 1724.952392578125), (1, 1641.829345703125)]","[(0, 2123.929443359375), (1, 3089.48876953125)]","[(0, 638.003662109375), (1, 663.2830810546875)]","[(0, 2022.7757568359375), (1, 2075.65771484375)]"
5,"[(0, 1110.9671630859375), (1, 1529.5260009765625)]","[(0, 468.6488342285156), (1, 429.3052062988281)]","[(0, 3476.913330078125), (1, 3443.07177734375)]","[(0, 2845.749755859375), (1, 3275.103515625)]","[(0, 5535.92431640625), (1, 3268.42333984375)]","[(0, 3487.779541015625), (1, 3645.073486328125)]","[(0, 4994.7939453125), (1, 4876.39599609375)]","[(0, 2179.269775390625), (1, 2299.04296875)]","[(0, 1905.062255859375), (1, 2558.691650390625)]","[(0, 745.102294921875), (1, 1065.0987548828125)]","[(0, 2583.566162109375), (1, 2957.417236328125)]"
6,"[(0, 1355.9593505859375), (1, 1763.294677734375)]","[(0, 976.3056640625), (1, 1186.0135498046875)]","[(0, 1848.63525390625), (1, 1960.9622802734375)]","[(0, 3525.558837890625), (1, 3569.35986328125)]","[(0, 2864.474609375), (1, 2559.292236328125)]","[(0, 2590.783203125), (1, 2470.691650390625)]","[(0, 8703.328125), (1, 9432.7529296875)]","[(0, 1635.1173095703125), (1, 1170.971923828125)]","[(0, 2380.588623046875), (1, 2173.29052734375)]","[(0, 2727.908935546875), (1, 2428.331298828125)]","[(0, 2596.21728515625), (1, 2656.395751953125)]"
7,"[(0, 1012.5262451171875), (1, 1402.8311767578125)]","[(0, 1568.086181640625), (1, 2110.47607421875)]","[(0, 2025.7022705078125), (1, 2236.251708984375)]","[(0, 6100.7353515625), (1, 6200.04150390625)]","[(0, 3260.0244140625), (1, 2746.27880859375)]","[(0, 3571.91015625), (1, 3840.500244140625)]","[(0, 6840.27734375), (1, 7575.3828125)]","[(0, 2520.273681640625), (1, 2082.203369140625)]","[(0, 1186.1158447265625), (1, 1801.2279052734375)]","[(0, 1987.125244140625), (1, 2912.4736328125)]","[(0, 2957.3876953125), (1, 2993.047607421875)]"
8,"[(0, 1735.2208251953125), (1, 2521.564697265625)]","[(0, 1286.3292236328125), (1, 1445.7802734375)]","[(0, 5127.65234375), (1, 5778.7216796875)]","[(0, 4530.15478515625), (1, 4542.544921875)]","[(0, 5387.58837890625), (1, 3093.7197265625)]","[(0, 3518.931640625), (1, 3284.891357421875)]","[(0, 3271.529296875), (1, 3301.461181640625)]","[(0, 1208.6600341796875), (1, 1098.4638671875)]","[(0, 2599.173828125), (1, 4163.8330078125)]","[(0, 2414.639404296875), (1, 2695.537841796875)]","[(0, 1197.3656005859375), (1, 1324.4866943359375)]"
9,"[(0, 1360.21728515625), (1, 1948.0496826171875)]","[(0, 951.1867065429688), (1, 1030.2730712890625)]","[(0, 3399.94189453125), (1, 3432.819091796875)]","[(0, 6811.4462890625), (1, 6571.78466796875)]","[(0, 1801.6395263671875), (1, 1544.7738037109375)]","[(0, 2833.72802734375), (1, 2816.38427734375)]","[(0, 4223.90966796875), (1, 4294.11474609375)]","[(0, 1737.955078125), (1, 1390.3375244140625)]","[(0, 1127.49462890625), (1, 1830.4248046875)]","[(0, 3201.7265625), (1, 2421.0576171875)]","[(0, 2393.22119140625), (1, 2656.986328125)]"
