,best
anaphoric-one-semantics,0.004
anaphoric-one-syntax,0.27
island-adjunct,0.89
island-complex-np,0.336
island-wh,0.982
principle_a_command,0.472
principle_a_locality,0.284
question-formation_or,0.72
question-formation_or_strict,0.088
question-formation_rr,0.686
question-formation_rr_strict,0.066
question-formation_sr,0.7
question-formation_sr_strict,0.08
wanna,0.254
