,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 978.4788818359375), (1, 1147.5548095703125)]","[(0, 684.4959106445312), (1, 955.4091186523438)]","[(0, 6212.85595703125), (1, 5438.0107421875)]","[(0, 3143.239013671875), (1, 2380.4013671875)]","[(0, 9326.4677734375), (1, 5103.83935546875)]","[(0, 7325.25439453125), (1, 7972.3388671875)]","[(0, 10111.53125), (1, 12994.6240234375)]","[(0, 991.796142578125), (1, 934.21484375)]","[(0, 5923.53369140625), (1, 5280.10400390625)]","[(0, 4473.74462890625), (1, 3006.21240234375)]","[(0, 13366.82421875), (1, 11505.9365234375)]"
1,"[(0, 1163.5487060546875), (1, 1316.5478515625)]","[(0, 1060.158935546875), (1, 1565.59228515625)]","[(0, 1464.8167724609375), (1, 1332.8828125)]","[(0, 5283.3076171875), (1, 4801.673828125)]","[(0, 7189.70458984375), (1, 3828.826904296875)]","[(0, 9754.685546875), (1, 8600.462890625)]","[(0, 5285.77685546875), (1, 6937.6474609375)]","[(0, 2014.0328369140625), (1, 830.365234375)]","[(0, 2810.226806640625), (1, 2325.140869140625)]","[(0, 1560.2822265625), (1, 2167.989990234375)]","[(0, 2383.990966796875), (1, 2483.859130859375)]"
2,"[(0, 1240.351318359375), (1, 1395.091796875)]","[(0, 906.5879516601562), (1, 1185.4266357421875)]","[(0, 2593.877197265625), (1, 2676.3583984375)]","[(0, 3540.511962890625), (1, 4054.22998046875)]","[(0, 3720.2041015625), (1, 3285.61181640625)]","[(0, 9876.779296875), (1, 10866.3740234375)]","[(0, 4737.814453125), (1, 4038.00830078125)]","[(0, 794.8284912109375), (1, 811.7427368164062)]","[(0, 2389.684814453125), (1, 1552.075927734375)]","[(0, 6427.1025390625), (1, 5974.49169921875)]","[(0, 3478.31298828125), (1, 3433.244873046875)]"
3,"[(0, 1482.403076171875), (1, 1819.3935546875)]","[(0, 686.3488159179688), (1, 842.3583984375)]","[(0, 17647.896484375), (1, 18548.708984375)]","[(0, 7588.3974609375), (1, 8638.84375)]","[(0, 3601.1884765625), (1, 3378.534912109375)]","[(0, 5780.0166015625), (1, 6641.63330078125)]","[(0, 9392.9130859375), (1, 10962.9169921875)]","[(0, 5548.720703125), (1, 3156.03466796875)]","[(0, 1493.5396728515625), (1, 1193.25)]","[(0, 2595.837158203125), (1, 1229.39306640625)]","[(0, 11130.3671875), (1, 8785.1171875)]"
4,"[(0, 1382.375732421875), (1, 1803.353271484375)]","[(0, 397.64739990234375), (1, 391.1448974609375)]","[(0, 22403.908203125), (1, 19785.6015625)]","[(0, 7688.9638671875), (1, 10279.7998046875)]","[(0, 10122.115234375), (1, 5838.0078125)]","[(0, 8357.2900390625), (1, 7324.56982421875)]","[(0, 9687.8330078125), (1, 8626.9716796875)]","[(0, 2584.279541015625), (1, 2209.916015625)]","[(0, 9446.625), (1, 4994.060546875)]","[(0, 488.6239318847656), (1, 559.5416259765625)]","[(0, 8633.943359375), (1, 7306.8974609375)]"
5,"[(0, 1501.892578125), (1, 1874.8687744140625)]","[(0, 255.38404846191406), (1, 258.3387451171875)]","[(0, 5047.37548828125), (1, 5791.3056640625)]","[(0, 4213.6298828125), (1, 4352.529296875)]","[(0, 9460.7353515625), (1, 5557.58544921875)]","[(0, 11041.6123046875), (1, 12846.89453125)]","[(0, 6410.66552734375), (1, 7291.59716796875)]","[(0, 2598.624755859375), (1, 1766.718505859375)]","[(0, 1988.476806640625), (1, 2175.666015625)]","[(0, 990.4623413085938), (1, 1079.7164306640625)]","[(0, 2303.957275390625), (1, 2380.281005859375)]"
6,"[(0, 872.4705810546875), (1, 938.4102172851562)]","[(0, 1117.9119873046875), (1, 1838.6046142578125)]","[(0, 4327.10888671875), (1, 3638.120849609375)]","[(0, 3409.27978515625), (1, 4216.97900390625)]","[(0, 4147.8369140625), (1, 3321.888916015625)]","[(0, 8706.5908203125), (1, 7427.41650390625)]","[(0, 12969.986328125), (1, 13915.546875)]","[(0, 1188.7310791015625), (1, 944.4187622070312)]","[(0, 2068.2705078125), (1, 1963.728271484375)]","[(0, 2595.16259765625), (1, 2005.8739013671875)]","[(0, 13489.5078125), (1, 11221.4296875)]"
7,"[(0, 1232.2237548828125), (1, 1482.45751953125)]","[(0, 1736.0947265625), (1, 3120.49462890625)]","[(0, 2644.48828125), (1, 2809.1884765625)]","[(0, 17260.3359375), (1, 14504.5849609375)]","[(0, 4935.54833984375), (1, 3673.58154296875)]","[(0, 4031.9013671875), (1, 4675.2099609375)]","[(0, 10498.818359375), (1, 12128.5732421875)]","[(0, 2128.25927734375), (1, 2073.80078125)]","[(0, 1100.61083984375), (1, 1218.985107421875)]","[(0, 1724.5198974609375), (1, 1935.7232666015625)]","[(0, 12484.466796875), (1, 11041.94921875)]"
8,"[(0, 1799.6826171875), (1, 2261.9873046875)]","[(0, 1399.4912109375), (1, 2190.06201171875)]","[(0, 12840.8310546875), (1, 12319.3349609375)]","[(0, 7346.29833984375), (1, 7950.24462890625)]","[(0, 10229.9609375), (1, 5994.32421875)]","[(0, 5877.50390625), (1, 5201.0751953125)]","[(0, 8072.84765625), (1, 6846.88916015625)]","[(0, 936.5323486328125), (1, 909.8577270507812)]","[(0, 4259.3896484375), (1, 5241.3427734375)]","[(0, 2759.068603515625), (1, 2871.86279296875)]","[(0, 1335.473876953125), (1, 1358.43798828125)]"
9,"[(0, 1415.3919677734375), (1, 1736.4359130859375)]","[(0, 800.1251831054688), (1, 992.1475219726562)]","[(0, 3484.873779296875), (1, 4393.33154296875)]","[(0, 18027.884765625), (1, 17053.78125)]","[(0, 2504.092529296875), (1, 1811.9150390625)]","[(0, 3510.069580078125), (1, 3121.470947265625)]","[(0, 9759.6357421875), (1, 11201.05078125)]","[(0, 1753.1995849609375), (1, 1641.767578125)]","[(0, 1705.13818359375), (1, 1959.00146484375)]","[(0, 3290.89599609375), (1, 2982.516357421875)]","[(0, 3132.44189453125), (1, 3340.4794921875)]"
10,"[(0, 1161.740234375), (1, 1446.892578125)]","[(0, 409.3943786621094), (1, 408.51959228515625)]","[(0, 14833.8037109375), (1, 17190.5859375)]","[(0, 4232.974609375), (1, 4143.6025390625)]","[(0, 1826.28369140625), (1, 1299.283935546875)]","[(0, 2037.028564453125), (1, 2279.671630859375)]","[(0, 20658.41015625), (1, 20967.009765625)]","[(0, 4038.36279296875), (1, 2185.6376953125)]","[(0, 3062.947509765625), (1, 3380.214111328125)]","[(0, 2468.807373046875), (1, 1879.6846923828125)]","[(0, 9091.07421875), (1, 7449.6279296875)]"
11,"[(0, 1126.099365234375), (1, 1350.196533203125)]","[(0, 385.24658203125), (1, 405.86810302734375)]","[(0, 2465.489013671875), (1, 2080.427978515625)]","[(0, 3780.20166015625), (1, 3274.5634765625)]","[(0, 3105.7451171875), (1, 1722.960693359375)]","[(0, 10467.4453125), (1, 11694.353515625)]","[(0, 14457.3271484375), (1, 17444.986328125)]","[(0, 1753.7864990234375), (1, 1461.2066650390625)]","[(0, 2098.79345703125), (1, 1616.5740966796875)]","[(0, 2707.188720703125), (1, 2072.20947265625)]","[(0, 11673.1708984375), (1, 9480.3701171875)]"
12,"[(0, 1803.62841796875), (1, 2216.485595703125)]","[(0, 460.1502990722656), (1, 927.8482055664062)]","[(0, 13809.216796875), (1, 11840.115234375)]","[(0, 7311.13525390625), (1, 6808.21875)]","[(0, 4519.64697265625), (1, 3684.008544921875)]","[(0, 11163.5029296875), (1, 10055.2666015625)]","[(0, 5529.3291015625), (1, 4896.78466796875)]","[(0, 1946.93896484375), (1, 2013.671875)]","[(0, 1227.719482421875), (1, 1383.2994384765625)]","[(0, 2160.37109375), (1, 2070.513427734375)]","[(0, 8760.060546875), (1, 7869.81591796875)]"
13,"[(0, 1923.71337890625), (1, 2383.9853515625)]","[(0, 782.0283813476562), (1, 1806.0889892578125)]","[(0, 4132.93115234375), (1, 4286.12841796875)]","[(0, 23214.9375), (1, 20104.923828125)]","[(0, 4366.13623046875), (1, 3586.297119140625)]","[(0, 4506.39111328125), (1, 4236.0966796875)]","[(0, 12488.27734375), (1, 14444.537109375)]","[(0, 447.6943664550781), (1, 391.1769714355469)]","[(0, 2737.448486328125), (1, 2815.7060546875)]","[(0, 5378.70703125), (1, 5912.556640625)]","[(0, 2425.271728515625), (1, 2626.638916015625)]"
14,"[(0, 1595.4564208984375), (1, 1917.5369873046875)]","[(0, 634.06640625), (1, 1197.286865234375)]","[(0, 2177.5), (1, 2321.5048828125)]","[(0, 19244.869140625), (1, 21593.0)]","[(0, 3794.711181640625), (1, 2085.717041015625)]","[(0, 6436.60986328125), (1, 6862.4931640625)]","[(0, 6528.09033203125), (1, 5540.677734375)]","[(0, 3541.569091796875), (1, 2073.886962890625)]","[(0, 3014.10693359375), (1, 2100.982421875)]","[(0, 4324.6376953125), (1, 4461.6103515625)]","[(0, 14976.818359375), (1, 12206.6328125)]"
15,"[(0, 895.4254150390625), (1, 987.412353515625)]","[(0, 483.9377746582031), (1, 773.9046630859375)]","[(0, 1655.45849609375), (1, 1778.271240234375)]","[(0, 3278.178466796875), (1, 2796.0224609375)]","[(0, 1526.952880859375), (1, 1147.2259521484375)]","[(0, 13875.009765625), (1, 15124.80078125)]","[(0, 4929.33447265625), (1, 5637.841796875)]","[(0, 3150.345458984375), (1, 2676.66748046875)]","[(0, 2467.231689453125), (1, 3454.365966796875)]","[(0, 829.664306640625), (1, 709.44140625)]","[(0, 1415.5889892578125), (1, 1408.796630859375)]"
