,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 3232.946044921875), (1, 3657.267822265625)]","[(0, 3288.590087890625), (1, 3111.53515625)]","[(0, 3736.91650390625), (1, 3719.466064453125)]","[(0, 2473.537353515625), (1, 2473.755615234375)]","[(0, 3989.63232421875), (1, 2404.207275390625)]","[(0, 4659.693359375), (1, 5209.5390625)]","[(0, 9236.1669921875), (1, 9425.576171875)]","[(0, 2599.23828125), (1, 2254.41943359375)]","[(0, 3129.36669921875), (1, 3422.274169921875)]","[(0, 2261.9560546875), (1, 2062.7138671875)]","[(0, 3903.331298828125), (1, 3719.89892578125)]"
1,"[(0, 4823.875), (1, 5754.47998046875)]","[(0, 3777.2861328125), (1, 3706.8525390625)]","[(0, 2348.177978515625), (1, 2374.6005859375)]","[(0, 3272.759033203125), (1, 3256.786376953125)]","[(0, 3388.0986328125), (1, 2081.587890625)]","[(0, 5103.22119140625), (1, 4668.17529296875)]","[(0, 6852.0234375), (1, 6927.97412109375)]","[(0, 1705.953125), (1, 1646.5953369140625)]","[(0, 1840.544189453125), (1, 1994.172119140625)]","[(0, 1950.5733642578125), (1, 2309.14306640625)]","[(0, 2754.0947265625), (1, 2343.818603515625)]"
2,"[(0, 3892.2724609375), (1, 4751.03564453125)]","[(0, 2936.579345703125), (1, 2768.46875)]","[(0, 2912.344482421875), (1, 3065.718017578125)]","[(0, 3784.028564453125), (1, 3940.57666015625)]","[(0, 1892.0421142578125), (1, 1774.5992431640625)]","[(0, 6598.5693359375), (1, 7246.35693359375)]","[(0, 2442.195068359375), (1, 2164.64111328125)]","[(0, 1725.13671875), (1, 2219.21728515625)]","[(0, 1980.44677734375), (1, 2267.063232421875)]","[(0, 3909.2841796875), (1, 4304.31982421875)]","[(0, 2808.4921875), (1, 2491.067138671875)]"
3,"[(0, 4467.88623046875), (1, 5362.1337890625)]","[(0, 2756.91064453125), (1, 2537.695556640625)]","[(0, 7067.09619140625), (1, 7316.6875)]","[(0, 4846.96435546875), (1, 5028.82958984375)]","[(0, 1913.75341796875), (1, 1844.426513671875)]","[(0, 4979.76416015625), (1, 5505.42431640625)]","[(0, 4698.35888671875), (1, 5165.74560546875)]","[(0, 2747.164306640625), (1, 2837.955078125)]","[(0, 1432.6033935546875), (1, 2053.84228515625)]","[(0, 2253.82958984375), (1, 2023.870849609375)]","[(0, 4537.04638671875), (1, 4291.8056640625)]"
4,"[(0, 4862.58544921875), (1, 5249.12109375)]","[(0, 2235.573486328125), (1, 1867.41064453125)]","[(0, 6371.97412109375), (1, 6677.4267578125)]","[(0, 4015.46240234375), (1, 4429.6640625)]","[(0, 4848.99365234375), (1, 3113.613037109375)]","[(0, 3758.62939453125), (1, 3358.5947265625)]","[(0, 3738.260009765625), (1, 3411.322265625)]","[(0, 2746.375732421875), (1, 1958.02001953125)]","[(0, 1709.9322509765625), (1, 3144.68408203125)]","[(0, 1113.5712890625), (1, 1541.33544921875)]","[(0, 3542.47119140625), (1, 3169.41162109375)]"
5,"[(0, 4231.994140625), (1, 4597.4853515625)]","[(0, 2999.4111328125), (1, 2591.683837890625)]","[(0, 3405.984619140625), (1, 3771.84326171875)]","[(0, 3361.318603515625), (1, 3470.393798828125)]","[(0, 5788.0205078125), (1, 3722.461181640625)]","[(0, 3981.946533203125), (1, 4545.96435546875)]","[(0, 5996.34228515625), (1, 6701.84228515625)]","[(0, 2969.9169921875), (1, 2549.625732421875)]","[(0, 2020.5133056640625), (1, 1866.4056396484375)]","[(0, 1885.3480224609375), (1, 1768.6072998046875)]","[(0, 2557.892822265625), (1, 2302.25830078125)]"
6,"[(0, 3979.493896484375), (1, 4592.2880859375)]","[(0, 4590.94384765625), (1, 4869.06787109375)]","[(0, 2899.422119140625), (1, 2690.81689453125)]","[(0, 3253.337646484375), (1, 3530.36328125)]","[(0, 2927.515380859375), (1, 2686.851318359375)]","[(0, 3915.20556640625), (1, 3479.968505859375)]","[(0, 8441.5498046875), (1, 8851.470703125)]","[(0, 1694.1170654296875), (1, 1467.248779296875)]","[(0, 2868.572509765625), (1, 2797.409423828125)]","[(0, 3323.74560546875), (1, 3125.960205078125)]","[(0, 3720.61572265625), (1, 3419.27294921875)]"
7,"[(0, 3072.277099609375), (1, 3563.747314453125)]","[(0, 5463.59716796875), (1, 5969.5654296875)]","[(0, 2118.1201171875), (1, 2207.299072265625)]","[(0, 6268.1796875), (1, 6324.56396484375)]","[(0, 3041.645751953125), (1, 2727.819091796875)]","[(0, 2508.176025390625), (1, 2985.0576171875)]","[(0, 7655.17529296875), (1, 8080.5576171875)]","[(0, 2497.070556640625), (1, 3152.65966796875)]","[(0, 2065.668701171875), (1, 1793.216064453125)]","[(0, 2850.800537109375), (1, 2962.716064453125)]","[(0, 3839.775146484375), (1, 3574.973876953125)]"
8,"[(0, 4300.6025390625), (1, 4922.072265625)]","[(0, 3881.000732421875), (1, 3878.665771484375)]","[(0, 5828.2451171875), (1, 5643.27001953125)]","[(0, 4872.556640625), (1, 4815.60107421875)]","[(0, 5050.07666015625), (1, 3418.2197265625)]","[(0, 3956.697509765625), (1, 3426.931640625)]","[(0, 3876.317626953125), (1, 3567.545654296875)]","[(0, 1974.14306640625), (1, 1612.7982177734375)]","[(0, 3583.95166015625), (1, 3231.746826171875)]","[(0, 2517.589111328125), (1, 2319.031982421875)]","[(0, 1765.7550048828125), (1, 1469.5343017578125)]"
9,"[(0, 3839.039306640625), (1, 4477.884765625)]","[(0, 2790.790283203125), (1, 2621.469970703125)]","[(0, 3453.318359375), (1, 3428.791748046875)]","[(0, 6651.35009765625), (1, 6536.81201171875)]","[(0, 2385.302001953125), (1, 2219.35595703125)]","[(0, 3466.64599609375), (1, 3172.0908203125)]","[(0, 4396.9658203125), (1, 4659.5908203125)]","[(0, 2480.3974609375), (1, 1979.2008056640625)]","[(0, 1184.888671875), (1, 1475.109375)]","[(0, 3823.911865234375), (1, 3424.52685546875)]","[(0, 3444.326416015625), (1, 2974.12451171875)]"
