,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.236
island-adjunct,0.59
island-complex-np,0.27
island-wh,1.0
principle_a_command,0.478
principle_a_locality,0.36
question-formation_or,0.474
question-formation_rr,0.512
question-formation_sr,0.5
wanna,0.018
