,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.228
island-adjunct,0.662
island-complex-np,0.476
island-wh,1.0
principle_a_command,0.518
principle_a_locality,0.33
question-formation_or,0.442
question-formation_or_strict,0.046
question-formation_rr,0.468
question-formation_rr_strict,0.056
question-formation_sr,0.444
question-formation_sr_strict,0.056
wanna,1.0
