,best
anaphoric-one-semantics,0.002
anaphoric-one-syntax,0.16
island-adjunct,0.64
island-complex-np,0.416
island-wh,0.954
principle_a_command,0.498
principle_a_locality,0.252
question-formation_or,0.708
question-formation_or_strict,0.042
question-formation_rr,0.712
question-formation_rr_strict,0.044
question-formation_sr,0.71
question-formation_sr_strict,0.076
wanna,0.396
