,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 20096.69921875), (1, 20059.458984375)]","[(0, 13550.9716796875), (1, 13103.5380859375)]","[(0, 10549.4521484375), (1, 10242.623046875)]","[(0, 11602.705078125), (1, 12647.5283203125)]","[(0, 13066.4384765625), (1, 14550.4150390625)]","[(0, 11340.3837890625), (1, 10275.388671875)]","[(0, 8670.5458984375), (1, 10239.8388671875)]","[(0, 15072.6904296875), (1, 22345.845703125)]","[(0, 23601.107421875), (1, 41637.27734375)]","[(0, 16948.087890625), (1, 17436.3046875)]","[(0, 8404.56640625), (1, 16038.7216796875)]"
1,"[(0, 43729.8515625), (1, 43086.38671875)]","[(0, 12519.2578125), (1, 12336.0888671875)]","[(0, 22957.89453125), (1, 19910.20703125)]","[(0, 21708.3984375), (1, 24495.087890625)]","[(0, 21775.205078125), (1, 18886.521484375)]","[(0, 11123.24609375), (1, 12579.1689453125)]","[(0, 10023.9677734375), (1, 11789.83984375)]","[(0, 13576.623046875), (1, 18887.458984375)]","[(0, 8103.3388671875), (1, 19641.49609375)]","[(0, 19605.603515625), (1, 14871.56640625)]","[(0, 8269.6669921875), (1, 9817.1298828125)]"
2,"[(0, 29315.49609375), (1, 28307.287109375)]","[(0, 14023.5634765625), (1, 13348.7744140625)]","[(0, 21002.111328125), (1, 20199.65234375)]","[(0, 19357.298828125), (1, 23251.25390625)]","[(0, 14872.0478515625), (1, 14544.005859375)]","[(0, 14680.8798828125), (1, 14801.9375)]","[(0, 12940.099609375), (1, 13672.8525390625)]","[(0, 27329.841796875), (1, 13409.943359375)]","[(0, 14394.4404296875), (1, 11293.85546875)]","[(0, 27002.70703125), (1, 35346.40234375)]","[(0, 13411.6953125), (1, 15910.5234375)]"
3,"[(0, 14241.0888671875), (1, 13689.2666015625)]","[(0, 14017.828125), (1, 13517.7099609375)]","[(0, 14663.4462890625), (1, 14572.8017578125)]","[(0, 11812.212890625), (1, 11226.62109375)]","[(0, 14929.728515625), (1, 15163.9130859375)]","[(0, 17777.6796875), (1, 15785.7744140625)]","[(0, 21006.919921875), (1, 19421.259765625)]","[(0, 26364.21484375), (1, 35356.11328125)]","[(0, 8958.37109375), (1, 6287.77001953125)]","[(0, 14414.5791015625), (1, 32123.1953125)]","[(0, 11851.310546875), (1, 20524.716796875)]"
4,"[(0, 33226.19140625), (1, 33191.69921875)]","[(0, 25686.6484375), (1, 24271.134765625)]","[(0, 12338.6416015625), (1, 12705.58203125)]","[(0, 15570.529296875), (1, 15067.0126953125)]","[(0, 17142.240234375), (1, 13976.11328125)]","[(0, 20201.9453125), (1, 23819.330078125)]","[(0, 14297.6044921875), (1, 16185.40234375)]","[(0, 14739.30859375), (1, 16545.904296875)]","[(0, 11940.3095703125), (1, 10361.8486328125)]","[(0, 17693.935546875), (1, 26377.140625)]","[(0, 11888.552734375), (1, 21183.576171875)]"
5,"[(0, 24140.845703125), (1, 24729.71484375)]","[(0, 22521.36328125), (1, 21253.18359375)]","[(0, 21702.603515625), (1, 16687.92578125)]","[(0, 14548.1123046875), (1, 14522.9384765625)]","[(0, 24527.275390625), (1, 21158.03515625)]","[(0, 16184.67578125), (1, 16190.09375)]","[(0, 29783.138671875), (1, 25909.896484375)]","[(0, 25532.294921875), (1, 31811.380859375)]","[(0, 6671.0625), (1, 9309.89453125)]","[(0, 24510.01953125), (1, 8457.0859375)]","[(0, 5620.7861328125), (1, 7339.6171875)]"
6,"[(0, 40089.67578125), (1, 40470.27734375)]","[(0, 12788.0869140625), (1, 11631.376953125)]","[(0, 17446.80078125), (1, 20178.435546875)]","[(0, 16183.47265625), (1, 16655.39453125)]","[(0, 21594.607421875), (1, 22754.306640625)]","[(0, 8775.638671875), (1, 9010.740234375)]","[(0, 8646.7890625), (1, 9687.462890625)]","[(0, 34296.92578125), (1, 21798.560546875)]","[(0, 14298.8447265625), (1, 28532.677734375)]","[(0, 9294.1123046875), (1, 14065.5400390625)]","[(0, 9754.9921875), (1, 16940.62109375)]"
7,"[(0, 30572.990234375), (1, 30898.703125)]","[(0, 11059.359375), (1, 10573.958984375)]","[(0, 15648.728515625), (1, 15727.3505859375)]","[(0, 12840.1572265625), (1, 13428.4873046875)]","[(0, 21213.818359375), (1, 22794.119140625)]","[(0, 13348.5576171875), (1, 13013.1025390625)]","[(0, 9955.734375), (1, 11630.767578125)]","[(0, 21480.671875), (1, 10654.1474609375)]","[(0, 20845.46875), (1, 12117.8095703125)]","[(0, 8039.94091796875), (1, 24611.72265625)]","[(0, 7850.8203125), (1, 13547.212890625)]"
8,"[(0, 13529.1103515625), (1, 14031.3232421875)]","[(0, 12198.3935546875), (1, 10135.7939453125)]","[(0, 16853.603515625), (1, 16957.94921875)]","[(0, 11142.1767578125), (1, 11337.12890625)]","[(0, 14366.1220703125), (1, 10975.3251953125)]","[(0, 10838.2236328125), (1, 12035.3359375)]","[(0, 14806.962890625), (1, 18279.294921875)]","[(0, 17317.78125), (1, 9241.62109375)]","[(0, 12220.9716796875), (1, 11122.111328125)]","[(0, 18720.68359375), (1, 19755.453125)]","[(0, 9196.0009765625), (1, 12068.21875)]"
9,"[(0, 17205.904296875), (1, 18303.017578125)]","[(0, 14436.5078125), (1, 13721.5244140625)]","[(0, 17479.525390625), (1, 16340.2001953125)]","[(0, 10924.271484375), (1, 12971.408203125)]","[(0, 17355.974609375), (1, 19081.234375)]","[(0, 12137.9921875), (1, 12100.61328125)]","[(0, 8330.5849609375), (1, 7637.50634765625)]","[(0, 30047.34765625), (1, 32451.6171875)]","[(0, 7117.3505859375), (1, 7525.89111328125)]","[(0, 16735.1640625), (1, 16282.5029296875)]","[(0, 12836.2646484375), (1, 14907.419921875)]"
