,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 909.4564819335938), (1, 1068.39892578125)]","[(0, 697.4860229492188), (1, 954.029296875)]","[(0, 6983.4365234375), (1, 6562.21533203125)]","[(0, 4973.7080078125), (1, 3584.01318359375)]","[(0, 11883.849609375), (1, 7303.5673828125)]","[(0, 10702.427734375), (1, 11383.5302734375)]","[(0, 12964.853515625), (1, 16299.3134765625)]","[(0, 1058.8651123046875), (1, 938.6148071289062)]","[(4, 49.15574735753677), (3, 57.16645050048828), (1, 76.41141764322917), (5, 83.02432454427084), (0, 93.417724609375), (2, 143.67327411358173)]","[(0, 7803.1455078125), (1, 6016.66650390625)]","[(4, 48.152591959635416), (3, 58.45836966378348), (5, 75.8858642578125), (0, 90.73721313476562), (2, 123.55585271661931), (1, 129.31496018629807)]","[(0, 5316.75830078125), (1, 3107.7421875)]","[(4, 728.3083718039773), (5, 799.286279296875), (1, 852.1603338068181), (3, 949.37060546875), (2, 961.4302734375), (0, 1177.02587890625)]","[(0, 16039.302734375), (1, 12465.408203125)]"
1,"[(0, 1040.42822265625), (1, 1156.2568359375)]","[(0, 1134.86962890625), (1, 1656.785888671875)]","[(0, 1751.06982421875), (1, 1532.516845703125)]","[(0, 6709.951171875), (1, 6338.880859375)]","[(0, 10584.623046875), (1, 5776.40185546875)]","[(0, 11318.1474609375), (1, 10258.185546875)]","[(0, 6507.9814453125), (1, 8527.27734375)]","[(0, 1993.973388671875), (1, 839.8629150390625)]","[(4, 183.09590287642047), (5, 193.6710205078125), (3, 253.152197265625), (1, 265.6892755681818), (2, 283.5141845703125), (0, 378.466015625)]","[(0, 3279.02587890625), (1, 2542.57080078125)]","[(4, 520.6871744791666), (5, 659.5398615056819), (3, 660.4581853693181), (1, 770.0851236979166), (2, 790.7469815340909), (0, 801.5152698863636)]","[(0, 2001.5628662109375), (1, 2576.100341796875)]","[(4, 178.03829956054688), (1, 205.96419852120536), (5, 212.1822509765625), (3, 217.78250325520833), (2, 270.364501953125), (0, 289.80579552283655)]","[(0, 2991.38671875), (1, 2668.03662109375)]"
2,"[(0, 1148.7548828125), (1, 1266.9022216796875)]","[(0, 865.4552001953125), (1, 1129.0069580078125)]","[(0, 3120.572021484375), (1, 3266.385498046875)]","[(0, 4302.8134765625), (1, 4739.32861328125)]","[(0, 4844.0712890625), (1, 3760.51513671875)]","[(0, 11268.1220703125), (1, 12278.353515625)]","[(0, 5230.14794921875), (1, 4506.0341796875)]","[(0, 843.6865844726562), (1, 799.6849975585938)]","[(1, 110.04576009114584), (2, 137.85575648716517), (4, 222.48807466947116), (0, 243.15377103365384), (5, 274.66770426432294), (3, 492.12744140625)]","[(0, 3031.05322265625), (1, 1857.955078125)]","[(4, 261.38119070870533), (1, 326.5211181640625), (5, 339.01767985026044), (3, 350.38393930288464), (2, 445.36904296875), (0, 478.57279829545456)]","[(0, 7204.38671875), (1, 6480.0439453125)]","[(1, 171.13639692826703), (2, 201.3428955078125), (4, 206.98069069602272), (5, 244.735693359375), (0, 267.31533203125), (3, 323.868896484375)]","[(0, 4130.64599609375), (1, 3441.528564453125)]"
3,"[(0, 1325.89404296875), (1, 1645.6041259765625)]","[(0, 647.0687866210938), (1, 785.0895385742188)]","[(0, 24296.005859375), (1, 24053.21875)]","[(0, 10097.9619140625), (1, 10780.2392578125)]","[(0, 4818.36669921875), (1, 3882.759033203125)]","[(0, 7022.56640625), (1, 8100.21728515625)]","[(0, 10113.9609375), (1, 11608.4931640625)]","[(0, 6525.083984375), (1, 3213.0625)]","[(4, 270.6011851917614), (1, 284.66537198153407), (5, 299.70263671875), (2, 313.706689453125), (3, 337.0852783203125), (0, 353.6718994140625)]","[(0, 1952.99951171875), (1, 1359.12939453125)]","[(2, 350.5860595703125), (0, 390.6090494791667), (1, 404.2038762019231), (4, 405.4180438701923), (5, 457.2238362630208), (3, 507.5458984375)]","[(0, 2928.3837890625), (1, 1289.463623046875)]","[(4, 473.94278231534093), (1, 494.87264737215907), (5, 559.623583984375), (2, 579.382470703125), (3, 693.41611328125), (0, 731.284423828125)]","[(0, 14251.3203125), (1, 9982.2119140625)]"
4,"[(0, 1237.2081298828125), (1, 1726.4927978515625)]","[(0, 383.84222412109375), (1, 365.1179504394531)]","[(0, 26769.3046875), (1, 23579.689453125)]","[(0, 9548.7861328125), (1, 12453.4306640625)]","[(0, 10955.361328125), (1, 6803.0390625)]","[(0, 11111.890625), (1, 9534.9638671875)]","[(0, 12073.9521484375), (1, 10595.439453125)]","[(0, 2711.33056640625), (1, 2495.82666015625)]","[(4, 90.93578229631696), (3, 103.24364217122395), (1, 114.79208984375), (0, 126.13922588641827), (5, 176.5565388997396), (2, 225.3507361778846)]","[(0, 11321.7109375), (1, 5527.42578125)]","[(2, 137.32161771334134), (1, 165.78920200892858), (4, 200.12843674879807), (5, 217.7046101888021), (0, 258.1312662760417), (3, 493.91410688920456)]","[(0, 615.30859375), (1, 647.8551635742188)]","[(4, 84.4354248046875), (1, 89.06501007080078), (3, 136.0711931501116), (0, 142.45561000279017), (5, 152.05766950334822), (2, 160.4139404296875)]","[(0, 10487.419921875), (1, 8071.11572265625)]"
5,"[(0, 1512.4122314453125), (1, 1957.27783203125)]","[(0, 252.47662353515625), (1, 246.6785888671875)]","[(0, 7070.6083984375), (1, 7116.30517578125)]","[(0, 6374.66015625), (1, 6254.91748046875)]","[(0, 11230.4873046875), (1, 7055.60791015625)]","[(0, 14283.404296875), (1, 16771.20703125)]","[(0, 7122.3681640625), (1, 8128.21484375)]","[(0, 2849.813720703125), (1, 1870.2952880859375)]","[(4, 136.7338201349432), (5, 137.79598388671874), (1, 155.96901633522728), (2, 157.91712646484376), (3, 178.60052490234375), (0, 210.732958984375)]","[(0, 2094.84619140625), (1, 2205.33056640625)]","[(2, 95.79611440805289), (4, 113.88510366586539), (5, 124.54937744140625), (1, 144.61004638671875), (0, 188.72261555989584), (3, 246.477783203125)]","[(0, 1028.591796875), (1, 1203.5047607421875)]","[(4, 492.7722574869792), (1, 523.2058512369791), (5, 562.3553355823864), (2, 601.1166548295455), (3, 682.1203835227273), (0, 736.8625266335227)]","[(0, 2903.345703125), (1, 2627.39404296875)]"
6,"[(0, 769.970947265625), (1, 831.391845703125)]","[(0, 1201.830810546875), (1, 1882.6063232421875)]","[(0, 5120.85498046875), (1, 4126.3896484375)]","[(0, 3826.96533203125), (1, 4764.94287109375)]","[(0, 5024.1318359375), (1, 3917.718994140625)]","[(0, 11114.1806640625), (1, 9443.724609375)]","[(0, 16377.283203125), (1, 18210.130859375)]","[(0, 1238.2415771484375), (1, 1049.934326171875)]","[(1, 262.38535563151044), (2, 263.9152166193182), (4, 274.32139078776044), (5, 275.3931995738636), (0, 387.89359907670456), (3, 403.65531782670456)]","[(0, 2270.49609375), (1, 1930.2685546875)]","[(4, 138.33762904575892), (3, 196.51102388822116), (1, 218.872802734375), (5, 250.6864217122396), (0, 340.4529918323864), (2, 416.126025390625)]","[(0, 2887.510986328125), (1, 2374.16796875)]","[(1, 128.57705078125), (3, 148.25748697916666), (0, 150.32707868303572), (2, 181.50783128004807), (5, 187.83314732142858), (4, 190.91371154785156)]","[(0, 16517.826171875), (1, 12268.2529296875)]"
7,"[(0, 1058.30029296875), (1, 1263.8262939453125)]","[(0, 1877.6046142578125), (1, 3272.54345703125)]","[(0, 3546.094482421875), (1, 3488.291748046875)]","[(0, 22365.140625), (1, 18665.044921875)]","[(0, 6373.134765625), (1, 4518.69921875)]","[(0, 4609.12744140625), (1, 5184.31689453125)]","[(0, 14083.2314453125), (1, 17007.412109375)]","[(0, 2192.241455078125), (1, 1971.7271728515625)]","[(4, 186.39637974330358), (1, 189.58958435058594), (5, 207.16346153846155), (2, 211.7322265625), (0, 220.92035784040178), (3, 240.8056437174479)]","[(0, 1345.70751953125), (1, 1340.901611328125)]","[(1, 413.5032848011364), (2, 457.892822265625), (4, 608.1380504261364), (5, 692.582080078125), (0, 701.345703125), (3, 1043.753125)]","[(0, 1900.66064453125), (1, 1902.738037109375)]","[(4, 113.7303466796875), (1, 117.21560232979911), (5, 134.24474158653845), (2, 140.10298039362982), (3, 145.41010929987982), (0, 155.50682654747595)]","[(0, 14955.6650390625), (1, 12189.0791015625)]"
8,"[(0, 1619.1575927734375), (1, 2080.7958984375)]","[(0, 1434.8704833984375), (1, 2183.1650390625)]","[(0, 17903.71875), (1, 18609.962890625)]","[(0, 10434.1669921875), (1, 10444.2724609375)]","[(0, 13572.130859375), (1, 8276.0029296875)]","[(0, 7324.8564453125), (1, 6572.060546875)]","[(0, 9346.0732421875), (1, 8120.3740234375)]","[(0, 952.32080078125), (1, 945.4989013671875)]","[(5, 44.30701497395833), (4, 49.48407745361328), (3, 59.07247314453125), (2, 60.85589599609375), (1, 66.4195556640625), (0, 83.49857584635417)]","[(0, 4442.58447265625), (1, 5431.330078125)]","[(4, 64.46614074707031), (5, 90.01307896205357), (2, 96.16518930288461), (1, 97.46920572916666), (3, 127.26819719587054), (0, 145.02490234375)]","[(0, 3308.27197265625), (1, 3542.177001953125)]","[(1, 52.72465133666992), (2, 58.83798828125), (5, 68.26697649274554), (4, 70.68167317708334), (0, 114.38597760881696), (3, 140.13218336838943)]","[(0, 1766.644287109375), (1, 1495.2347412109375)]"
9,"[(0, 1317.2366943359375), (1, 1636.1912841796875)]","[(0, 786.4500122070312), (1, 934.6541748046875)]","[(0, 5247.9248046875), (1, 5894.0791015625)]","[(0, 21488.990234375), (1, 20016.021484375)]","[(0, 4168.083984375), (1, 2653.336181640625)]","[(0, 3817.0146484375), (1, 3416.587158203125)]","[(0, 11652.1728515625), (1, 13406.197265625)]","[(0, 1729.4368896484375), (1, 1558.9072265625)]","[(2, 81.54261125837054), (1, 85.2559814453125), (5, 90.33223783052884), (4, 94.74754987444196), (0, 165.2508263221154), (3, 228.9196573893229)]","[(0, 2045.8936767578125), (1, 2210.391357421875)]","[(3, 72.97502585018383), (4, 77.03866238064236), (0, 116.32634735107422), (5, 125.97625732421875), (1, 134.5656020220588), (2, 177.85732421875)]","[(0, 3477.354248046875), (1, 3112.04248046875)]","[(1, 87.96940394810268), (2, 110.03375713641827), (4, 128.79931640625), (5, 174.50335693359375), (0, 224.7401123046875), (3, 357.7801624644886)]","[(0, 3662.15771484375), (1, 3362.5947265625)]"
10,"[(0, 1083.8760986328125), (1, 1351.7271728515625)]","[(0, 398.9228820800781), (1, 372.7633361816406)]","[(0, 19185.38671875), (1, 22786.990234375)]","[(0, 6202.8037109375), (1, 5771.55615234375)]","[(0, 2975.115966796875), (1, 1903.8787841796875)]","[(0, 2111.81298828125), (1, 2353.743896484375)]","[(0, 26019.615234375), (1, 28993.00390625)]","[(0, 4854.9814453125), (1, 2436.021728515625)]","[(4, 90.72150065104167), (3, 109.24809919084821), (5, 162.95500300480768), (1, 199.20949143629807), (0, 262.55784098307294), (2, 397.39834872159093)]","[(0, 2977.2958984375), (1, 3287.483154296875)]","[(2, 15.616286333869486), (5, 23.822816736557904), (4, 24.57127621299342), (1, 25.427013196443255), (0, 27.00395471909467), (3, 42.31836296530331)]","[(0, 2907.2509765625), (1, 1964.2769775390625)]","[(1, 40.915315326891445), (3, 50.4892822265625), (2, 50.906778971354164), (0, 51.11038028492647), (5, 53.81028366088867), (4, 64.8397216796875)]","[(0, 10919.90625), (1, 8100.74267578125)]"
11,"[(0, 1019.3436889648438), (1, 1230.79443359375)]","[(0, 380.04132080078125), (1, 384.08935546875)]","[(0, 3175.395751953125), (1, 2330.639892578125)]","[(0, 4165.5126953125), (1, 3580.4775390625)]","[(0, 4135.54541015625), (1, 2447.43408203125)]","[(0, 12337.37109375), (1, 13530.1552734375)]","[(0, 17128.205078125), (1, 22085.953125)]","[(0, 1838.8624267578125), (1, 1520.78369140625)]","[(2, 114.86520620492789), (1, 117.14844621930804), (4, 251.3294396033654), (5, 263.2061360677083), (0, 269.14817301432294), (3, 689.0206853693181)]","[(0, 2718.317138671875), (1, 1795.847412109375)]","[(2, 147.989599609375), (1, 212.88499450683594), (4, 276.9949951171875), (0, 277.86014229910717), (5, 301.42337740384613), (3, 700.037353515625)]","[(0, 3146.30419921875), (1, 2155.16064453125)]","[(4, 180.30181415264423), (5, 197.569580078125), (1, 216.9447303185096), (2, 247.5146687825521), (3, 258.30710856119794), (0, 316.0423177083333)]","[(0, 14262.427734375), (1, 10413.181640625)]"
