,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 378.20135498046875), (1, 415.3263854980469)]","[(0, 287.3795471191406), (1, 372.22161865234375)]","[(0, 1972.1756591796875), (1, 2134.921875)]","[(0, 1038.0941162109375), (1, 963.280029296875)]","[(0, 3877.94091796875), (1, 1854.6038818359375)]","[(0, 3447.579833984375), (1, 3551.01513671875)]","[(0, 3418.529541015625), (1, 4092.271484375)]","[(0, 406.81732177734375), (1, 261.2267150878906)]","[(4, 21.679174086626837), (3, 25.320724487304688), (5, 29.656050618489584), (1, 33.876153564453126), (0, 43.765821184430806), (2, 66.63988788311298)]","[(0, 1858.109130859375), (1, 2392.100830078125)]","[(3, 19.134556361607142), (4, 20.248612467447916), (5, 31.28173358623798), (0, 32.41646067301432), (1, 47.55589411808894), (2, 48.68432062322443)]","[(0, 1247.7152099609375), (1, 1017.6676025390625)]","[(5, 199.007421875), (4, 237.92054332386363), (2, 245.1701904296875), (3, 266.350390625), (1, 299.1309925426136), (0, 345.486669921875)]","[(0, 3397.277587890625), (1, 3017.212890625)]"
1,"[(0, 599.0612182617188), (1, 588.5751953125)]","[(0, 438.7680969238281), (1, 600.5100708007812)]","[(0, 523.7589721679688), (1, 534.8976440429688)]","[(0, 1904.9041748046875), (1, 1490.7568359375)]","[(0, 2867.002685546875), (1, 1628.7496337890625)]","[(0, 3307.7958984375), (1, 3094.487060546875)]","[(0, 2551.14697265625), (1, 3293.904052734375)]","[(0, 556.1113891601562), (1, 313.0202331542969)]","[(5, 56.605474853515624), (4, 59.02018599076705), (2, 71.10764770507812), (3, 74.17180786132812), (1, 74.39673961292614), (0, 101.57012329101562)]","[(0, 1317.827880859375), (1, 858.743896484375)]","[(4, 259.7395833333333), (3, 287.56147904829544), (5, 310.5108531605114), (0, 312.22509765625), (1, 336.475341796875), (2, 345.27488014914775)]","[(0, 816.1458740234375), (1, 729.9166259765625)]","[(5, 61.24544416155134), (4, 62.864742279052734), (1, 65.97837611607143), (3, 68.79638671875), (0, 94.10779747596153), (2, 112.46107991536458)]","[(0, 644.9799194335938), (1, 650.1061401367188)]"
2,"[(0, 669.2883911132812), (1, 721.7799682617188)]","[(0, 433.9347229003906), (1, 506.50238037109375)]","[(0, 949.056884765625), (1, 947.6907348632812)]","[(0, 1244.3367919921875), (1, 1253.094482421875)]","[(0, 1413.665283203125), (1, 1544.546142578125)]","[(0, 4354.47265625), (1, 4444.2373046875)]","[(0, 771.5462036132812), (1, 684.5543823242188)]","[(0, 262.0003967285156), (1, 270.9039306640625)]","[(1, 29.681146240234376), (2, 33.567478724888396), (0, 67.81453294020433), (5, 77.17312622070312), (4, 83.77591646634616), (3, 150.85532448508522)]","[(0, 941.5599365234375), (1, 631.7573852539062)]","[(4, 75.74278913225446), (1, 79.31149291992188), (3, 80.7200176532452), (0, 103.25290749289773), (5, 104.1107177734375), (2, 118.85401611328125)]","[(0, 2725.543701171875), (1, 2860.064697265625)]","[(1, 98.39844859730114), (4, 98.88080388849431), (2, 102.36675415039062), (5, 105.17742919921875), (0, 119.65118408203125), (3, 122.55330810546874)]","[(0, 1086.2742919921875), (1, 1007.4746704101562)]"
3,"[(0, 860.72314453125), (1, 864.914306640625)]","[(0, 382.9371032714844), (1, 422.3782958984375)]","[(0, 7205.28662109375), (1, 6165.0537109375)]","[(0, 2545.738037109375), (1, 2402.315185546875)]","[(0, 1444.83056640625), (1, 1601.36181640625)]","[(0, 2206.391845703125), (1, 2225.861083984375)]","[(0, 2019.2900390625), (1, 2341.798828125)]","[(0, 2122.05859375), (1, 1058.6353759765625)]","[(4, 71.3036055131392), (1, 73.4183349609375), (5, 78.21860961914062), (2, 80.39752807617188), (3, 92.767431640625), (0, 98.34365844726562)]","[(0, 676.734619140625), (1, 666.6149291992188)]","[(0, 184.05546061197916), (1, 188.18768780048077), (4, 194.2847618689904), (2, 199.1854248046875), (3, 204.0801798502604), (5, 227.35957845052084)]","[(0, 1584.8092041015625), (1, 535.7609252929688)]","[(2, 108.14517822265626), (1, 125.41370738636364), (5, 126.92066650390625), (4, 144.1023615056818), (0, 156.05552978515624), (3, 180.10948486328124)]","[(0, 2359.374755859375), (1, 1951.5147705078125)]"
4,"[(0, 641.4222412109375), (1, 837.9607543945312)]","[(0, 272.6401672363281), (1, 234.59092712402344)]","[(0, 7723.673828125), (1, 4298.19140625)]","[(0, 2573.57861328125), (1, 3018.263427734375)]","[(0, 3683.41845703125), (1, 2126.013671875)]","[(0, 2980.27587890625), (1, 2628.555908203125)]","[(0, 1472.8995361328125), (1, 1303.3818359375)]","[(0, 874.7892456054688), (1, 688.8267822265625)]","[(4, 29.140191214425222), (3, 35.697034200032554), (1, 45.8560302734375), (5, 48.91675821940104), (0, 49.40663499098558), (2, 99.46771709735577)]","[(0, 1449.2271728515625), (1, 1556.5458984375)]","[(5, 63.15696716308594), (4, 63.64428241436298), (2, 65.98415433443509), (1, 75.79601178850446), (0, 112.59817504882812), (3, 141.52685546875)]","[(0, 253.52232360839844), (1, 240.06068420410156)]","[(4, 23.138229370117188), (1, 25.70663070678711), (3, 37.589224679129465), (5, 37.961600167410715), (2, 43.44466291155134), (0, 43.49739728655134)]","[(0, 2397.7626953125), (1, 2101.40625)]"
5,"[(0, 638.0416870117188), (1, 767.6664428710938)]","[(0, 149.1080322265625), (1, 128.42723083496094)]","[(0, 1942.4305419921875), (1, 1995.8568115234375)]","[(0, 1607.8363037109375), (1, 1661.5906982421875)]","[(0, 3522.0234375), (1, 2149.548583984375)]","[(0, 4109.5849609375), (1, 4667.1025390625)]","[(0, 1734.0296630859375), (1, 1978.4005126953125)]","[(0, 866.0863647460938), (1, 646.3681640625)]","[(2, 33.78636169433594), (1, 36.94079312411222), (5, 37.724603271484376), (4, 39.81678355823863), (0, 44.78568115234375), (3, 47.62271728515625)]","[(0, 1152.3472900390625), (1, 971.9222412109375)]","[(2, 32.20071880634014), (4, 38.87869027944711), (5, 40.14788564046224), (1, 50.392508370535715), (3, 60.69340376420455), (0, 64.79666646321614)]","[(0, 487.6437683105469), (1, 654.8970336914062)]","[(1, 134.29287719726562), (4, 149.22362263997397), (2, 157.40029074928978), (5, 177.46696333451703), (0, 201.95771928267047), (3, 226.84108664772728)]","[(0, 764.2216186523438), (1, 688.3457641601562)]"
6,"[(0, 474.06390380859375), (1, 505.2863464355469)]","[(0, 322.0179138183594), (1, 438.0550231933594)]","[(0, 2224.252685546875), (1, 2026.568115234375)]","[(0, 1085.0546875), (1, 1229.052001953125)]","[(0, 1791.1754150390625), (1, 1551.392333984375)]","[(0, 2971.844970703125), (1, 2568.636474609375)]","[(0, 4648.93359375), (1, 5614.4482421875)]","[(0, 545.3502807617188), (1, 544.2293701171875)]","[(2, 106.94209428267045), (1, 113.02576700846355), (5, 114.63068181818181), (4, 115.8336690266927), (0, 131.01957563920453), (3, 134.97788307883522)]","[(0, 796.6858520507812), (1, 589.8431396484375)]","[(4, 41.202976771763396), (3, 53.07875413161058), (1, 56.258941650390625), (0, 69.8303056196733), (5, 71.2618916829427), (2, 104.13876953125)]","[(0, 1394.9853515625), (1, 971.9690551757812)]","[(1, 36.85082194010417), (3, 43.054325358072916), (0, 49.57979038783482), (2, 52.69135929987981), (5, 52.80155290876116), (4, 63.75553894042969)]","[(0, 3162.316650390625), (1, 2808.05419921875)]"
7,"[(0, 531.4002685546875), (1, 601.8643188476562)]","[(0, 502.2952880859375), (1, 736.9464721679688)]","[(0, 969.6035766601562), (1, 1093.544921875)]","[(0, 4839.26904296875), (1, 4096.8046875)]","[(0, 1792.65869140625), (1, 1333.0823974609375)]","[(0, 2042.9964599609375), (1, 2262.7607421875)]","[(0, 3374.216796875), (1, 4042.886474609375)]","[(0, 909.1083374023438), (1, 1018.579833984375)]","[(4, 55.640145438058035), (2, 60.10108235677083), (5, 64.51088773287259), (1, 71.54646301269531), (0, 75.50961739676339), (3, 104.82944742838542)]","[(0, 479.6852111816406), (1, 519.53662109375)]","[(1, 129.9861505681818), (2, 149.2818359375), (4, 170.61784224076703), (0, 187.39786376953126), (5, 199.56513671875), (3, 252.325830078125)]","[(0, 582.659423828125), (1, 770.4468994140625)]","[(2, 40.90408559945914), (1, 42.60256086077009), (5, 42.7725595327524), (4, 44.800306047712056), (0, 49.64406174879808), (3, 49.99846003605769)]","[(0, 2287.0634765625), (1, 2142.734375)]"
8,"[(0, 880.7212524414062), (1, 1089.2718505859375)]","[(0, 434.26177978515625), (1, 544.090576171875)]","[(0, 4787.29833984375), (1, 4289.98095703125)]","[(0, 2313.2470703125), (1, 2938.73095703125)]","[(0, 3038.210205078125), (1, 1676.0469970703125)]","[(0, 2623.97119140625), (1, 2408.025634765625)]","[(0, 1536.926025390625), (1, 1531.882080078125)]","[(0, 313.7571105957031), (1, 406.62103271484375)]","[(5, 22.513836669921876), (2, 26.14736124674479), (4, 28.342008590698242), (3, 29.286572265625), (1, 33.34498977661133), (0, 35.84414469401042)]","[(0, 1461.0394287109375), (1, 1876.039306640625)]","[(4, 25.86248016357422), (5, 31.49755641392299), (1, 37.03462320963542), (3, 39.05408150809152), (2, 42.03879018930289), (0, 49.56014310396635)]","[(0, 1173.2215576171875), (1, 1107.0723876953125)]","[(2, 21.09178263346354), (5, 23.415091378348215), (4, 23.925535074869792), (1, 25.082666397094727), (0, 37.29524448939732), (3, 49.36619685246394)]","[(0, 352.45098876953125), (1, 338.8645935058594)]"
9,"[(0, 686.4315795898438), (1, 777.2059936523438)]","[(0, 323.3533630371094), (1, 337.1825256347656)]","[(0, 1243.9869384765625), (1, 1247.483154296875)]","[(0, 4354.078125), (1, 3907.38720703125)]","[(0, 913.7141723632812), (1, 712.9509887695312)]","[(0, 1071.8065185546875), (1, 1012.2221069335938)]","[(0, 2258.297119140625), (1, 2497.2744140625)]","[(0, 621.0154418945312), (1, 536.5115356445312)]","[(2, 33.883204868861604), (1, 35.35032552083333), (5, 48.1473153921274), (4, 51.850027901785715), (0, 69.35107891376202), (3, 113.9253438313802)]","[(0, 563.8936157226562), (1, 814.15234375)]","[(3, 30.289048138786764), (4, 33.107198079427086), (0, 39.38836669921875), (5, 47.157081604003906), (1, 53.652943330652576), (2, 73.4816162109375)]","[(0, 1212.630615234375), (1, 771.1507568359375)]","[(1, 27.913807460239955), (2, 34.24667593149039), (4, 42.53494027944711), (5, 47.1326904296875), (0, 73.89595540364583), (3, 124.52836470170455)]","[(0, 1067.1983642578125), (1, 1082.6024169921875)]"
