,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 1360.984130859375), (1, 1600.87841796875)]","[(0, 1689.8499755859375), (1, 1843.364501953125)]","[(0, 2418.5849609375), (1, 2450.318359375)]","[(0, 2025.9757080078125), (1, 1998.835205078125)]","[(0, 3506.335693359375), (1, 2542.98779296875)]","[(0, 4191.41455078125), (1, 4224.94091796875)]","[(0, 7098.81689453125), (1, 7389.8779296875)]","[(0, 1503.296142578125), (1, 1331.7811279296875)]","[(4, 85.38314998851104), (3, 101.07673645019531), (1, 105.573974609375), (5, 112.575146484375), (0, 134.75558035714286), (2, 169.59698016826923)]","[(0, 2803.1083984375), (1, 2439.157470703125)]","[(4, 80.16864420572917), (1, 85.94891826923077), (0, 97.82516479492188), (3, 98.25168282645089), (5, 99.58974045973558), (2, 104.91932262073864)]","[(0, 2042.7587890625), (1, 1760.61376953125)]","[(3, 210.7412841796875), (4, 211.17966530539772), (0, 232.77978515625), (1, 233.1112393465909), (5, 237.55234375), (2, 260.3806884765625)]","[(0, 3416.828125), (1, 3273.8203125)]"
1,"[(0, 2984.251953125), (1, 3772.87939453125)]","[(0, 2020.789794921875), (1, 2267.90673828125)]","[(0, 1458.513427734375), (1, 1467.864013671875)]","[(0, 3476.70751953125), (1, 3430.708251953125)]","[(0, 3840.38671875), (1, 2460.598388671875)]","[(0, 4925.1103515625), (1, 4802.19140625)]","[(0, 5192.55078125), (1, 5625.47802734375)]","[(0, 1314.2711181640625), (1, 915.5009155273438)]","[(4, 119.7193936434659), (1, 135.61618874289772), (3, 137.8024169921875), (5, 152.343798828125), (0, 160.21851806640626), (2, 177.08934326171874)]","[(0, 1678.1439208984375), (1, 1260.9200439453125)]","[(4, 212.758056640625), (3, 251.5538662997159), (1, 264.71730550130206), (5, 275.54086026278407), (0, 302.8253728693182), (2, 330.71872780539775)]","[(0, 1926.0255126953125), (1, 2381.47998046875)]","[(5, 190.99544852120536), (4, 201.06687927246094), (3, 208.78846028645833), (2, 254.4880167643229), (1, 257.39878627232144), (0, 260.09756234975964)]","[(0, 1655.884033203125), (1, 1970.81640625)]"
2,"[(0, 2271.529052734375), (1, 2820.59619140625)]","[(0, 1912.891357421875), (1, 1976.01904296875)]","[(0, 1474.899658203125), (1, 1513.4423828125)]","[(0, 3402.316162109375), (1, 3356.247802734375)]","[(0, 1861.826171875), (1, 1639.0672607421875)]","[(0, 7363.56005859375), (1, 7134.931640625)]","[(0, 1759.005126953125), (1, 1777.773681640625)]","[(0, 1042.0120849609375), (1, 977.6310424804688)]","[(1, 110.38527018229166), (2, 120.770751953125), (0, 188.4480919471154), (4, 200.93980994591345), (5, 220.76116943359375), (3, 267.34199662642044)]","[(0, 2681.8798828125), (1, 1882.7301025390625)]","[(5, 198.8443806966146), (4, 200.888671875), (3, 211.20226111778845), (2, 243.077685546875), (0, 270.44045188210225), (1, 288.9422607421875)]","[(0, 4107.87255859375), (1, 4897.17236328125)]","[(1, 134.8905029296875), (0, 148.62435302734374), (2, 152.46944580078124), (4, 156.7206365411932), (3, 176.1301513671875), (5, 181.314404296875)]","[(0, 2094.484619140625), (1, 2423.48095703125)]"
3,"[(0, 3656.618896484375), (1, 4508.8623046875)]","[(0, 1980.98046875), (1, 2008.607421875)]","[(0, 5990.75830078125), (1, 6342.115234375)]","[(0, 4014.466796875), (1, 4007.864501953125)]","[(0, 1813.578125), (1, 1602.4219970703125)]","[(0, 4833.388671875), (1, 4755.5732421875)]","[(0, 4563.60888671875), (1, 4607.576171875)]","[(0, 2473.228271484375), (1, 2353.907958984375)]","[(4, 150.02306019176137), (1, 155.38221324573863), (5, 176.61995849609374), (3, 177.1807373046875), (2, 182.12528076171876), (0, 185.2541748046875)]","[(0, 2018.5516357421875), (1, 1761.8953857421875)]","[(1, 203.45166015625), (2, 213.3850301106771), (0, 243.5235392252604), (5, 272.60976155598956), (4, 276.06929837740387), (3, 309.58681233723956)]","[(0, 2051.571533203125), (1, 1879.0736083984375)]","[(1, 208.7654696377841), (0, 224.432958984375), (2, 227.240673828125), (4, 247.688232421875), (3, 269.0031982421875), (5, 272.722216796875)]","[(0, 3031.05908203125), (1, 2898.423828125)]"
4,"[(0, 1996.1329345703125), (1, 2574.43896484375)]","[(0, 1030.41015625), (1, 957.0853271484375)]","[(0, 5618.71728515625), (1, 5256.8408203125)]","[(0, 3716.34619140625), (1, 3853.601806640625)]","[(0, 4587.57373046875), (1, 2947.66796875)]","[(0, 3635.893798828125), (1, 3666.718017578125)]","[(0, 3897.26806640625), (1, 3922.14892578125)]","[(0, 1427.7315673828125), (1, 1716.5830078125)]","[(0, 93.19707782451923), (1, 112.9353759765625), (3, 114.9660135904948), (4, 123.760498046875), (5, 174.8642781575521), (2, 179.55256535456732)]","[(0, 1992.927734375), (1, 2812.783447265625)]","[(4, 139.42466383713943), (1, 145.44077845982142), (5, 151.88436889648438), (2, 165.54942908653845), (0, 205.66373697916666), (3, 221.08351828835228)]","[(0, 872.3665161132812), (1, 886.0117797851562)]","[(4, 137.9307403564453), (1, 140.0916748046875), (3, 177.21491350446428), (0, 184.68033272879464), (5, 194.0115966796875), (2, 199.24067034040178)]","[(0, 2565.62646484375), (1, 2514.962646484375)]"
5,"[(0, 1915.8343505859375), (1, 2475.161865234375)]","[(0, 657.1508178710938), (1, 615.7047729492188)]","[(0, 3077.787353515625), (1, 3038.001708984375)]","[(0, 2770.879150390625), (1, 2953.723388671875)]","[(0, 5200.990234375), (1, 3360.2158203125)]","[(0, 3947.482421875), (1, 4032.724365234375)]","[(0, 5090.37451171875), (1, 5182.685546875)]","[(0, 1957.6446533203125), (1, 2012.0421142578125)]","[(4, 102.0893887606534), (5, 110.86361083984374), (3, 112.41234130859375), (1, 121.25780140269886), (2, 131.78392333984374), (0, 133.84051513671875)]","[(0, 2166.506103515625), (1, 3180.72412109375)]","[(4, 89.7673809344952), (5, 95.5674336751302), (2, 115.11407940204327), (1, 116.35828508649554), (3, 137.64848188920453), (0, 151.10671997070312)]","[(0, 1176.3990478515625), (1, 1351.2044677734375)]","[(1, 262.1787516276042), (2, 300.7913263494318), (0, 301.6695001775568), (4, 303.2475992838542), (5, 351.4920099431818), (3, 352.58984375)]","[(0, 1647.746826171875), (1, 1929.1588134765625)]"
6,"[(0, 2017.1064453125), (1, 2476.40771484375)]","[(0, 1880.505859375), (1, 2192.040771484375)]","[(0, 2209.9677734375), (1, 1970.8463134765625)]","[(0, 2873.0693359375), (1, 2727.458984375)]","[(0, 2535.157958984375), (1, 2393.87744140625)]","[(0, 2848.419921875), (1, 2780.56884765625)]","[(0, 8907.2236328125), (1, 9858.0341796875)]","[(0, 1389.174560546875), (1, 1476.38427734375)]","[(1, 195.61993408203125), (2, 207.14841530539772), (0, 219.6432439630682), (4, 222.54960123697916), (5, 230.79993785511363), (3, 252.1841486150568)]","[(0, 2691.614013671875), (1, 2180.892578125)]","[(4, 149.36638532366072), (3, 162.65084134615384), (5, 177.30623372395834), (1, 186.69584147135416), (2, 203.83966064453125), (0, 205.3897150213068)]","[(0, 2460.52197265625), (1, 2556.59033203125)]","[(3, 153.00504557291666), (5, 168.99148995535714), (1, 188.89611002604167), (4, 189.2303009033203), (2, 201.50908954326923), (0, 202.72954450334822)]","[(0, 2938.390380859375), (1, 2843.668701171875)]"
7,"[(0, 1961.8975830078125), (1, 2570.498779296875)]","[(0, 2335.381103515625), (1, 2800.901123046875)]","[(0, 1780.46630859375), (1, 2006.3675537109375)]","[(0, 6184.61083984375), (1, 6030.38427734375)]","[(0, 2390.168212890625), (1, 2183.579345703125)]","[(0, 2937.037353515625), (1, 2974.42529296875)]","[(0, 8090.89892578125), (1, 8846.5419921875)]","[(0, 2883.71044921875), (1, 2546.8818359375)]","[(0, 135.45336042131697), (4, 139.66016496930803), (3, 140.32359822591147), (1, 145.20562744140625), (2, 147.79290364583332), (5, 153.48610276442307)]","[(0, 1396.177978515625), (1, 1837.6090087890625)]","[(1, 172.47682883522728), (2, 195.38267822265624), (4, 196.92973188920453), (5, 229.0601806640625), (0, 237.067578125), (3, 275.3211181640625)]","[(0, 2005.89599609375), (1, 1921.2657470703125)]","[(2, 80.267333984375), (0, 82.6807861328125), (5, 85.09787222055289), (1, 85.21064976283482), (3, 86.92251352163461), (4, 90.47278703962054)]","[(0, 2665.949951171875), (1, 2617.826171875)]"
8,"[(0, 2783.1689453125), (1, 3640.571533203125)]","[(0, 2020.5921630859375), (1, 2198.39697265625)]","[(0, 4566.79150390625), (1, 4445.419921875)]","[(0, 4168.9306640625), (1, 4083.682861328125)]","[(0, 4312.0234375), (1, 2649.571044921875)]","[(0, 3865.66357421875), (1, 3807.529296875)]","[(0, 3785.84423828125), (1, 3818.591064453125)]","[(0, 1222.261962890625), (1, 1445.0206298828125)]","[(3, 58.49298909505208), (4, 60.44456100463867), (5, 60.872782389322914), (0, 86.689453125), (1, 89.68611145019531), (2, 90.67890625)]","[(0, 2670.220703125), (1, 3770.10986328125)]","[(4, 99.71298217773438), (1, 105.1511474609375), (5, 109.73662458147321), (2, 117.18451397235577), (3, 148.83792550223214), (0, 156.9774169921875)]","[(0, 1986.1068115234375), (1, 2919.637451171875)]","[(4, 67.44949544270834), (1, 72.73677062988281), (5, 75.30793108258929), (2, 77.78318684895834), (3, 96.8406512920673), (0, 98.242919921875)]","[(0, 947.9447631835938), (1, 1125.63818359375)]"
9,"[(0, 2615.2548828125), (1, 3423.299072265625)]","[(0, 1479.6700439453125), (1, 1584.2501220703125)]","[(0, 2618.335693359375), (1, 2679.033447265625)]","[(0, 6278.23095703125), (1, 6216.07373046875)]","[(0, 1285.13671875), (1, 1140.5693359375)]","[(0, 2902.94287109375), (1, 2949.255126953125)]","[(0, 4930.9755859375), (1, 4964.4150390625)]","[(0, 1817.337646484375), (1, 1818.7247314453125)]","[(4, 83.58511788504464), (5, 85.36029522235577), (1, 91.07323404947917), (2, 96.09845842633929), (0, 121.49783090444711), (3, 129.82192993164062)]","[(0, 1237.0069580078125), (1, 1712.521484375)]","[(4, 88.51280381944444), (3, 105.62871237362133), (0, 124.8910903930664), (5, 127.85811614990234), (1, 131.7467830882353), (2, 147.00738932291668)]","[(0, 5390.296875), (1, 2528.455322265625)]","[(1, 109.48178536551339), (2, 123.75274188701923), (4, 133.24285419170673), (5, 150.71072387695312), (0, 171.61690266927084), (3, 207.28852982954547)]","[(0, 2014.0673828125), (1, 2359.182373046875)]"
