,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.194
island-adjunct,0.682
island-complex-np,0.352
island-wh,0.828
principle_a_command,0.488
principle_a_locality,0.284
question-formation_or,0.682
question-formation_or_strict,0.134
question-formation_rr,0.664
question-formation_rr_strict,0.096
question-formation_sr,0.63
question-formation_sr_strict,0.058
wanna,0.182
