,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 11161.607421875), (1, 10763.0009765625)]","[(0, 17468.91015625), (1, 15881.568359375)]","[(0, 10712.619140625), (1, 10340.6728515625)]","[(0, 10320.5654296875), (1, 9918.7373046875)]","[(0, 9888.494140625), (1, 7578.73583984375)]","[(0, 9644.994140625), (1, 10214.59765625)]","[(0, 18844.044921875), (1, 16401.869140625)]","[(0, 12189.265625), (1, 10336.3642578125)]","[(0, 10355.751953125), (1, 8859.2822265625)]","[(0, 8091.6396484375), (1, 9664.458984375)]","[(0, 9654.638671875), (1, 9823.1416015625)]"
1,"[(0, 17845.3515625), (1, 17694.138671875)]","[(0, 16161.9560546875), (1, 14784.4296875)]","[(0, 8555.1357421875), (1, 8560.9130859375)]","[(0, 9743.5380859375), (1, 9420.4453125)]","[(0, 9870.9599609375), (1, 7461.33837890625)]","[(0, 10376.255859375), (1, 10796.1240234375)]","[(0, 17166.37109375), (1, 15002.2197265625)]","[(0, 6748.48193359375), (1, 9028.6318359375)]","[(0, 6491.9140625), (1, 7594.6171875)]","[(0, 9398.541015625), (1, 10220.794921875)]","[(0, 9591.837890625), (1, 8949.2255859375)]"
2,"[(0, 12599.794921875), (1, 13907.3876953125)]","[(0, 16169.216796875), (1, 16044.2744140625)]","[(0, 10175.3564453125), (1, 10433.37109375)]","[(0, 11276.8076171875), (1, 12061.1650390625)]","[(0, 8969.6298828125), (1, 9360.36328125)]","[(0, 12576.697265625), (1, 12864.4140625)]","[(0, 5198.51611328125), (1, 4833.44384765625)]","[(0, 8746.4033203125), (1, 11909.53515625)]","[(0, 6538.501953125), (1, 8636.083984375)]","[(0, 12996.3466796875), (1, 10884.47265625)]","[(0, 7791.01025390625), (1, 8222.349609375)]"
3,"[(0, 14622.4169921875), (1, 14385.6162109375)]","[(0, 12857.1044921875), (1, 12275.0283203125)]","[(0, 12380.86328125), (1, 12776.4814453125)]","[(0, 12996.30859375), (1, 13685.5205078125)]","[(0, 8657.9287109375), (1, 9691.9453125)]","[(0, 11959.615234375), (1, 12463.6962890625)]","[(0, 7856.115234375), (1, 8231.4580078125)]","[(0, 8973.7451171875), (1, 6927.92138671875)]","[(0, 6660.61767578125), (1, 8942.0263671875)]","[(0, 8469.546875), (1, 7890.490234375)]","[(0, 12817.5966796875), (1, 13053.822265625)]"
4,"[(0, 14753.962890625), (1, 14036.9716796875)]","[(0, 6832.81201171875), (1, 5934.46337890625)]","[(0, 13312.9609375), (1, 15142.365234375)]","[(0, 10727.115234375), (1, 10442.7177734375)]","[(0, 13144.2275390625), (1, 10381.9169921875)]","[(0, 8464.435546875), (1, 8416.87890625)]","[(0, 6745.20068359375), (1, 6859.810546875)]","[(0, 12911.4150390625), (1, 6758.65869140625)]","[(0, 6149.24658203125), (1, 8189.7392578125)]","[(0, 5564.71337890625), (1, 8320.271484375)]","[(0, 12130.2265625), (1, 12081.6337890625)]"
5,"[(0, 11629.1142578125), (1, 11283.6171875)]","[(0, 8459.005859375), (1, 8108.37890625)]","[(0, 8701.759765625), (1, 9164.5087890625)]","[(0, 10846.84765625), (1, 9559.328125)]","[(0, 14879.9794921875), (1, 11637.6015625)]","[(0, 8814.91015625), (1, 10308.033203125)]","[(0, 14613.35546875), (1, 14989.5634765625)]","[(0, 13824.6474609375), (1, 9425.990234375)]","[(0, 7959.11279296875), (1, 6762.85546875)]","[(0, 11465.265625), (1, 9311.271484375)]","[(0, 7825.75634765625), (1, 7780.68115234375)]"
6,"[(0, 12424.0947265625), (1, 12311.1845703125)]","[(0, 10715.6025390625), (1, 11372.8095703125)]","[(0, 8833.962890625), (1, 8655.4931640625)]","[(0, 12356.1865234375), (1, 12939.28515625)]","[(0, 10830.3203125), (1, 10732.1494140625)]","[(0, 11461.72265625), (1, 10617.48046875)]","[(0, 13487.6806640625), (1, 11896.7646484375)]","[(0, 7234.0322265625), (1, 6371.8583984375)]","[(0, 10250.9873046875), (1, 11231.107421875)]","[(0, 9338.9462890625), (1, 8693.53125)]","[(0, 13280.04296875), (1, 12901.482421875)]"
7,"[(0, 8992.892578125), (1, 8443.6357421875)]","[(0, 10885.740234375), (1, 11657.5400390625)]","[(0, 8132.6337890625), (1, 8371.5771484375)]","[(0, 13512.3095703125), (1, 14523.576171875)]","[(0, 11580.0986328125), (1, 11546.15625)]","[(0, 7431.34912109375), (1, 7468.07275390625)]","[(0, 16294.0908203125), (1, 14279.3583984375)]","[(0, 6830.6884765625), (1, 9365.66796875)]","[(0, 8968.53515625), (1, 7714.72265625)]","[(0, 10479.6416015625), (1, 9531.8544921875)]","[(0, 10500.029296875), (1, 10858.376953125)]"
8,"[(0, 12368.4599609375), (1, 12072.0634765625)]","[(0, 10889.2802734375), (1, 10746.9189453125)]","[(0, 15916.2294921875), (1, 14178.9404296875)]","[(0, 13049.9873046875), (1, 13042.3984375)]","[(0, 13123.423828125), (1, 11852.1923828125)]","[(0, 7761.294921875), (1, 7763.6044921875)]","[(0, 9790.203125), (1, 10021.3388671875)]","[(0, 9214.8935546875), (1, 6944.14794921875)]","[(0, 11830.6787109375), (1, 9731.06640625)]","[(0, 7670.375), (1, 5665.302734375)]","[(0, 7437.08447265625), (1, 7285.82080078125)]"
9,"[(0, 13747.14453125), (1, 13203.9560546875)]","[(0, 9320.083984375), (1, 9268.072265625)]","[(0, 12624.9814453125), (1, 12259.2822265625)]","[(0, 12649.591796875), (1, 12572.7998046875)]","[(0, 11116.353515625), (1, 10808.6611328125)]","[(0, 7404.1064453125), (1, 7263.4052734375)]","[(0, 7458.9189453125), (1, 7332.3974609375)]","[(0, 9762.326171875), (1, 9230.14453125)]","[(0, 5185.345703125), (1, 6297.49755859375)]","[(0, 11500.1982421875), (1, 12745.935546875)]","[(0, 9347.197265625), (1, 8696.5078125)]"
