,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 1677.5518798828125), (1, 1990.8677978515625)]","[(0, 1447.3687744140625), (1, 1835.0390625)]","[(0, 3260.071044921875), (1, 3031.223876953125)]","[(0, 1723.5546875), (1, 1856.8123779296875)]","[(0, 3920.74267578125), (1, 2854.79296875)]","[(0, 4673.41357421875), (1, 4780.185546875)]","[(0, 6992.84033203125), (1, 7663.421875)]","[(0, 1480.4696044921875), (1, 1120.7364501953125)]","[(4, 85.36027257582721), (1, 95.99854329427083), (3, 101.46087646484375), (5, 115.206103515625), (0, 143.57776750837053), (2, 164.54591721754807)]","[(0, 3653.69775390625), (1, 4093.766357421875)]","[(4, 57.529378255208336), (0, 79.56054178873698), (3, 80.70940290178571), (5, 88.8943340594952), (1, 93.53494027944711), (2, 112.35570179332386)]","[(0, 3396.28662109375), (1, 2376.5)]","[(4, 290.83547141335225), (1, 368.70700905539775), (5, 377.189013671875), (3, 413.60419921875), (2, 483.360498046875), (0, 552.38369140625)]","[(0, 6768.19140625), (1, 7300.07861328125)]"
1,"[(0, 3045.035888671875), (1, 3687.333740234375)]","[(0, 1673.4078369140625), (1, 2168.902099609375)]","[(0, 1045.369873046875), (1, 1131.6873779296875)]","[(0, 2684.100830078125), (1, 2755.271728515625)]","[(0, 3579.09814453125), (1, 2056.646240234375)]","[(0, 7310.52880859375), (1, 7029.10595703125)]","[(0, 4742.61572265625), (1, 5482.19873046875)]","[(0, 1393.9713134765625), (1, 869.6300659179688)]","[(4, 130.67678000710228), (1, 133.6070223721591), (3, 176.345947265625), (5, 183.53856201171874), (0, 184.1481689453125), (2, 190.1084716796875)]","[(0, 1645.1702880859375), (1, 1655.439453125)]","[(4, 290.42413330078125), (3, 338.98568448153407), (5, 410.27987393465907), (1, 427.9715983072917), (0, 455.48086825284093), (2, 556.0634321732955)]","[(0, 1759.573974609375), (1, 2065.787841796875)]","[(5, 259.75502232142856), (4, 276.7867126464844), (2, 285.5321451822917), (1, 286.71702357700894), (3, 302.715625), (0, 329.8594501201923)]","[(0, 1454.55322265625), (1, 1837.13671875)]"
2,"[(0, 2795.274658203125), (1, 3304.059814453125)]","[(0, 1928.227294921875), (1, 2220.56787109375)]","[(0, 1759.4354248046875), (1, 1909.6988525390625)]","[(0, 2617.7451171875), (1, 2477.67724609375)]","[(0, 1893.521484375), (1, 1757.6962890625)]","[(0, 6874.16552734375), (1, 6992.33984375)]","[(0, 2660.556396484375), (1, 2524.911865234375)]","[(0, 841.5369873046875), (1, 1064.695556640625)]","[(1, 118.16437174479167), (2, 141.60065569196428), (0, 189.59331805889423), (4, 217.83933668870193), (5, 276.9840901692708), (3, 330.8250177556818)]","[(0, 2487.47900390625), (1, 1423.977783203125)]","[(4, 281.3173304966518), (5, 285.5395100911458), (3, 297.4180438701923), (2, 330.43369140625), (1, 338.76169840494794), (0, 412.00510475852275)]","[(0, 6279.28515625), (1, 7994.75341796875)]","[(1, 118.91547185724431), (4, 124.02187278053977), (2, 151.0906494140625), (5, 157.159326171875), (0, 166.47574462890626), (3, 175.4560302734375)]","[(0, 2559.710693359375), (1, 3350.7822265625)]"
3,"[(0, 3003.93115234375), (1, 3690.33447265625)]","[(0, 1819.4195556640625), (1, 2051.317138671875)]","[(0, 8195.3408203125), (1, 8395.08984375)]","[(0, 4608.4990234375), (1, 4848.60546875)]","[(0, 1990.951171875), (1, 1893.8067626953125)]","[(0, 5318.873046875), (1, 5126.068359375)]","[(0, 5837.830078125), (1, 6184.8642578125)]","[(0, 2834.195556640625), (1, 2419.213623046875)]","[(1, 144.0932950106534), (4, 164.0401944247159), (2, 180.28245849609374), (0, 194.89239501953125), (5, 213.9546630859375), (3, 226.38798828125)]","[(0, 1468.16015625), (1, 1523.2193603515625)]","[(1, 246.68156550480768), (2, 256.2861735026042), (0, 293.27785237630206), (4, 313.4477351262019), (5, 340.6348470052083), (3, 382.3342692057292)]","[(0, 2621.49755859375), (1, 1543.644287109375)]","[(1, 307.23825905539775), (2, 363.109130859375), (4, 384.14453125), (0, 448.9181640625), (5, 452.886328125), (3, 566.8875)]","[(0, 4265.47900390625), (1, 4576.47021484375)]"
4,"[(0, 2441.323974609375), (1, 2936.62841796875)]","[(0, 903.265380859375), (1, 860.63330078125)]","[(0, 9836.998046875), (1, 7550.44189453125)]","[(0, 3631.105224609375), (1, 4957.30859375)]","[(0, 6141.5400390625), (1, 3494.83154296875)]","[(0, 5061.2822265625), (1, 4967.45556640625)]","[(0, 4025.208740234375), (1, 3930.244384765625)]","[(0, 2176.300048828125), (1, 1706.336181640625)]","[(3, 98.9917500813802), (4, 113.31488909040179), (0, 122.25775615985577), (1, 136.93274739583333), (5, 166.91839599609375), (2, 252.12284029447116)]","[(0, 3150.098876953125), (1, 4019.7919921875)]","[(4, 165.08952448918268), (5, 196.86775716145834), (1, 214.62646484375), (2, 217.08558067908655), (3, 274.94393643465907), (0, 296.03224690755206)]","[(0, 679.7069091796875), (1, 841.1803588867188)]","[(4, 116.78487396240234), (1, 127.77942657470703), (3, 198.06675502232142), (5, 201.33278111049108), (0, 221.99258858816964), (2, 223.09919084821428)]","[(0, 4167.3447265625), (1, 4568.77783203125)]"
5,"[(0, 2213.017333984375), (1, 2728.76904296875)]","[(0, 640.3275756835938), (1, 629.45849609375)]","[(0, 2303.841796875), (1, 2970.501708984375)]","[(0, 2263.64453125), (1, 2619.6455078125)]","[(0, 5512.94287109375), (1, 3081.77001953125)]","[(0, 6981.33203125), (1, 7344.763671875)]","[(0, 4782.54296875), (1, 4947.49462890625)]","[(0, 2322.18017578125), (1, 2357.7958984375)]","[(4, 85.96464954723011), (5, 95.26268920898437), (1, 105.20948375355114), (2, 116.5236083984375), (3, 136.36475830078126), (0, 169.9618408203125)]","[(0, 2407.6787109375), (1, 3847.29296875)]","[(4, 102.96307842548077), (2, 115.10788198617789), (5, 128.32096354166666), (3, 149.08301890980113), (1, 149.70772879464286), (0, 150.50037638346353)]","[(0, 1357.0797119140625), (1, 1398.4940185546875)]","[(1, 423.9430745442708), (4, 498.403564453125), (2, 499.61567826704544), (0, 548.8958185369319), (5, 595.0802556818181), (3, 659.3310990767045)]","[(0, 1834.5010986328125), (1, 2236.3134765625)]"
6,"[(0, 2128.7138671875), (1, 2348.006591796875)]","[(0, 1691.9010009765625), (1, 2338.2001953125)]","[(0, 2902.628662109375), (1, 2618.363037109375)]","[(0, 2593.58642578125), (1, 2987.731689453125)]","[(0, 2359.792236328125), (1, 2078.611328125)]","[(0, 4777.6337890625), (1, 4523.666015625)]","[(0, 9698.0205078125), (1, 9703.49609375)]","[(0, 1574.6717529296875), (1, 1401.75732421875)]","[(2, 286.5980335582386), (5, 297.3471013849432), (1, 303.510009765625), (4, 311.61765543619794), (0, 341.3470348011364), (3, 347.42680220170456)]","[(0, 2662.054931640625), (1, 2452.69482421875)]","[(4, 165.12843540736608), (1, 177.8729248046875), (3, 180.2379432091346), (5, 230.8571573893229), (0, 233.2846013849432), (2, 245.3657470703125)]","[(0, 2554.4033203125), (1, 2415.340576171875)]","[(1, 141.20126953125), (3, 151.09417317708332), (2, 184.14669095552884), (5, 204.99136788504464), (0, 213.32271902901786), (4, 267.2504577636719)]","[(0, 6545.8515625), (1, 7442.80322265625)]"
7,"[(0, 2217.476318359375), (1, 2656.765625)]","[(0, 2139.862060546875), (1, 3063.499755859375)]","[(0, 1573.5128173828125), (1, 1996.7698974609375)]","[(0, 6292.63525390625), (1, 5620.587890625)]","[(0, 1900.557373046875), (1, 1529.49609375)]","[(0, 4641.283203125), (1, 4768.83447265625)]","[(0, 7645.01171875), (1, 7812.080078125)]","[(0, 2702.81640625), (1, 3323.10546875)]","[(3, 162.70340983072916), (4, 165.71909877232142), (5, 166.05985201322116), (2, 216.26808268229166), (0, 226.74197823660714), (1, 234.23716735839844)]","[(0, 1785.0457763671875), (1, 1504.6444091796875)]","[(1, 203.4977361505682), (4, 218.37804066051137), (2, 255.8724609375), (5, 280.902490234375), (0, 312.2259765625), (3, 340.21962890625)]","[(0, 2291.463623046875), (1, 1837.543212890625)]","[(0, 105.4845721905048), (1, 106.98552594866071), (4, 108.10390799386161), (3, 109.1197040264423), (2, 111.81126051682692), (5, 112.75867638221153)]","[(0, 4653.49365234375), (1, 5014.07080078125)]"
8,"[(0, 3162.117431640625), (1, 3839.452880859375)]","[(0, 2229.3525390625), (1, 2918.146728515625)]","[(0, 5910.751953125), (1, 6245.17822265625)]","[(0, 4218.97412109375), (1, 4890.642578125)]","[(0, 5326.73095703125), (1, 3345.121337890625)]","[(0, 5726.5595703125), (1, 5662.61279296875)]","[(0, 3400.6748046875), (1, 3129.769775390625)]","[(0, 1311.7535400390625), (1, 1254.819580078125)]","[(5, 63.83855387369792), (4, 65.52528381347656), (3, 69.744384765625), (2, 99.21068522135417), (1, 99.25601196289062), (0, 107.2697265625)]","[(0, 4360.25244140625), (1, 5107.66162109375)]","[(1, 93.01915690104167), (2, 94.27190692608173), (4, 100.06897735595703), (0, 127.84490497295673), (5, 132.20313371930803), (3, 162.42951311383928)]","[(0, 2238.139892578125), (1, 3082.4990234375)]","[(2, 52.096256510416666), (1, 52.19111251831055), (4, 56.90321044921875), (5, 65.17141287667411), (0, 98.42860630580357), (3, 116.45323768028847)]","[(0, 753.282470703125), (1, 1042.4320068359375)]"
9,"[(0, 2848.290771484375), (1, 3428.543212890625)]","[(0, 1609.444091796875), (1, 1948.8245849609375)]","[(0, 2047.7960205078125), (1, 2438.62939453125)]","[(0, 6226.2255859375), (1, 6109.07861328125)]","[(0, 1022.1979370117188), (1, 784.7507934570312)]","[(0, 3465.707275390625), (1, 3428.046142578125)]","[(0, 4181.69677734375), (1, 4553.54052734375)]","[(0, 2303.44970703125), (1, 1474.821533203125)]","[(1, 70.046875), (5, 73.80979097806491), (4, 77.78339494977679), (2, 78.57691301618304), (0, 112.53253643329327), (3, 144.67498779296875)]","[(0, 1589.6182861328125), (1, 2004.5477294921875)]","[(4, 94.81762017144098), (3, 123.5941521139706), (5, 132.99078369140625), (0, 137.53024291992188), (1, 161.1601131663603), (2, 177.62263997395834)]","[(0, 4512.01123046875), (1, 2337.91259765625)]","[(1, 95.20504324776786), (2, 102.34807880108173), (4, 145.68426044170673), (5, 158.54086303710938), (0, 215.93876139322916), (3, 306.599609375)]","[(0, 2787.58251953125), (1, 3391.54150390625)]"
