,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 816.5250854492188), (1, 951.3762817382812)]","[(0, 603.2175903320312), (1, 773.853759765625)]","[(0, 3100.835205078125), (1, 2840.946044921875)]","[(0, 1548.7713623046875), (1, 1609.031982421875)]","[(0, 3725.3876953125), (1, 2708.96826171875)]","[(0, 3013.989013671875), (1, 3198.39697265625)]","[(0, 4501.75634765625), (1, 5203.873046875)]","[(0, 880.7200317382812), (1, 649.7286987304688)]","[(4, 44.60792810776655), (1, 52.905879720052084), (3, 53.912322998046875), (5, 60.14451904296875), (0, 76.69133649553571), (2, 97.08513934795673)]","[(0, 2431.77392578125), (1, 3335.176513671875)]","[(4, 32.54432983398438), (3, 42.87664358956473), (0, 54.489776611328125), (5, 56.77394456129808), (1, 69.44481952373798), (2, 82.50052712180398)]","[(0, 2866.081298828125), (1, 1968.4805908203125)]","[(4, 274.5003773082386), (5, 319.392236328125), (1, 336.5321599786932), (2, 401.204443359375), (3, 405.9244140625), (0, 518.813037109375)]","[(0, 6783.04736328125), (1, 7196.091796875)]"
1,"[(0, 1271.1756591796875), (1, 1509.3612060546875)]","[(0, 844.6260375976562), (1, 1131.322021484375)]","[(0, 795.936767578125), (1, 886.2315673828125)]","[(0, 2348.900390625), (1, 2327.28271484375)]","[(0, 3075.21435546875), (1, 1727.86572265625)]","[(0, 4845.16650390625), (1, 4496.35400390625)]","[(0, 2894.6767578125), (1, 3582.356201171875)]","[(0, 919.925048828125), (1, 587.527587890625)]","[(4, 98.40741521661931), (1, 107.0624112215909), (5, 123.71485595703125), (3, 127.5767578125), (2, 133.3090576171875), (0, 141.86866455078126)]","[(0, 1371.4459228515625), (1, 1255.731689453125)]","[(4, 227.01961263020834), (3, 262.1768687855114), (5, 307.59212979403407), (1, 319.4312337239583), (0, 340.13332297585225), (2, 409.5066583806818)]","[(0, 1163.564208984375), (1, 1353.127197265625)]","[(5, 134.39207240513392), (4, 148.3216094970703), (3, 165.153125), (1, 166.75528390066964), (2, 175.8006388346354), (0, 206.70265549879807)]","[(0, 892.6229248046875), (1, 1171.90478515625)]"
2,"[(0, 1263.3798828125), (1, 1465.975341796875)]","[(0, 976.2334594726562), (1, 1119.1878662109375)]","[(0, 1451.8603515625), (1, 1526.2117919921875)]","[(0, 1855.4661865234375), (1, 1951.2412109375)]","[(0, 1498.482421875), (1, 1429.1148681640625)]","[(0, 4564.08740234375), (1, 4729.169921875)]","[(0, 1404.5714111328125), (1, 1280.790771484375)]","[(0, 500.8180236816406), (1, 583.25537109375)]","[(1, 69.51770833333333), (2, 84.81112234933036), (0, 128.1578369140625), (4, 137.54155085637018), (5, 167.29824829101562), (3, 223.3655672940341)]","[(0, 1561.343505859375), (1, 895.4638061523438)]","[(4, 179.73264857700892), (5, 183.2161661783854), (3, 197.95096529447116), (1, 220.4267781575521), (2, 223.7668212890625), (0, 297.15205522017044)]","[(0, 4309.89794921875), (1, 5347.5078125)]","[(4, 95.92564808238636), (1, 97.08486106178977), (5, 122.705810546875), (2, 126.2638916015625), (3, 129.198876953125), (0, 130.52464599609374)]","[(0, 1837.49072265625), (1, 2408.571044921875)]"
3,"[(0, 1633.519775390625), (1, 1937.6099853515625)]","[(0, 886.1529541015625), (1, 1018.818359375)]","[(0, 9011.2646484375), (1, 10038.9580078125)]","[(0, 4583.36279296875), (1, 4795.29931640625)]","[(0, 1567.6219482421875), (1, 1538.7916259765625)]","[(0, 3305.345703125), (1, 3346.978515625)]","[(0, 3252.19921875), (1, 3619.909423828125)]","[(0, 2299.443115234375), (1, 1637.2620849609375)]","[(1, 96.1993408203125), (4, 110.06797096946023), (2, 115.42440185546874), (0, 130.6298095703125), (5, 139.16256103515624), (3, 153.791943359375)]","[(0, 920.0579833984375), (1, 867.5545654296875)]","[(1, 167.92288912259616), (2, 185.15889485677084), (0, 209.94921875), (4, 223.0331092247596), (5, 237.8481648763021), (3, 263.57362874348956)]","[(0, 1822.4437255859375), (1, 930.6703491210938)]","[(1, 205.1400479403409), (2, 238.2297607421875), (4, 262.1776234019886), (5, 307.440478515625), (0, 321.168994140625), (3, 423.944677734375)]","[(0, 4147.3427734375), (1, 4245.9248046875)]"
4,"[(0, 1327.19384765625), (1, 1554.47509765625)]","[(0, 480.451171875), (1, 445.3488464355469)]","[(0, 11185.328125), (1, 8390.568359375)]","[(0, 3796.44873046875), (1, 5388.37451171875)]","[(0, 5784.3623046875), (1, 3440.219482421875)]","[(0, 3578.333740234375), (1, 3394.12353515625)]","[(0, 1918.6190185546875), (1, 1774.8759765625)]","[(0, 1484.701416015625), (1, 1042.6656494140625)]","[(3, 49.98677062988281), (4, 59.01758248465402), (0, 62.6324462890625), (1, 69.04657389322917), (5, 93.32388305664062), (2, 142.58641639122595)]","[(0, 2348.475830078125), (1, 2795.827880859375)]","[(4, 122.1570575420673), (5, 131.525146484375), (2, 143.243896484375), (1, 147.22242954799108), (3, 199.2357732599432), (0, 199.6993611653646)]","[(0, 374.8890075683594), (1, 395.1310729980469)]","[(4, 65.28108215332031), (1, 71.50962829589844), (3, 106.50208391462054), (5, 117.20382254464286), (0, 118.55625697544643), (2, 128.8381609235491)]","[(0, 4161.41162109375), (1, 4406.4443359375)]"
5,"[(0, 1148.6529541015625), (1, 1351.5377197265625)]","[(0, 296.198974609375), (1, 286.8796691894531)]","[(0, 2224.420166015625), (1, 2988.97412109375)]","[(0, 2168.633056640625), (1, 2398.611083984375)]","[(0, 4871.0927734375), (1, 2853.837646484375)]","[(0, 5105.00244140625), (1, 5570.650390625)]","[(0, 2552.00244140625), (1, 2784.241455078125)]","[(0, 1390.0445556640625), (1, 1377.2890625)]","[(5, 64.57578735351562), (4, 64.6541748046875), (2, 68.15968627929688), (1, 69.60640647194602), (3, 110.4305419921875), (0, 119.85001220703126)]","[(0, 1628.8800048828125), (1, 2179.98291015625)]","[(2, 60.7606201171875), (4, 67.77328725961539), (5, 82.54608662923177), (1, 86.21068464006696), (0, 86.50681559244792), (3, 98.29969371448864)]","[(0, 897.9322509765625), (1, 1018.5482788085938)]","[(1, 278.2981770833333), (4, 321.59165445963544), (2, 336.68723366477275), (0, 379.93532492897725), (5, 395.0144708806818), (3, 451.08669211647725)]","[(0, 1277.2576904296875), (1, 1643.14208984375)]"
6,"[(0, 960.4986572265625), (1, 1014.674072265625)]","[(0, 790.7992553710938), (1, 1081.6441650390625)]","[(0, 2572.297607421875), (1, 2435.390869140625)]","[(0, 1903.1627197265625), (1, 2472.247314453125)]","[(0, 1978.483642578125), (1, 1732.16943359375)]","[(0, 3193.721435546875), (1, 2900.341552734375)]","[(0, 6915.9072265625), (1, 6840.26416015625)]","[(0, 947.3853149414062), (1, 785.743408203125)]","[(5, 179.5591486150568), (2, 181.99931196732953), (4, 194.29593912760416), (1, 198.2331746419271), (3, 222.39091352982953), (0, 230.36794211647728)]","[(0, 1529.593017578125), (1, 1247.9598388671875)]","[(4, 94.9158935546875), (3, 108.04715670072116), (1, 120.31714884440105), (5, 134.67667643229166), (0, 163.86390269886363), (2, 169.20269775390625)]","[(0, 1821.8233642578125), (1, 1562.066650390625)]","[(3, 81.35485026041667), (1, 81.36595052083334), (2, 114.8661358173077), (5, 116.6767578125), (0, 119.69069998604911), (4, 147.98167419433594)]","[(0, 6054.7314453125), (1, 6623.169921875)]"
7,"[(0, 1104.4849853515625), (1, 1263.700927734375)]","[(0, 1154.8397216796875), (1, 1665.16796875)]","[(0, 1258.6290283203125), (1, 1618.6319580078125)]","[(0, 6562.15234375), (1, 5901.0537109375)]","[(0, 1800.119384765625), (1, 1414.310546875)]","[(0, 2803.54296875), (1, 2920.429931640625)]","[(0, 5367.0244140625), (1, 5500.853515625)]","[(0, 1343.100341796875), (1, 1637.9039306640625)]","[(5, 106.26836688701923), (4, 108.30156598772321), (2, 108.39153645833333), (3, 111.92582194010417), (0, 122.48907470703125), (1, 127.43508911132812)]","[(0, 938.8914184570312), (1, 888.7202758789062)]","[(1, 159.57935680042613), (4, 182.7085848721591), (2, 193.64398193359375), (5, 225.0048583984375), (0, 249.2919677734375), (3, 287.294189453125)]","[(0, 1166.7650146484375), (1, 1274.80859375)]","[(1, 63.285413469587056), (4, 65.76833234514508), (0, 65.9278564453125), (2, 68.34031325120192), (3, 69.59244009164664), (5, 70.51236196664664)]","[(0, 4459.8701171875), (1, 4661.79541015625)]"
8,"[(0, 1819.557373046875), (1, 2119.5869140625)]","[(0, 1243.5682373046875), (1, 1641.6328125)]","[(0, 6169.04150390625), (1, 6675.27490234375)]","[(0, 4199.7373046875), (1, 5202.900390625)]","[(0, 5419.181640625), (1, 3489.386474609375)]","[(0, 3665.49072265625), (1, 3549.0615234375)]","[(0, 2249.826416015625), (1, 2011.0655517578125)]","[(0, 662.215576171875), (1, 687.2827758789062)]","[(5, 31.17891845703125), (4, 36.293739318847656), (3, 38.89452311197917), (2, 44.5151611328125), (1, 50.461097717285156), (0, 55.26771647135417)]","[(0, 2531.39892578125), (1, 3161.031982421875)]","[(4, 53.9390869140625), (1, 58.49543863932292), (2, 60.06413386418269), (5, 69.28597150530133), (0, 93.19720928485577), (3, 93.83496965680804)]","[(0, 1527.1297607421875), (1, 1906.039794921875)]","[(2, 34.15267333984375), (1, 38.211299896240234), (4, 42.33659261067708), (5, 45.16336931501116), (0, 69.32668195452008), (3, 90.84047288161058)]","[(0, 533.95556640625), (1, 748.7772827148438)]"
9,"[(0, 1414.9910888671875), (1, 1614.0677490234375)]","[(0, 816.6866455078125), (1, 994.6609497070312)]","[(0, 1560.669189453125), (1, 1884.30810546875)]","[(0, 7561.36572265625), (1, 6943.0810546875)]","[(0, 908.4782104492188), (1, 662.8856811523438)]","[(0, 1862.970947265625), (1, 1796.3475341796875)]","[(0, 2740.355712890625), (1, 3103.423828125)]","[(0, 1261.33251953125), (1, 870.6664428710938)]","[(1, 40.172627766927086), (2, 43.727691650390625), (5, 49.50837120643029), (4, 55.85341099330357), (0, 80.40286959134616), (3, 113.33317057291667)]","[(0, 1052.4139404296875), (1, 1297.004150390625)]","[(4, 47.365512424045136), (3, 56.691610897288605), (0, 66.39067077636719), (5, 71.69956970214844), (1, 84.67091997931985), (2, 92.98173014322917)]","[(0, 2713.932861328125), (1, 1235.8843994140625)]","[(1, 61.71629115513393), (2, 70.30551382211539), (4, 90.82656625600961), (5, 102.3701680501302), (0, 143.29012044270834), (3, 206.32313121448863)]","[(0, 1858.6292724609375), (1, 2386.083740234375)]"
