,epoch_0
anaphoric-one-semantics,0.966
anaphoric-one-syntax,0.982
island-adjunct,0.53
island-complex-np,0.448
island-wh,0.382
principle_a_command,0.494
principle_a_locality,0.568
question-formation_or,0.476
question-formation_or_strict,0.242
question-formation_rr,0.516
question-formation_rr_strict,0.194
question-formation_sr,0.502
question-formation_sr_strict,0.22
wanna,0.54
