,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 1203.7607421875), (1, 1569.761962890625)]","[(0, 1440.1380615234375), (1, 1662.2041015625)]","[(0, 2780.069091796875), (1, 2966.18359375)]","[(0, 1944.860595703125), (1, 2112.13916015625)]","[(0, 4000.921630859375), (1, 2413.464111328125)]","[(0, 3875.99267578125), (1, 4065.95458984375)]","[(0, 5568.84423828125), (1, 6868.40576171875)]","[(0, 3038.92333984375), (1, 1649.558837890625)]","[(4, 142.6748764935662), (3, 156.53012084960938), (1, 195.47522786458333), (0, 210.66390555245536), (5, 220.57335611979167), (2, 300.84728064903845)]","[(0, 3408.57763671875), (1, 4691.0380859375)]","[(0, 105.76475016276042), (4, 123.67645670572917), (3, 125.04779052734375), (1, 142.72089092548077), (2, 153.97458718039772), (5, 162.02430138221155)]","[(0, 2240.41748046875), (1, 2473.1376953125)]","[(4, 216.288818359375), (3, 223.100830078125), (1, 247.5885564630682), (5, 255.1830810546875), (0, 257.2312255859375), (2, 294.284814453125)]","[(0, 3682.78955078125), (1, 3531.979736328125)]"
1,"[(0, 2717.9892578125), (1, 3741.6416015625)]","[(0, 1562.3377685546875), (1, 1959.033203125)]","[(0, 1752.9337158203125), (1, 1749.5025634765625)]","[(0, 3460.429443359375), (1, 3739.29443359375)]","[(0, 3307.09228515625), (1, 2130.589599609375)]","[(0, 4383.97314453125), (1, 4191.818359375)]","[(0, 4524.93896484375), (1, 5734.53857421875)]","[(0, 2890.632568359375), (1, 1841.0751953125)]","[(4, 222.6251775568182), (5, 263.6314453125), (3, 275.6689697265625), (1, 323.1580699573864), (2, 393.2583984375), (0, 409.0663818359375)]","[(0, 2185.25830078125), (1, 1698.1820068359375)]","[(1, 304.4463704427083), (0, 310.0164240056818), (4, 312.39426676432294), (3, 345.3526056463068), (2, 356.56986860795456), (5, 395.03786399147725)]","[(0, 2260.478759765625), (1, 3136.21435546875)]","[(4, 222.08177185058594), (3, 239.55846354166667), (5, 250.32718331473214), (1, 299.2357700892857), (0, 304.79995492788464), (2, 334.89707438151044)]","[(0, 2308.65771484375), (1, 2360.342529296875)]"
2,"[(0, 2403.3935546875), (1, 3309.407958984375)]","[(0, 1294.904296875), (1, 1362.8089599609375)]","[(0, 1944.343994140625), (1, 2135.104248046875)]","[(0, 3789.600830078125), (1, 4455.79736328125)]","[(0, 1761.5316162109375), (1, 1468.82177734375)]","[(0, 7113.5703125), (1, 7460.70458984375)]","[(0, 2706.9462890625), (1, 2476.6025390625)]","[(0, 1841.3797607421875), (1, 2593.37890625)]","[(1, 178.465771484375), (2, 213.24625069754464), (4, 222.15435321514423), (5, 258.62876383463544), (0, 317.1283428485577), (3, 394.9523259943182)]","[(0, 2713.08935546875), (1, 2725.248779296875)]","[(4, 246.87834821428572), (1, 252.19038899739584), (3, 285.1748798076923), (2, 287.3365234375), (5, 292.80527750651044), (0, 320.45889559659093)]","[(0, 4064.500732421875), (1, 5651.30517578125)]","[(1, 201.0402166193182), (2, 214.28486328125), (0, 225.284521484375), (4, 234.17262961647728), (5, 253.3883056640625), (3, 272.19384765625)]","[(0, 2930.32666015625), (1, 3012.934326171875)]"
3,"[(0, 2236.23681640625), (1, 3115.58251953125)]","[(0, 1570.8807373046875), (1, 1594.6761474609375)]","[(0, 7002.4697265625), (1, 6210.0068359375)]","[(0, 4451.13427734375), (1, 4348.6083984375)]","[(0, 1682.3221435546875), (1, 1523.2767333984375)]","[(0, 3659.664794921875), (1, 3967.50048828125)]","[(0, 5022.0771484375), (1, 5444.0458984375)]","[(0, 6201.4248046875), (1, 5090.71923828125)]","[(4, 213.838623046875), (1, 242.3001376065341), (3, 245.6416748046875), (5, 266.81650390625), (0, 277.544384765625), (2, 305.5050537109375)]","[(0, 1766.1212158203125), (1, 2826.50537109375)]","[(1, 298.06343900240387), (4, 348.37075570913464), (2, 356.6902669270833), (0, 365.7417399088542), (5, 380.1201578776042), (3, 394.9425455729167)]","[(0, 4045.3857421875), (1, 2382.35888671875)]","[(1, 315.76364968039775), (4, 340.00619229403407), (0, 344.3029052734375), (3, 368.88427734375), (2, 374.584033203125), (5, 408.9193359375)]","[(0, 2913.364013671875), (1, 3151.04248046875)]"
4,"[(0, 2715.674072265625), (1, 3678.331787109375)]","[(0, 1377.0926513671875), (1, 1117.2847900390625)]","[(0, 6830.61669921875), (1, 5804.703125)]","[(0, 4573.90478515625), (1, 4894.4130859375)]","[(0, 4479.73876953125), (1, 2941.0341796875)]","[(0, 3757.640380859375), (1, 3431.98779296875)]","[(0, 3990.14208984375), (1, 3556.122314453125)]","[(0, 3134.052734375), (1, 2828.869140625)]","[(1, 199.97218424479166), (0, 222.42698317307693), (4, 227.27736118861608), (3, 255.52449544270834), (2, 363.9530498798077), (5, 415.9467366536458)]","[(0, 2464.966796875), (1, 5154.220703125)]","[(2, 167.04997370793268), (4, 170.23967097355768), (5, 181.18916829427084), (1, 191.43865094866072), (0, 238.77360026041666), (3, 263.72261186079544)]","[(0, 2044.1890869140625), (1, 1785.6136474609375)]","[(1, 177.31317138671875), (4, 196.5328369140625), (0, 237.51051548549108), (2, 266.6793736049107), (3, 274.4350062779018), (5, 299.37050083705356)]","[(0, 3135.394775390625), (1, 3265.563232421875)]"
5,"[(0, 2238.606201171875), (1, 3060.80712890625)]","[(0, 1407.1302490234375), (1, 1291.0028076171875)]","[(0, 3435.950439453125), (1, 3579.34033203125)]","[(0, 2845.771240234375), (1, 3109.784912109375)]","[(0, 4675.13427734375), (1, 3043.613037109375)]","[(0, 4498.4384765625), (1, 4761.2001953125)]","[(0, 5615.49755859375), (1, 5809.49951171875)]","[(0, 3756.0205078125), (1, 3258.395751953125)]","[(1, 233.03943980823863), (2, 246.888525390625), (0, 287.8956787109375), (4, 296.94950727982956), (5, 321.0820068359375), (3, 366.1022705078125)]","[(0, 2211.98974609375), (1, 2445.68505859375)]","[(4, 133.83842585637018), (2, 136.9168982872596), (1, 149.81398228236608), (5, 150.46248372395834), (0, 200.9218546549479), (3, 215.01637961647728)]","[(0, 1145.6761474609375), (1, 1950.1845703125)]","[(1, 278.9247233072917), (4, 294.5338134765625), (0, 310.9402521306818), (2, 322.94271573153407), (3, 327.5537775213068), (5, 346.57930131392044)]","[(0, 1695.5677490234375), (1, 1815.54638671875)]"
6,"[(0, 2521.189453125), (1, 3514.3369140625)]","[(0, 1790.6434326171875), (1, 2143.54248046875)]","[(0, 2798.962646484375), (1, 2297.767333984375)]","[(0, 2786.46484375), (1, 3140.539306640625)]","[(0, 1890.1844482421875), (1, 1725.7225341796875)]","[(0, 3250.924560546875), (1, 3130.668212890625)]","[(0, 7250.80908203125), (1, 8478.7841796875)]","[(0, 3208.0869140625), (1, 2542.84619140625)]","[(4, 324.197998046875), (5, 379.03564453125), (3, 389.10959694602275), (1, 403.7084147135417), (2, 484.3914683948864), (0, 484.4163707386364)]","[(0, 3389.879150390625), (1, 4189.208984375)]","[(4, 174.610107421875), (1, 183.5367228190104), (3, 210.04948542668268), (0, 221.0545321377841), (5, 254.49117024739584), (2, 272.6583740234375)]","[(0, 3564.515380859375), (1, 2805.71728515625)]","[(3, 186.909716796875), (5, 192.16767229352678), (1, 208.56178385416666), (0, 209.65396554129464), (2, 221.05602088341345), (4, 226.67630004882812)]","[(0, 2993.073486328125), (1, 3121.92333984375)]"
7,"[(0, 1818.7152099609375), (1, 2476.692138671875)]","[(0, 1953.0731201171875), (1, 2493.80419921875)]","[(0, 2231.023193359375), (1, 2088.82861328125)]","[(0, 5640.2890625), (1, 6024.59619140625)]","[(0, 2110.120849609375), (1, 1878.73583984375)]","[(0, 3273.205078125), (1, 3657.138671875)]","[(0, 5524.48486328125), (1, 6538.33349609375)]","[(0, 5913.73486328125), (1, 4663.796875)]","[(4, 268.9388950892857), (1, 276.808349609375), (5, 293.7240459735577), (0, 319.20870535714283), (2, 320.3601888020833), (3, 352.5225830078125)]","[(0, 1725.02978515625), (1, 2785.872314453125)]","[(1, 290.1578258167614), (2, 324.01904296875), (0, 339.121826171875), (4, 393.0184215198864), (5, 445.317626953125), (3, 467.50986328125)]","[(0, 2602.015869140625), (1, 3127.30224609375)]","[(4, 157.63483537946428), (5, 157.664794921875), (2, 171.18571589543268), (1, 172.096435546875), (3, 185.78196364182693), (0, 199.9608435997596)]","[(0, 2910.060791015625), (1, 2823.504150390625)]"
8,"[(0, 3001.903564453125), (1, 4106.556640625)]","[(0, 1623.180419921875), (1, 1777.9346923828125)]","[(0, 3960.752197265625), (1, 3975.59423828125)]","[(0, 4020.869384765625), (1, 3993.16845703125)]","[(0, 4512.57080078125), (1, 2672.5556640625)]","[(0, 3837.67724609375), (1, 3536.165771484375)]","[(0, 4348.01123046875), (1, 3924.82080078125)]","[(0, 2306.74072265625), (1, 1984.3916015625)]","[(4, 172.88827514648438), (1, 180.05409240722656), (5, 182.07179361979166), (3, 190.14827473958334), (2, 190.78284505208333), (0, 205.04752604166666)]","[(0, 4476.50146484375), (1, 4445.666015625)]","[(4, 102.5193099975586), (5, 130.28086635044642), (2, 139.16694523737982), (1, 146.19410807291666), (3, 168.72528948102678), (0, 177.32130784254807)]","[(0, 3948.713623046875), (1, 4208.357421875)]","[(1, 91.57952117919922), (4, 92.94254557291667), (5, 101.9766845703125), (2, 111.35531412760416), (3, 145.2900672325721), (0, 165.76604352678572)]","[(0, 1618.1812744140625), (1, 1610.109619140625)]"
9,"[(0, 2210.741455078125), (1, 3051.515625)]","[(0, 1319.3275146484375), (1, 1348.1173095703125)]","[(0, 2730.6875), (1, 2672.107177734375)]","[(0, 6471.330078125), (1, 6854.00390625)]","[(0, 1105.677490234375), (1, 995.2691650390625)]","[(0, 4006.9853515625), (1, 3700.8408203125)]","[(0, 5446.29931640625), (1, 5925.2119140625)]","[(0, 4355.99267578125), (1, 3074.00048828125)]","[(4, 120.49079241071429), (5, 120.49871356670673), (1, 130.69454752604167), (2, 135.54303850446428), (0, 198.78125), (3, 213.09269205729166)]","[(0, 1293.745849609375), (1, 2194.6494140625)]","[(0, 186.96774291992188), (3, 187.24655330882354), (4, 189.9210205078125), (1, 232.50821461397058), (5, 298.428466796875), (2, 317.8671549479167)]","[(0, 5878.97265625), (1, 3880.019775390625)]","[(1, 74.70766775948661), (2, 90.4662616436298), (4, 90.5948955829327), (5, 116.7705078125), (0, 158.24630737304688), (3, 192.85886452414772)]","[(0, 2994.17529296875), (1, 3196.061279296875)]"
10,"[(0, 2228.458740234375), (1, 2981.663330078125)]","[(0, 828.9944458007812), (1, 709.5574340820312)]","[(0, 6657.6015625), (1, 6271.64208984375)]","[(0, 2765.012451171875), (1, 2817.731689453125)]","[(0, 839.9358520507812), (1, 728.7412109375)]","[(0, 3179.450439453125), (1, 3518.002197265625)]","[(0, 7983.5615234375), (1, 8390.671875)]","[(0, 2993.729736328125), (1, 2746.01171875)]","[(4, 174.07111002604168), (3, 179.85524204799108), (1, 258.26280799278845), (0, 293.412109375), (5, 305.3268479567308), (2, 485.06591796875)]","[(0, 2680.560302734375), (1, 3454.586669921875)]","[(2, 79.79971133961396), (4, 80.78981419613487), (5, 83.05615952435662), (1, 88.12740285773026), (0, 90.95795754825367), (3, 98.5147346047794)]","[(0, 2259.764404296875), (1, 2067.760986328125)]","[(3, 72.364892578125), (1, 72.41424239309211), (4, 73.53453871783088), (2, 79.09758165147569), (5, 80.27445220947266), (0, 85.42554428998162)]","[(0, 3006.266845703125), (1, 3247.75146484375)]"
11,"[(0, 1894.9332275390625), (1, 2624.36767578125)]","[(0, 1189.3565673828125), (1, 1106.796875)]","[(0, 1642.04931640625), (1, 1904.51904296875)]","[(0, 3187.976318359375), (1, 3131.7373046875)]","[(0, 2623.77978515625), (1, 1566.5062255859375)]","[(0, 5070.103515625), (1, 5209.0224609375)]","[(0, 6839.37060546875), (1, 6599.44384765625)]","[(0, 3968.294921875), (1, 2641.0439453125)]","[(1, 126.18833705357143), (2, 132.05587064302884), (4, 230.6764197716346), (5, 234.38419596354166), (0, 244.2482706705729), (3, 510.20680930397725)]","[(0, 2279.3271484375), (1, 2982.56201171875)]","[(4, 185.26836286272322), (5, 197.34684870793268), (2, 223.24939778645833), (1, 237.5225372314453), (0, 316.765380859375), (3, 351.6056315104167)]","[(0, 2181.994384765625), (1, 2382.621337890625)]","[(1, 183.72053410456732), (4, 187.58832256610577), (0, 191.97163899739584), (3, 196.428466796875), (2, 203.23258463541666), (5, 206.3155314127604)]","[(0, 2067.05615234375), (1, 2071.824951171875)]"
12,"[(0, 2244.13916015625), (1, 3072.49365234375)]","[(0, 1665.888916015625), (1, 1940.1561279296875)]","[(0, 4854.92626953125), (1, 4645.640625)]","[(0, 3895.5439453125), (1, 3606.883544921875)]","[(0, 2844.81201171875), (1, 2348.283203125)]","[(0, 6377.29931640625), (1, 6004.73779296875)]","[(0, 6791.07373046875), (1, 6532.02001953125)]","[(0, 2621.29248046875), (1, 3280.799560546875)]","[(1, 284.8972981770833), (2, 345.24196555397725), (0, 357.140625), (4, 393.3559163411458), (5, 485.91645951704544), (3, 498.6978870738636)]","[(0, 1787.512451171875), (1, 2493.3193359375)]","[(1, 91.36692301432292), (2, 107.1562832919034), (4, 126.5618563565341), (5, 148.75806884765626), (0, 186.5651123046875), (3, 261.6396213107639)]","[(0, 3540.427734375), (1, 3483.488037109375)]","[(0, 231.5075439453125), (1, 238.41614879261363), (2, 251.723046875), (3, 269.9289794921875), (4, 278.5831187855114), (5, 299.4480712890625)]","[(0, 2446.48779296875), (1, 2313.921142578125)]"
13,"[(0, 1923.508056640625), (1, 2641.513916015625)]","[(0, 1681.718994140625), (1, 2169.088134765625)]","[(0, 3028.969970703125), (1, 3548.394775390625)]","[(0, 7547.04345703125), (1, 7987.88671875)]","[(0, 3106.165771484375), (1, 2671.91845703125)]","[(0, 4513.15625), (1, 4262.97412109375)]","[(0, 4592.52880859375), (1, 5057.986328125)]","[(0, 1575.252197265625), (1, 1395.86572265625)]","[(1, 167.60104709201389), (4, 185.86398494944854), (0, 193.3777618408203), (3, 202.31878255208332), (2, 288.52166748046875), (5, 328.5940755208333)]","[(0, 4364.40869140625), (1, 2483.474365234375)]","[(1, 123.76333182198661), (4, 125.1968994140625), (2, 156.31045532226562), (5, 159.85107421875), (0, 189.6916707356771), (3, 198.15728759765625)]","[(0, 3636.8720703125), (1, 4658.6357421875)]","[(1, 158.91884068080358), (2, 180.73591496394232), (4, 182.0198771158854), (5, 206.52638938210228), (0, 228.37744140625), (3, 254.55439453125)]","[(0, 2198.622314453125), (1, 2223.005615234375)]"
14,"[(0, 2911.282470703125), (1, 3919.65869140625)]","[(0, 1278.2342529296875), (1, 1404.9599609375)]","[(0, 2264.531982421875), (1, 2283.264892578125)]","[(0, 7158.7666015625), (1, 6372.484375)]","[(0, 2548.615478515625), (1, 1618.7662353515625)]","[(0, 5690.19921875), (1, 5783.15966796875)]","[(0, 3255.9853515625), (1, 3076.299560546875)]","[(0, 3501.881103515625), (1, 3375.063232421875)]","[(4, 203.62709673713235), (3, 235.7301025390625), (1, 281.71162109375), (5, 290.52057291666665), (0, 324.80433872767856), (2, 393.2580378605769)]","[(0, 2682.404296875), (1, 2000.72119140625)]","[(1, 338.75688032670456), (0, 355.6223876953125), (2, 387.3978515625), (4, 408.95405717329544), (3, 412.6251953125), (5, 461.219677734375)]","[(0, 2512.291015625), (1, 3519.9853515625)]","[(4, 144.1050066266741), (3, 147.00852614182693), (1, 167.873291015625), (5, 182.1972859700521), (0, 200.5629216974432), (2, 242.9605224609375)]","[(0, 3115.74267578125), (1, 3249.20458984375)]"
