,best
anaphoric-one-semantics,0.162
anaphoric-one-syntax,0.296
island-adjunct,0.876
island-complex-np,0.37
island-wh,0.922
principle_a_command,0.49
principle_a_locality,0.236
question-formation_or,0.642
question-formation_or_strict,0.042
question-formation_rr,0.652
question-formation_rr_strict,0.034
question-formation_sr,0.664
question-formation_sr_strict,0.08
wanna,0.82
