,best
anaphoric-one-semantics,0.048
anaphoric-one-syntax,0.142
island-adjunct,0.652
island-complex-np,0.416
island-wh,0.972
principle_a_command,0.504
principle_a_locality,0.252
question-formation_or,0.686
question-formation_or_strict,0.07
question-formation_rr,0.674
question-formation_rr_strict,0.052
question-formation_sr,0.708
question-formation_sr_strict,0.06
wanna,0.358
