,best
anaphoric-one-semantics,0.074
anaphoric-one-syntax,0.356
island-adjunct,0.582
island-complex-np,0.582
island-wh,0.314
principle_a_command,0.504
principle_a_locality,0.478
question-formation_or,0.502
question-formation_rr,0.496
question-formation_sr,0.47
wanna,0.922
