,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 443.6559753417969), (1, 487.4361877441406)]","[(0, 372.6455383300781), (1, 417.4034729003906)]","[(0, 2119.25048828125), (1, 2006.938720703125)]","[(0, 1006.9910278320312), (1, 1039.7423095703125)]","[(0, 2905.927490234375), (1, 1369.733642578125)]","[(0, 2372.80517578125), (1, 2566.384033203125)]","[(0, 4394.0732421875), (1, 4798.76220703125)]","[(0, 526.4180297851562), (1, 296.0703430175781)]","[(4, 28.9583345301011), (3, 30.615894317626953), (1, 31.730574544270834), (5, 39.12765706380208), (0, 41.07346888950893), (2, 54.71517709585336)]","[(0, 1636.9029541015625), (1, 2194.33447265625)]","[(3, 19.645239693777903), (0, 20.59472401936849), (4, 23.392230224609374), (5, 31.519667405348557), (2, 33.087926691228695), (1, 54.3807138296274)]","[(0, 1578.7496337890625), (1, 1210.9981689453125)]","[(4, 145.2739923650568), (5, 164.62249755859375), (3, 182.86695556640626), (1, 185.8483220880682), (2, 228.6818115234375), (0, 255.4245849609375)]","[(0, 3035.41845703125), (1, 3230.015380859375)]"
1,"[(0, 526.7718505859375), (1, 588.7587890625)]","[(0, 590.2474365234375), (1, 727.1826171875)]","[(0, 539.7349243164062), (1, 411.0115966796875)]","[(0, 1692.7547607421875), (1, 1752.814208984375)]","[(0, 1868.0244140625), (1, 1044.740478515625)]","[(0, 2645.45947265625), (1, 2428.8466796875)]","[(0, 3035.0390625), (1, 3512.17919921875)]","[(0, 546.556396484375), (1, 277.93243408203125)]","[(4, 64.73762096058239), (3, 66.852294921875), (1, 74.51773903586648), (5, 77.485400390625), (0, 78.26928100585937), (2, 89.225048828125)]","[(0, 988.9078369140625), (1, 805.4544677734375)]","[(5, 149.97520862926137), (3, 154.54118208451703), (4, 166.30301920572916), (2, 211.3617276278409), (0, 216.31327681107953), (1, 231.90840657552084)]","[(0, 581.0925903320312), (1, 873.7257690429688)]","[(1, 66.66087559291294), (4, 82.35254669189453), (2, 99.08544921875), (5, 109.11669921875), (0, 110.0200664813702), (3, 129.43147786458334)]","[(0, 561.738037109375), (1, 669.4751586914062)]"
2,"[(0, 686.3091430664062), (1, 699.29296875)]","[(0, 506.8188781738281), (1, 529.2568969726562)]","[(0, 1382.584716796875), (1, 1358.7218017578125)]","[(0, 1221.4580078125), (1, 1671.27783203125)]","[(0, 1214.590087890625), (1, 1037.28173828125)]","[(0, 4856.1669921875), (1, 4936.0)]","[(0, 1176.8731689453125), (1, 1137.7279052734375)]","[(0, 315.1121826171875), (1, 326.227294921875)]","[(1, 50.757466634114586), (2, 53.593409946986604), (4, 69.87027681790866), (5, 71.10029602050781), (0, 102.5341327373798), (3, 151.55952592329547)]","[(0, 1081.4095458984375), (1, 572.6564331054688)]","[(1, 88.2658182779948), (4, 108.75433349609375), (0, 141.6125821200284), (2, 141.747705078125), (3, 148.41148963341345), (5, 160.1696980794271)]","[(0, 2082.79833984375), (1, 2178.910400390625)]","[(1, 59.03234308416193), (4, 64.48578435724431), (2, 70.12694091796875), (5, 76.1368896484375), (0, 80.26641235351562), (3, 87.02020874023438)]","[(0, 1041.281982421875), (1, 1120.5052490234375)]"
3,"[(0, 846.1566772460938), (1, 1015.1129760742188)]","[(0, 397.3863830566406), (1, 425.43353271484375)]","[(0, 4666.0517578125), (1, 3278.34716796875)]","[(0, 1979.195068359375), (1, 3078.90576171875)]","[(0, 1301.862548828125), (1, 1195.1370849609375)]","[(0, 1866.3388671875), (1, 2036.01953125)]","[(0, 2731.30615234375), (1, 2939.015380859375)]","[(0, 1664.7803955078125), (1, 1067.5938720703125)]","[(1, 82.47924249822444), (4, 82.53905140269886), (2, 92.75327758789062), (5, 93.3625732421875), (0, 93.61340942382813), (3, 95.91801147460937)]","[(0, 530.2391967773438), (1, 591.9953002929688)]","[(2, 110.1315409342448), (0, 120.65133666992188), (1, 151.4415001502404), (5, 152.08866373697916), (4, 158.14849384014423), (3, 167.75782267252603)]","[(0, 1138.6234130859375), (1, 548.1719970703125)]","[(4, 181.2289151278409), (1, 185.84681285511363), (2, 209.3459228515625), (5, 211.2474609375), (0, 258.869384765625), (3, 261.7083740234375)]","[(0, 2163.8310546875), (1, 2346.12744140625)]"
4,"[(0, 521.3084716796875), (1, 745.974365234375)]","[(0, 219.6357879638672), (1, 175.2550048828125)]","[(0, 4233.5400390625), (1, 3616.183349609375)]","[(0, 1606.031005859375), (1, 2436.29345703125)]","[(0, 3683.60107421875), (1, 2013.4605712890625)]","[(0, 1836.556884765625), (1, 1663.0333251953125)]","[(0, 1743.7574462890625), (1, 1725.7694091796875)]","[(0, 1000.947509765625), (1, 658.190185546875)]","[(3, 32.932942708333336), (4, 37.126146589006694), (1, 47.25227457682292), (0, 52.49059119591346), (5, 70.19817606608073), (2, 88.96947303185097)]","[(0, 2105.53759765625), (1, 2014.68212890625)]","[(5, 71.86105855305989), (1, 72.50478690011161), (2, 73.07535494290866), (4, 78.50839468149039), (3, 117.10239479758523), (0, 127.0572001139323)]","[(0, 289.0841979980469), (1, 233.43748474121094)]","[(1, 53.43913269042969), (4, 56.743675231933594), (0, 60.89184134347098), (3, 65.05203247070312), (2, 80.90082659040179), (5, 88.70736258370536)]","[(0, 1641.55615234375), (1, 1765.9578857421875)]"
5,"[(0, 673.4006958007812), (1, 856.9494018554688)]","[(0, 157.30078125), (1, 127.1522445678711)]","[(0, 2105.653076171875), (1, 1614.238525390625)]","[(0, 1732.1339111328125), (1, 1834.224609375)]","[(0, 3484.202392578125), (1, 2023.5831298828125)]","[(0, 2641.403076171875), (1, 2878.229248046875)]","[(0, 1969.24658203125), (1, 2043.4610595703125)]","[(0, 998.305908203125), (1, 747.8987426757812)]","[(2, 50.94966125488281), (1, 52.15011874112216), (5, 53.04140014648438), (4, 53.78978937322443), (0, 64.651611328125), (3, 65.46678466796875)]","[(0, 1097.2095947265625), (1, 1064.6134033203125)]","[(2, 29.84215134840745), (4, 35.24490121694711), (5, 41.61280314127604), (1, 46.394522530691965), (0, 50.15459187825521), (3, 58.50088223544034)]","[(0, 491.472900390625), (1, 666.862548828125)]","[(2, 168.86045143821022), (5, 171.07096724076703), (4, 178.6933797200521), (1, 180.77587890625), (3, 205.219482421875), (0, 214.88121448863637)]","[(0, 938.5784912109375), (1, 1063.385498046875)]"
6,"[(0, 496.79315185546875), (1, 539.408447265625)]","[(0, 337.8025817871094), (1, 499.01373291015625)]","[(0, 1309.8004150390625), (1, 1325.3978271484375)]","[(0, 1265.9783935546875), (1, 1352.53369140625)]","[(0, 1759.8046875), (1, 1324.908203125)]","[(0, 1955.5072021484375), (1, 1803.814208984375)]","[(0, 7445.7138671875), (1, 8400.416015625)]","[(0, 443.1242370605469), (1, 398.5745544433594)]","[(1, 99.3430887858073), (2, 102.38325639204545), (4, 106.83953857421875), (5, 111.15886896306819), (0, 132.3729802911932), (3, 137.53806374289772)]","[(0, 966.1767578125), (1, 805.9497680664062)]","[(4, 60.366834368024556), (1, 69.61479187011719), (3, 82.37015474759616), (5, 88.88787841796875), (0, 104.15476296164773), (2, 113.95771484375)]","[(0, 1367.4293212890625), (1, 1034.917236328125)]","[(1, 52.358768717447916), (0, 54.498705182756694), (2, 69.681396484375), (3, 76.1511962890625), (5, 93.694091796875), (4, 97.32843017578125)]","[(0, 2603.22705078125), (1, 2756.805419921875)]"
7,"[(0, 507.5872497558594), (1, 632.91943359375)]","[(0, 596.85888671875), (1, 1009.4038696289062)]","[(0, 980.5624389648438), (1, 894.1423950195312)]","[(0, 4538.05908203125), (1, 4334.67138671875)]","[(0, 2134.5107421875), (1, 1499.2493896484375)]","[(0, 1476.5054931640625), (1, 1557.309814453125)]","[(0, 4798.8857421875), (1, 5286.8759765625)]","[(0, 1003.3402099609375), (1, 922.1525268554688)]","[(4, 58.192600795200896), (5, 60.85491004356971), (2, 61.98944905598958), (1, 69.4223403930664), (3, 86.41652425130208), (0, 96.64617919921875)]","[(0, 483.99566650390625), (1, 483.87200927734375)]","[(1, 129.7936456853693), (4, 151.1906183416193), (2, 163.146240234375), (0, 179.23603515625), (5, 191.2375244140625), (3, 203.586328125)]","[(0, 811.4142456054688), (1, 711.8432006835938)]","[(4, 39.926513671875), (1, 41.13399396623884), (5, 45.15492131159856), (2, 45.52917949969952), (3, 56.04634915865385), (0, 57.3259512094351)]","[(0, 2567.080322265625), (1, 2681.2431640625)]"
8,"[(0, 1046.27099609375), (1, 1404.45556640625)]","[(0, 543.9854736328125), (1, 667.446044921875)]","[(0, 3081.8818359375), (1, 4008.02880859375)]","[(0, 2427.807861328125), (1, 3008.94287109375)]","[(0, 2622.250244140625), (1, 1548.5579833984375)]","[(0, 2110.93603515625), (1, 1972.9244384765625)]","[(0, 2600.020263671875), (1, 2348.29345703125)]","[(0, 351.6668395996094), (1, 297.1548767089844)]","[(5, 19.367683919270835), (4, 23.569379806518555), (2, 24.640983072916665), (3, 28.547239176432292), (1, 30.375307083129883), (0, 36.60975341796875)]","[(0, 1710.5740966796875), (1, 1636.99755859375)]","[(4, 25.478717803955078), (5, 30.56750270298549), (2, 35.00946514423077), (1, 36.89016927083333), (3, 42.956211635044646), (0, 56.94067852313702)]","[(0, 1161.308837890625), (1, 1140.3963623046875)]","[(4, 24.213151041666666), (5, 24.66552516392299), (2, 27.433614095052082), (1, 30.243471145629883), (3, 55.98518254206731), (0, 57.609771728515625)]","[(0, 325.3851013183594), (1, 393.8756103515625)]"
9,"[(0, 696.69189453125), (1, 894.969970703125)]","[(0, 361.2126159667969), (1, 385.7911071777344)]","[(0, 1446.7877197265625), (1, 1350.658203125)]","[(0, 4169.00244140625), (1, 4041.710693359375)]","[(0, 599.6550903320312), (1, 433.0776672363281)]","[(0, 1494.939697265625), (1, 1482.9984130859375)]","[(0, 2335.126220703125), (1, 2508.897216796875)]","[(0, 684.5772094726562), (1, 364.66607666015625)]","[(2, 23.157464163643972), (5, 24.78440739558293), (1, 27.71531982421875), (4, 30.07999747140067), (0, 56.26227745643029), (3, 73.5669453938802)]","[(0, 384.70159912109375), (1, 662.120849609375)]","[(4, 32.839986165364586), (3, 33.408806295955884), (0, 35.10352325439453), (1, 49.70843505859375), (5, 52.94078063964844), (2, 54.38819986979167)]","[(0, 1101.14892578125), (1, 1292.3326416015625)]","[(1, 36.14182608468192), (4, 38.80629084660457), (2, 43.77635779747596), (5, 52.37030537923177), (0, 69.27918497721355), (3, 97.39166814630681)]","[(0, 983.922607421875), (1, 1127.783935546875)]"
