,epoch_1
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.604
island-adjunct,0.758
island-complex-np,0.376
island-wh,1.0
principle_a_command,0.52
principle_a_locality,0.444
question-formation_or,0.514
question-formation_or_strict,0.108
question-formation_rr,0.538
question-formation_rr_strict,0.108
question-formation_sr,0.57
question-formation_sr_strict,0.118
wanna,0.016
