,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.108
island-adjunct,0.686
island-complex-np,0.364
island-wh,0.986
principle_a_command,0.49
principle_a_locality,0.272
question-formation_or,0.64
question-formation_or_strict,0.018
question-formation_rr,0.666
question-formation_rr_strict,0.012
question-formation_sr,0.618
question-formation_sr_strict,0.016
wanna,0.876
