,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 1041.1016845703125), (1, 1266.190185546875)]","[(0, 1571.7236328125), (1, 1581.2562255859375)]","[(0, 3252.56201171875), (1, 3357.3203125)]","[(0, 2537.765625), (1, 2743.157470703125)]","[(0, 4406.40673828125), (1, 3343.599853515625)]","[(0, 4671.71142578125), (1, 4667.1513671875)]","[(0, 7039.0009765625), (1, 8300.4658203125)]","[(0, 2056.422607421875), (1, 1284.377685546875)]","[(0, 3605.329345703125), (1, 5487.4501953125)]","[(0, 2302.73583984375), (1, 2418.385498046875)]","[(0, 3465.97802734375), (1, 3601.847900390625)]"
1,"[(0, 1549.8240966796875), (1, 2097.56494140625)]","[(0, 2143.094970703125), (1, 2289.193359375)]","[(0, 2040.0203857421875), (1, 1863.3980712890625)]","[(0, 4156.13232421875), (1, 4350.5458984375)]","[(0, 4994.73681640625), (1, 2941.55712890625)]","[(0, 4535.2900390625), (1, 4550.16748046875)]","[(0, 5980.517578125), (1, 7122.08251953125)]","[(0, 1577.963134765625), (1, 1209.176513671875)]","[(0, 2186.274658203125), (1, 3157.838134765625)]","[(0, 1669.1976318359375), (1, 2357.51806640625)]","[(0, 2570.281982421875), (1, 2850.808837890625)]"
2,"[(0, 1372.991455078125), (1, 1724.7164306640625)]","[(0, 1680.24658203125), (1, 1804.402587890625)]","[(0, 2573.60546875), (1, 2716.45751953125)]","[(0, 4614.828125), (1, 5480.27490234375)]","[(0, 2836.16259765625), (1, 2424.47607421875)]","[(0, 8525.439453125), (1, 8693.6142578125)]","[(0, 3252.2333984375), (1, 3313.832763671875)]","[(0, 1406.2830810546875), (1, 1388.41357421875)]","[(0, 2833.453857421875), (1, 2633.37841796875)]","[(0, 4016.80322265625), (1, 4137.57275390625)]","[(0, 2488.5634765625), (1, 2784.402099609375)]"
3,"[(0, 1649.67138671875), (1, 2308.38232421875)]","[(0, 1746.2054443359375), (1, 1801.7880859375)]","[(0, 7710.81640625), (1, 6945.611328125)]","[(0, 5306.20703125), (1, 5464.1962890625)]","[(0, 3023.45751953125), (1, 2519.364013671875)]","[(0, 4004.960693359375), (1, 4009.9443359375)]","[(0, 5011.23583984375), (1, 5097.505859375)]","[(0, 3358.063232421875), (1, 2391.69140625)]","[(0, 1771.162841796875), (1, 2066.10302734375)]","[(0, 2469.09716796875), (1, 1766.14404296875)]","[(0, 3635.61328125), (1, 3751.817626953125)]"
4,"[(0, 1294.594970703125), (1, 1790.4530029296875)]","[(0, 1067.9935302734375), (1, 985.4847412109375)]","[(0, 6424.98828125), (1, 6571.92236328125)]","[(0, 4223.97021484375), (1, 4411.5654296875)]","[(0, 5761.0361328125), (1, 3448.211181640625)]","[(0, 3284.640625), (1, 3159.90185546875)]","[(0, 3513.465576171875), (1, 3620.9248046875)]","[(0, 2044.34912109375), (1, 2128.142578125)]","[(0, 2919.899169921875), (1, 3783.33203125)]","[(0, 790.3507080078125), (1, 820.1321411132812)]","[(0, 2259.64697265625), (1, 2412.589599609375)]"
5,"[(0, 1365.6185302734375), (1, 1867.30126953125)]","[(0, 667.8225708007812), (1, 618.38671875)]","[(0, 4229.67822265625), (1, 4231.86474609375)]","[(0, 3441.089111328125), (1, 3871.064453125)]","[(0, 6539.6240234375), (1, 3946.14990234375)]","[(0, 4188.30615234375), (1, 4287.94775390625)]","[(0, 5102.85595703125), (1, 4884.35986328125)]","[(0, 2585.03125), (1, 2760.838623046875)]","[(0, 2839.246337890625), (1, 3991.80908203125)]","[(0, 1013.015869140625), (1, 1287.8211669921875)]","[(0, 3107.5849609375), (1, 3549.6337890625)]"
6,"[(0, 1661.301513671875), (1, 2132.4609375)]","[(0, 1206.4864501953125), (1, 1443.270263671875)]","[(0, 2095.787353515625), (1, 2355.595458984375)]","[(0, 4498.25439453125), (1, 4523.41162109375)]","[(0, 3490.984130859375), (1, 3153.510498046875)]","[(0, 3003.776611328125), (1, 2919.16015625)]","[(0, 8161.1484375), (1, 8757.8974609375)]","[(0, 2279.2294921875), (1, 1441.66357421875)]","[(0, 2838.1865234375), (1, 2751.85791015625)]","[(0, 3015.199462890625), (1, 2932.3798828125)]","[(0, 2868.480712890625), (1, 2943.48388671875)]"
7,"[(0, 1189.5618896484375), (1, 1633.7020263671875)]","[(0, 1852.0030517578125), (1, 2429.368896484375)]","[(0, 2582.048828125), (1, 2813.56689453125)]","[(0, 6924.04443359375), (1, 7036.09423828125)]","[(0, 4008.16650390625), (1, 3407.6416015625)]","[(0, 4589.58251953125), (1, 4826.603515625)]","[(0, 6703.06298828125), (1, 7269.6416015625)]","[(0, 3074.528076171875), (1, 2504.577392578125)]","[(0, 1642.252197265625), (1, 2374.208740234375)]","[(0, 2393.649169921875), (1, 4030.013916015625)]","[(0, 3450.171630859375), (1, 3581.266357421875)]"
8,"[(0, 2012.081298828125), (1, 2886.956298828125)]","[(0, 1534.2015380859375), (1, 1703.7305908203125)]","[(0, 6027.583984375), (1, 6800.53515625)]","[(0, 5324.3642578125), (1, 5203.53076171875)]","[(0, 6370.14501953125), (1, 3802.169677734375)]","[(0, 3670.19189453125), (1, 3468.33251953125)]","[(0, 3475.64013671875), (1, 3562.91162109375)]","[(0, 1598.155517578125), (1, 1359.0050048828125)]","[(0, 2993.638671875), (1, 4610.37646484375)]","[(0, 3040.4306640625), (1, 3435.82275390625)]","[(0, 1560.3746337890625), (1, 1708.5582275390625)]"
9,"[(0, 1627.0062255859375), (1, 2310.38427734375)]","[(0, 1162.3531494140625), (1, 1270.295166015625)]","[(0, 4198.64404296875), (1, 4145.2626953125)]","[(0, 7743.02587890625), (1, 7473.501953125)]","[(0, 2405.894287109375), (1, 2101.04931640625)]","[(0, 3260.71142578125), (1, 3299.201171875)]","[(0, 4526.3330078125), (1, 4520.5048828125)]","[(0, 2214.711669921875), (1, 1986.6571044921875)]","[(0, 1847.47119140625), (1, 2394.170654296875)]","[(0, 3939.389404296875), (1, 2808.892333984375)]","[(0, 3212.33935546875), (1, 3486.54248046875)]"
10,"[(0, 1358.0255126953125), (1, 1831.849853515625)]","[(0, 835.5022583007812), (1, 784.0703735351562)]","[(0, 6864.4697265625), (1, 6543.1552734375)]","[(0, 3745.65087890625), (1, 3592.28759765625)]","[(0, 1679.33984375), (1, 1478.203857421875)]","[(0, 4406.64599609375), (1, 4299.9501953125)]","[(0, 7368.5546875), (1, 7614.517578125)]","[(0, 2233.872802734375), (1, 2150.012939453125)]","[(0, 3757.851806640625), (1, 3486.582275390625)]","[(0, 4663.15625), (1, 2957.52587890625)]","[(0, 2510.3955078125), (1, 2703.74169921875)]"
11,"[(0, 1427.4156494140625), (1, 1981.7391357421875)]","[(0, 686.4041137695312), (1, 635.3496704101562)]","[(0, 2124.936279296875), (1, 1832.048095703125)]","[(0, 4478.92724609375), (1, 4982.5244140625)]","[(0, 3156.03173828125), (1, 1951.7744140625)]","[(0, 6117.771484375), (1, 6081.0498046875)]","[(0, 7499.04638671875), (1, 7396.830078125)]","[(0, 2310.609130859375), (1, 1812.6832275390625)]","[(0, 1368.862060546875), (1, 2514.626953125)]","[(0, 2000.526611328125), (1, 1636.6392822265625)]","[(0, 2013.3548583984375), (1, 2172.86572265625)]"
12,"[(0, 1425.3431396484375), (1, 2001.0579833984375)]","[(0, 823.53759765625), (1, 1007.15478515625)]","[(0, 6938.61962890625), (1, 7985.69287109375)]","[(0, 5247.17431640625), (1, 5281.5341796875)]","[(0, 4078.700927734375), (1, 3561.27734375)]","[(0, 5841.3271484375), (1, 6101.5908203125)]","[(0, 8693.7470703125), (1, 8935.3173828125)]","[(0, 1783.589111328125), (1, 2028.6138916015625)]","[(0, 1955.7803955078125), (1, 2284.343017578125)]","[(0, 2804.847900390625), (1, 2682.8623046875)]","[(0, 2295.82421875), (1, 2373.7548828125)]"
13,"[(0, 1306.45263671875), (1, 1801.99853515625)]","[(0, 1167.921142578125), (1, 1655.55322265625)]","[(0, 4202.1494140625), (1, 3950.13330078125)]","[(0, 6690.3984375), (1, 6933.45361328125)]","[(0, 4083.60888671875), (1, 3471.026123046875)]","[(0, 6245.2255859375), (1, 6382.470703125)]","[(0, 4518.091796875), (1, 4553.00146484375)]","[(0, 1240.1123046875), (1, 1062.8583984375)]","[(0, 3081.902587890625), (1, 2455.379150390625)]","[(0, 4170.0244140625), (1, 4543.59765625)]","[(0, 2058.422119140625), (1, 2179.880859375)]"
