,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 865.3268432617188), (1, 972.5406494140625)]","[(0, 761.6063842773438), (1, 957.8427734375)]","[(0, 6743.0654296875), (1, 6465.216796875)]","[(0, 4061.265380859375), (1, 3614.080078125)]","[(0, 12198.0556640625), (1, 4993.4697265625)]","[(0, 7008.25537109375), (1, 7323.85791015625)]","[(0, 16742.220703125), (1, 21336.0)]","[(0, 1506.46435546875), (1, 1045.1710205078125)]","[(4, 68.216552734375), (3, 75.84844970703125), (1, 96.4788818359375), (5, 113.09230143229166), (0, 131.91869245256697), (2, 200.86480243389423)]","[(0, 5842.748046875), (1, 7366.54541015625)]","[(4, 56.39570719401042), (3, 69.52266148158482), (5, 85.4080059344952), (0, 93.0618387858073), (2, 104.35390403053977), (1, 138.33293269230768)]","[(0, 3909.478271484375), (1, 2892.34228515625)]","[(1, 456.0724431818182), (4, 495.03218217329544), (2, 577.07802734375), (5, 609.084130859375), (0, 676.609423828125), (3, 738.372802734375)]","[(0, 34992.5234375), (1, 29165.720703125)]"
1,"[(0, 1352.404052734375), (1, 1447.5247802734375)]","[(0, 1242.2530517578125), (1, 1671.135986328125)]","[(0, 2028.486083984375), (1, 1717.476318359375)]","[(0, 5230.11279296875), (1, 5562.978515625)]","[(0, 6559.11181640625), (1, 3603.033203125)]","[(0, 6803.87646484375), (1, 6101.40478515625)]","[(0, 9065.482421875), (1, 12730.98046875)]","[(0, 1426.8154296875), (1, 1035.150634765625)]","[(4, 251.7021484375), (1, 298.6475719105114), (5, 299.4994873046875), (3, 340.9985595703125), (2, 361.35146484375), (0, 421.4080078125)]","[(0, 2596.778076171875), (1, 2616.96875)]","[(4, 634.4154052734375), (1, 667.4034016927084), (2, 780.9555220170455), (5, 797.6361860795455), (0, 848.5846946022727), (3, 850.5413707386364)]","[(0, 1621.0379638671875), (1, 2057.329833984375)]","[(4, 142.98904418945312), (3, 198.91123046875), (5, 200.13162667410714), (1, 256.06883021763394), (2, 347.0555826822917), (0, 361.9616511418269)]","[(0, 3119.15283203125), (1, 3082.934326171875)]"
2,"[(0, 1493.44775390625), (1, 1521.2218017578125)]","[(0, 873.60205078125), (1, 1070.100341796875)]","[(0, 3280.9462890625), (1, 3291.92236328125)]","[(0, 3898.792236328125), (1, 4962.99462890625)]","[(0, 3392.2626953125), (1, 2730.76171875)]","[(0, 10575.7236328125), (1, 10600.806640625)]","[(0, 6302.791015625), (1, 5860.7177734375)]","[(0, 897.6834716796875), (1, 1016.5850219726562)]","[(1, 132.24244791666666), (2, 147.55902971540178), (4, 195.9794921875), (5, 219.3979695638021), (0, 303.35727163461536), (3, 486.58047762784093)]","[(0, 1982.2314453125), (1, 2086.89501953125)]","[(4, 191.40626743861608), (5, 252.5357462565104), (3, 291.49692007211536), (1, 297.91249593098956), (2, 429.32548828125), (0, 467.59952059659093)]","[(0, 5635.36376953125), (1, 3420.57763671875)]","[(1, 156.37263627485797), (4, 169.53260387073863), (2, 185.8066650390625), (5, 201.97474365234376), (0, 286.8531494140625), (3, 324.1794677734375)]","[(0, 4682.974609375), (1, 4800.70751953125)]"
3,"[(0, 1261.3343505859375), (1, 1446.7994384765625)]","[(0, 672.1543579101562), (1, 769.5070190429688)]","[(0, 24598.955078125), (1, 21921.015625)]","[(0, 8111.1787109375), (1, 12867.923828125)]","[(0, 3493.208740234375), (1, 3104.859619140625)]","[(0, 7096.4140625), (1, 8052.171875)]","[(0, 10182.65625), (1, 10986.2783203125)]","[(0, 8015.20556640625), (1, 4498.81201171875)]","[(4, 289.80746182528407), (1, 295.7760120738636), (5, 337.2685546875), (2, 343.2272705078125), (3, 384.3611083984375), (0, 388.2481689453125)]","[(0, 1272.7071533203125), (1, 1594.66162109375)]","[(2, 328.0151774088542), (4, 348.20999849759613), (5, 353.4651692708333), (1, 411.783203125), (0, 419.6378173828125), (3, 448.9297688802083)]","[(0, 2584.787353515625), (1, 1184.761474609375)]","[(4, 319.44802024147725), (1, 375.4796253551136), (5, 383.238134765625), (2, 438.894677734375), (3, 465.955517578125), (0, 532.60400390625)]","[(0, 26859.751953125), (1, 19246.796875)]"
4,"[(0, 1312.736572265625), (1, 1769.279541015625)]","[(0, 517.494384765625), (1, 462.4725341796875)]","[(0, 29586.8125), (1, 24069.099609375)]","[(0, 7558.755859375), (1, 9337.619140625)]","[(0, 10249.5126953125), (1, 6185.86083984375)]","[(0, 8417.0400390625), (1, 7355.08154296875)]","[(0, 9046.3271484375), (1, 8857.3310546875)]","[(0, 3565.756591796875), (1, 1630.0323486328125)]","[(3, 79.04656473795573), (4, 82.45803397042411), (0, 97.35884915865384), (1, 97.94368489583333), (5, 168.3039347330729), (2, 188.356201171875)]","[(0, 7634.20751953125), (1, 5943.48583984375)]","[(2, 213.67452298677884), (1, 217.5550537109375), (4, 300.1961200420673), (5, 311.66908772786456), (0, 372.070068359375), (3, 606.3983487215909)]","[(0, 616.3968505859375), (1, 655.1134643554688)]","[(1, 114.2236328125), (4, 125.56771850585938), (0, 169.15579659598214), (3, 182.45936802455358), (2, 212.85979352678572), (5, 235.50535365513392)]","[(0, 20530.19921875), (1, 15652.982421875)]"
5,"[(0, 1877.771240234375), (1, 2315.851806640625)]","[(0, 357.1063537597656), (1, 348.1501770019531)]","[(0, 8971.3154296875), (1, 8314.330078125)]","[(0, 6728.8046875), (1, 7126.125)]","[(0, 8573.25), (1, 5257.6630859375)]","[(0, 8747.00390625), (1, 9470.7734375)]","[(0, 9003.63671875), (1, 9468.5966796875)]","[(0, 3232.60400390625), (1, 2836.947265625)]","[(1, 183.71586470170453), (4, 185.63371138139203), (2, 193.04775390625), (5, 199.312451171875), (0, 262.9544921875), (3, 264.027734375)]","[(0, 2536.4375), (1, 1518.6727294921875)]","[(2, 86.55201134314903), (1, 112.26394217354911), (0, 112.4683125813802), (4, 124.97982083834134), (5, 150.93892415364584), (3, 225.45667613636363)]","[(0, 1394.3642578125), (1, 1193.1458740234375)]","[(4, 309.42270914713544), (5, 325.04287997159093), (1, 326.32159423828125), (2, 341.60953036221593), (3, 410.51784446022725), (0, 436.61740944602275)]","[(0, 3846.85986328125), (1, 4098.7353515625)]"
6,"[(0, 1201.9993896484375), (1, 1250.6553955078125)]","[(0, 1252.891357421875), (1, 2002.0516357421875)]","[(0, 4833.01953125), (1, 3711.220947265625)]","[(0, 3135.045166015625), (1, 4291.14306640625)]","[(0, 6514.30908203125), (1, 4836.11376953125)]","[(0, 7103.82861328125), (1, 6405.63671875)]","[(0, 11552.4345703125), (1, 12498.595703125)]","[(0, 1824.8394775390625), (1, 1281.5274658203125)]","[(4, 270.13075764973956), (1, 300.80332438151044), (5, 309.55435458096593), (2, 351.19180575284093), (3, 428.59326171875), (0, 489.7307794744318)]","[(0, 2116.85595703125), (1, 2165.070556640625)]","[(4, 174.01082938058036), (1, 230.29829915364584), (3, 247.77294921875), (5, 292.3515625), (0, 377.52010830965907), (2, 425.36943359375)]","[(0, 2808.171875), (1, 1661.669189453125)]","[(3, 123.59280598958334), (5, 154.79802594866072), (1, 157.019091796875), (4, 162.09173583984375), (0, 188.36710030691964), (2, 254.9578575721154)]","[(0, 30751.013671875), (1, 22665.986328125)]"
7,"[(0, 1385.2625732421875), (1, 1643.0479736328125)]","[(0, 2208.203369140625), (1, 3871.3896484375)]","[(0, 3299.37109375), (1, 2941.947265625)]","[(0, 17791.34765625), (1, 20844.455078125)]","[(0, 7691.64013671875), (1, 5422.2734375)]","[(0, 3962.735595703125), (1, 4555.9248046875)]","[(0, 10831.1767578125), (1, 11886.1162109375)]","[(0, 1966.5732421875), (1, 2337.842529296875)]","[(1, 138.7372589111328), (2, 140.87677408854168), (0, 175.52896554129464), (4, 201.97162737165178), (5, 220.87257737379807), (3, 257.08567301432294)]","[(0, 1895.6480712890625), (1, 1864.4976806640625)]","[(1, 629.2958984375), (2, 752.713330078125), (4, 790.3104580965909), (0, 871.406640625), (5, 967.7435546875), (3, 1091.0486328125)]","[(0, 1758.296630859375), (1, 3007.70654296875)]","[(1, 86.39150565011161), (4, 98.27253069196429), (2, 103.11194786658653), (5, 116.41087928185097), (0, 133.2825646033654), (3, 150.21540715144232)]","[(0, 29508.41796875), (1, 24619.234375)]"
8,"[(0, 2560.66796875), (1, 3216.39794921875)]","[(0, 1364.3792724609375), (1, 2102.951904296875)]","[(0, 9526.51953125), (1, 12111.5234375)]","[(0, 9872.9833984375), (1, 9917.2041015625)]","[(0, 8334.685546875), (1, 4887.994140625)]","[(0, 7148.908203125), (1, 6488.5224609375)]","[(0, 9226.2021484375), (1, 8914.5654296875)]","[(0, 1094.6279296875), (1, 857.53515625)]","[(2, 51.254764811197916), (1, 58.95397186279297), (5, 63.22787679036458), (4, 71.25872802734375), (0, 77.727978515625), (3, 94.72159016927084)]","[(0, 3815.034912109375), (1, 4114.02392578125)]","[(4, 69.24354553222656), (5, 99.65958949497768), (2, 106.19800743689903), (1, 108.91637369791667), (3, 144.29244559151786), (0, 174.218017578125)]","[(0, 3797.994873046875), (1, 2037.8651123046875)]","[(1, 59.757652282714844), (2, 65.57920328776042), (5, 71.15807233537946), (4, 74.45017903645834), (0, 141.08891078404017), (3, 176.82061298076923)]","[(0, 1613.5274658203125), (1, 1571.5572509765625)]"
9,"[(0, 1916.7398681640625), (1, 2352.548828125)]","[(0, 844.3570556640625), (1, 1092.145263671875)]","[(0, 4280.5283203125), (1, 4223.93798828125)]","[(0, 20501.96484375), (1, 18819.189453125)]","[(0, 4013.54052734375), (1, 3107.9052734375)]","[(0, 4572.0205078125), (1, 4475.66064453125)]","[(0, 13631.0341796875), (1, 13245.3359375)]","[(0, 2226.052001953125), (1, 1636.38330078125)]","[(1, 67.51668294270833), (2, 68.134521484375), (4, 96.24291120256696), (5, 100.25215970552884), (0, 150.2469200721154), (3, 236.45048014322916)]","[(0, 1743.679443359375), (1, 1923.5006103515625)]","[(4, 55.88859388563368), (3, 64.91192267922794), (5, 88.4729232788086), (0, 98.55937194824219), (1, 116.47610294117646), (2, 138.064111328125)]","[(0, 2428.88818359375), (1, 2597.0615234375)]","[(1, 72.50738089425224), (2, 98.19199782151442), (4, 109.96835561899039), (5, 152.5596923828125), (0, 178.83418782552084), (3, 299.58835671164775)]","[(0, 4729.92724609375), (1, 4602.96484375)]"
