,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 815.2482299804688), (1, 997.03759765625)]","[(0, 1197.41259765625), (1, 1204.8973388671875)]","[(0, 2659.23095703125), (1, 2753.748046875)]","[(0, 2032.9027099609375), (1, 2252.515380859375)]","[(0, 3936.576171875), (1, 2637.513916015625)]","[(0, 4271.18994140625), (1, 4347.1572265625)]","[(0, 6773.09228515625), (1, 7853.08935546875)]","[(0, 1590.50244140625), (1, 931.0667114257812)]","[(0, 2746.4423828125), (1, 3821.571044921875)]","[(0, 1953.80908203125), (1, 1865.3272705078125)]","[(0, 3115.25537109375), (1, 3167.831298828125)]"
1,"[(0, 1233.4547119140625), (1, 1700.4613037109375)]","[(0, 1673.6192626953125), (1, 1802.64404296875)]","[(0, 1629.4293212890625), (1, 1452.9580078125)]","[(0, 3324.906005859375), (1, 3472.340576171875)]","[(0, 4041.0517578125), (1, 2283.468505859375)]","[(0, 4262.60009765625), (1, 4181.046875)]","[(0, 5734.94873046875), (1, 6745.271484375)]","[(0, 1257.570068359375), (1, 755.0545654296875)]","[(0, 1852.9296875), (1, 1970.6376953125)]","[(0, 1223.424072265625), (1, 1896.4112548828125)]","[(0, 1828.5430908203125), (1, 2061.987060546875)]"
2,"[(0, 1195.95166015625), (1, 1527.6343994140625)]","[(0, 1319.3123779296875), (1, 1425.9034423828125)]","[(0, 1864.7955322265625), (1, 2014.244140625)]","[(0, 3648.875), (1, 4477.51806640625)]","[(0, 1958.7091064453125), (1, 1660.160400390625)]","[(0, 8006.984375), (1, 8302.5078125)]","[(0, 2726.669677734375), (1, 2727.6513671875)]","[(0, 880.39208984375), (1, 1019.9197998046875)]","[(0, 1904.7088623046875), (1, 1656.08544921875)]","[(0, 3179.735595703125), (1, 3427.71923828125)]","[(0, 2172.147705078125), (1, 2454.477783203125)]"
3,"[(0, 1477.0272216796875), (1, 2123.756103515625)]","[(0, 1358.72314453125), (1, 1405.1448974609375)]","[(0, 7008.6767578125), (1, 6239.71875)]","[(0, 4193.3662109375), (1, 4411.14111328125)]","[(0, 2117.60400390625), (1, 1751.3096923828125)]","[(0, 3801.9775390625), (1, 3875.4306640625)]","[(0, 4859.15966796875), (1, 5038.3583984375)]","[(0, 2556.085693359375), (1, 1944.5452880859375)]","[(0, 1152.737548828125), (1, 1549.734619140625)]","[(0, 2059.265380859375), (1, 1421.7266845703125)]","[(0, 2921.37255859375), (1, 2959.764892578125)]"
4,"[(0, 1103.3663330078125), (1, 1557.4368896484375)]","[(0, 793.5076293945312), (1, 717.03369140625)]","[(0, 5262.88037109375), (1, 5471.90869140625)]","[(0, 3620.669189453125), (1, 3906.310302734375)]","[(0, 4823.64501953125), (1, 2796.614501953125)]","[(0, 2939.54248046875), (1, 2769.23876953125)]","[(0, 3330.310546875), (1, 3379.066650390625)]","[(0, 1688.0128173828125), (1, 1600.2030029296875)]","[(0, 2047.9239501953125), (1, 3024.0458984375)]","[(0, 623.0784301757812), (1, 644.4652709960938)]","[(0, 2002.0230712890625), (1, 2050.599365234375)]"
5,"[(0, 1091.586669921875), (1, 1508.589111328125)]","[(0, 451.1905822753906), (1, 413.29962158203125)]","[(0, 3406.89111328125), (1, 3371.222412109375)]","[(0, 2787.38818359375), (1, 3216.24462890625)]","[(0, 5440.71875), (1, 3203.448974609375)]","[(0, 3408.80517578125), (1, 3568.573486328125)]","[(0, 4983.60302734375), (1, 4876.44287109375)]","[(0, 2132.729248046875), (1, 2255.38720703125)]","[(0, 1824.26611328125), (1, 2436.417724609375)]","[(0, 723.0590209960938), (1, 1043.5181884765625)]","[(0, 2529.9775390625), (1, 2895.038330078125)]"
6,"[(0, 1332.5845947265625), (1, 1737.842529296875)]","[(0, 953.6781616210938), (1, 1163.8472900390625)]","[(0, 1825.0030517578125), (1, 1917.567138671875)]","[(0, 3425.42822265625), (1, 3473.13525390625)]","[(0, 2803.978515625), (1, 2501.787841796875)]","[(0, 2543.472900390625), (1, 2422.185791015625)]","[(0, 8770.568359375), (1, 9513.0556640625)]","[(0, 1578.5048828125), (1, 1147.1756591796875)]","[(0, 2327.791015625), (1, 2105.89404296875)]","[(0, 2693.06982421875), (1, 2376.783447265625)]","[(0, 2581.72998046875), (1, 2648.37744140625)]"
7,"[(0, 1000.9780883789062), (1, 1392.43408203125)]","[(0, 1536.6431884765625), (1, 2080.2890625)]","[(0, 1966.15771484375), (1, 2175.138916015625)]","[(0, 6020.65576171875), (1, 6118.65234375)]","[(0, 3186.78173828125), (1, 2681.341552734375)]","[(0, 3454.9423828125), (1, 3724.542236328125)]","[(0, 6864.90185546875), (1, 7621.1787109375)]","[(0, 2475.490234375), (1, 2040.0574951171875)]","[(0, 1139.9239501953125), (1, 1740.343505859375)]","[(0, 1935.889404296875), (1, 2796.129150390625)]","[(0, 2910.57861328125), (1, 2944.23046875)]"
8,"[(0, 1714.0826416015625), (1, 2499.17333984375)]","[(0, 1260.7529296875), (1, 1419.59619140625)]","[(0, 5032.8740234375), (1, 5673.0234375)]","[(0, 4451.2998046875), (1, 4477.51806640625)]","[(0, 5302.93359375), (1, 3032.713134765625)]","[(0, 3513.82421875), (1, 3276.89404296875)]","[(0, 3234.679443359375), (1, 3261.70361328125)]","[(0, 1169.89208984375), (1, 1071.9036865234375)]","[(0, 2546.01025390625), (1, 4107.08935546875)]","[(0, 2351.262451171875), (1, 2638.179443359375)]","[(0, 1160.5648193359375), (1, 1285.0123291015625)]"
9,"[(0, 1340.649658203125), (1, 1928.48193359375)]","[(0, 926.0553588867188), (1, 1002.4620971679688)]","[(0, 3306.43017578125), (1, 3351.72509765625)]","[(0, 6728.31005859375), (1, 6494.10595703125)]","[(0, 1743.3468017578125), (1, 1491.26953125)]","[(0, 2778.799560546875), (1, 2759.0673828125)]","[(0, 4190.27587890625), (1, 4263.587890625)]","[(0, 1679.8515625), (1, 1327.739501953125)]","[(0, 1070.8441162109375), (1, 1776.3466796875)]","[(0, 3127.1708984375), (1, 2375.79296875)]","[(0, 2318.84619140625), (1, 2578.806640625)]"
