,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.228
island-adjunct,0.5
island-complex-np,0.384
island-wh,1.0
principle_a_command,0.476
principle_a_locality,0.386
question-formation_or,0.5
question-formation_rr,0.476
question-formation_sr,0.468
wanna,0.008
