,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 864.7625732421875), (1, 1010.1251831054688)]","[(0, 1046.8065185546875), (1, 1008.1021728515625)]","[(0, 2482.0986328125), (1, 2538.533203125)]","[(0, 1670.6954345703125), (1, 1738.1317138671875)]","[(0, 3380.44287109375), (1, 2019.518310546875)]","[(0, 4022.05078125), (1, 4361.8662109375)]","[(0, 5972.236328125), (1, 6891.330078125)]","[(0, 1084.080810546875), (1, 922.1064453125)]","[(0, 2592.666748046875), (1, 3050.834716796875)]","[(0, 1932.1304931640625), (1, 1523.08642578125)]","[(0, 3508.168701171875), (1, 3089.968994140625)]"
1,"[(0, 1328.7762451171875), (1, 1819.9462890625)]","[(0, 1387.6180419921875), (1, 1438.7564697265625)]","[(0, 1571.033447265625), (1, 1517.76416015625)]","[(0, 2716.2919921875), (1, 2671.266357421875)]","[(0, 2776.73583984375), (1, 1574.3302001953125)]","[(0, 4577.35595703125), (1, 4323.3759765625)]","[(0, 4675.8701171875), (1, 5071.9462890625)]","[(0, 1010.6594848632812), (1, 734.8743896484375)]","[(0, 1250.4609375), (1, 1116.2138671875)]","[(0, 1187.96044921875), (1, 1533.2705078125)]","[(0, 1670.9033203125), (1, 1573.9796142578125)]"
2,"[(0, 1270.063232421875), (1, 1677.8350830078125)]","[(0, 1232.602783203125), (1, 1262.15380859375)]","[(0, 1819.837646484375), (1, 1892.2974853515625)]","[(0, 2802.052490234375), (1, 2975.424072265625)]","[(0, 1306.572265625), (1, 1162.469482421875)]","[(0, 5898.76318359375), (1, 6463.12109375)]","[(0, 1945.055419921875), (1, 1853.204345703125)]","[(0, 675.7604370117188), (1, 832.2374267578125)]","[(0, 1281.6815185546875), (1, 1422.3572998046875)]","[(0, 3126.771240234375), (1, 3642.714111328125)]","[(0, 2138.41259765625), (1, 2050.033447265625)]"
3,"[(0, 1565.152587890625), (1, 2127.59375)]","[(0, 1232.1455078125), (1, 1236.2274169921875)]","[(0, 6108.775390625), (1, 6262.33056640625)]","[(0, 4366.8984375), (1, 4407.259765625)]","[(0, 1266.0772705078125), (1, 1155.5931396484375)]","[(0, 4635.13916015625), (1, 4912.21484375)]","[(0, 4599.01123046875), (1, 4954.20849609375)]","[(0, 2394.864990234375), (1, 2216.919921875)]","[(0, 617.6843872070312), (1, 974.275634765625)]","[(0, 1398.3885498046875), (1, 1197.3314208984375)]","[(0, 3534.72265625), (1, 3112.671875)]"
4,"[(0, 1299.656982421875), (1, 1569.2755126953125)]","[(0, 821.2173461914062), (1, 695.96044921875)]","[(0, 5872.6796875), (1, 5915.70361328125)]","[(0, 3786.472412109375), (1, 3895.30615234375)]","[(0, 4112.953125), (1, 2475.490234375)]","[(0, 3631.001220703125), (1, 3442.03076171875)]","[(0, 3276.334716796875), (1, 3204.212890625)]","[(0, 1501.517333984375), (1, 1240.242431640625)]","[(0, 1251.5406494140625), (1, 2161.30029296875)]","[(0, 515.205322265625), (1, 522.2822875976562)]","[(0, 2867.501708984375), (1, 2408.1025390625)]"
5,"[(0, 1078.4268798828125), (1, 1399.9658203125)]","[(0, 431.28564453125), (1, 371.61297607421875)]","[(0, 3085.052001953125), (1, 3092.120849609375)]","[(0, 2611.247314453125), (1, 2740.831298828125)]","[(0, 4783.17724609375), (1, 2880.01953125)]","[(0, 4279.72021484375), (1, 4593.6767578125)]","[(0, 4201.6083984375), (1, 4516.59228515625)]","[(0, 1575.9832763671875), (1, 1614.010009765625)]","[(0, 1422.777099609375), (1, 1446.40283203125)]","[(0, 875.7508544921875), (1, 1062.7447509765625)]","[(0, 1966.268310546875), (1, 1913.9398193359375)]"
6,"[(0, 1221.220947265625), (1, 1595.8953857421875)]","[(0, 1486.745361328125), (1, 1625.8917236328125)]","[(0, 1678.867431640625), (1, 1620.15234375)]","[(0, 2388.79296875), (1, 2669.34228515625)]","[(0, 2075.1064453125), (1, 1820.1571044921875)]","[(0, 3259.113525390625), (1, 3130.13671875)]","[(0, 6751.16650390625), (1, 7348.0849609375)]","[(0, 1176.528564453125), (1, 1028.180419921875)]","[(0, 2037.303466796875), (1, 1546.82958984375)]","[(0, 2521.324462890625), (1, 2127.2021484375)]","[(0, 3383.49072265625), (1, 2895.1240234375)]"
7,"[(0, 1169.4447021484375), (1, 1481.7266845703125)]","[(0, 2101.871337890625), (1, 2507.47412109375)]","[(0, 1445.9967041015625), (1, 1630.77783203125)]","[(0, 6179.4287109375), (1, 6219.8212890625)]","[(0, 2092.203857421875), (1, 1777.183837890625)]","[(0, 2337.968505859375), (1, 2839.0419921875)]","[(0, 5559.45166015625), (1, 6072.478515625)]","[(0, 1722.6435546875), (1, 1913.75341796875)]","[(0, 751.7430419921875), (1, 830.0877075195312)]","[(0, 1729.21923828125), (1, 2031.767822265625)]","[(0, 3091.770263671875), (1, 2590.836181640625)]"
8,"[(0, 1817.6365966796875), (1, 2388.839599609375)]","[(0, 1560.68408203125), (1, 1772.0430908203125)]","[(0, 4727.771484375), (1, 4472.7763671875)]","[(0, 4096.515625), (1, 4109.333984375)]","[(0, 3901.80517578125), (1, 2316.304443359375)]","[(0, 3630.565185546875), (1, 3095.71484375)]","[(0, 3152.939208984375), (1, 2965.59375)]","[(0, 877.5943603515625), (1, 894.58642578125)]","[(0, 2352.976318359375), (1, 3019.472412109375)]","[(0, 2015.266357421875), (1, 1804.072265625)]","[(0, 1086.03662109375), (1, 1024.224609375)]"
9,"[(0, 1469.9625244140625), (1, 1886.7266845703125)]","[(0, 1099.4678955078125), (1, 1154.15869140625)]","[(0, 2515.3681640625), (1, 2422.73681640625)]","[(0, 6101.50341796875), (1, 6309.86376953125)]","[(0, 1311.583984375), (1, 1162.3187255859375)]","[(0, 2671.784912109375), (1, 2483.6826171875)]","[(0, 3852.08056640625), (1, 4056.817626953125)]","[(0, 1416.402587890625), (1, 1125.630126953125)]","[(0, 601.7891235351562), (1, 1017.9937744140625)]","[(0, 3006.26416015625), (1, 1962.2791748046875)]","[(0, 2220.626220703125), (1, 2164.08984375)]"
