,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 875.6171875), (1, 1063.0909423828125)]","[(0, 1316.63134765625), (1, 1322.626953125)]","[(0, 2847.028076171875), (1, 2942.581298828125)]","[(0, 2199.257568359375), (1, 2412.41943359375)]","[(0, 4085.887451171875), (1, 2860.5107421875)]","[(0, 4402.416015625), (1, 4452.9638671875)]","[(0, 6857.28515625), (1, 8011.58251953125)]","[(0, 1741.2076416015625), (1, 1036.6160888671875)]","[(0, 3026.209716796875), (1, 4325.537109375)]","[(0, 2054.067626953125), (1, 2037.6162109375)]","[(0, 3226.139404296875), (1, 3292.18310546875)]"
1,"[(0, 1326.222900390625), (1, 1807.3270263671875)]","[(0, 1832.25341796875), (1, 1963.998046875)]","[(0, 1765.865234375), (1, 1596.035400390625)]","[(0, 3603.576171875), (1, 3764.36181640625)]","[(0, 4358.13671875), (1, 2497.89111328125)]","[(0, 4356.63232421875), (1, 4307.56396484375)]","[(0, 5768.34765625), (1, 6817.43798828125)]","[(0, 1360.8704833984375), (1, 892.4769287109375)]","[(0, 1961.4710693359375), (1, 2310.996826171875)]","[(0, 1374.479736328125), (1, 2058.7568359375)]","[(0, 2056.01953125), (1, 2317.3076171875)]"
2,"[(0, 1239.726806640625), (1, 1568.816162109375)]","[(0, 1435.315185546875), (1, 1545.915283203125)]","[(0, 2093.701904296875), (1, 2236.396728515625)]","[(0, 3994.859619140625), (1, 4828.93798828125)]","[(0, 2220.168701171875), (1, 1885.10986328125)]","[(0, 8190.74658203125), (1, 8450.716796875)]","[(0, 2905.51025390625), (1, 2917.760009765625)]","[(0, 1041.5008544921875), (1, 1139.0865478515625)]","[(0, 2192.898193359375), (1, 1968.7376708984375)]","[(0, 3498.3330078125), (1, 3700.80908203125)]","[(0, 2271.6083984375), (1, 2563.327392578125)]"
3,"[(0, 1520.678466796875), (1, 2153.8681640625)]","[(0, 1488.5087890625), (1, 1536.3603515625)]","[(0, 7227.515625), (1, 6468.8740234375)]","[(0, 4558.78466796875), (1, 4750.73193359375)]","[(0, 2386.333740234375), (1, 1974.198486328125)]","[(0, 3860.66455078125), (1, 3907.621826171875)]","[(0, 4897.41015625), (1, 5047.80908203125)]","[(0, 2828.084228515625), (1, 2069.326171875)]","[(0, 1340.8121337890625), (1, 1709.8646240234375)]","[(0, 2202.7568359375), (1, 1545.1685791015625)]","[(0, 3142.40869140625), (1, 3184.40576171875)]"
4,"[(0, 1154.59521484375), (1, 1606.3035888671875)]","[(0, 885.117919921875), (1, 802.4191284179688)]","[(0, 5617.9404296875), (1, 5812.71337890625)]","[(0, 3815.158447265625), (1, 4059.070068359375)]","[(0, 5097.36474609375), (1, 2996.11474609375)]","[(0, 3059.476318359375), (1, 2903.95068359375)]","[(0, 3410.91259765625), (1, 3475.553955078125)]","[(0, 1813.1146240234375), (1, 1765.2506103515625)]","[(0, 2341.50048828125), (1, 3274.310546875)]","[(0, 674.5390014648438), (1, 705.9413452148438)]","[(0, 2076.608154296875), (1, 2147.614501953125)]"
5,"[(0, 1168.7178955078125), (1, 1599.923828125)]","[(0, 518.5972900390625), (1, 475.79156494140625)]","[(0, 3656.584228515625), (1, 3631.80810546875)]","[(0, 2997.000732421875), (1, 3420.7177734375)]","[(0, 5791.99609375), (1, 3441.423828125)]","[(0, 3675.330322265625), (1, 3819.07177734375)]","[(0, 5011.73291015625), (1, 4866.17138671875)]","[(0, 2287.56640625), (1, 2415.671142578125)]","[(0, 2126.684814453125), (1, 2911.747314453125)]","[(0, 812.0671997070312), (1, 1124.8253173828125)]","[(0, 2714.3134765625), (1, 3112.805419921875)]"
6,"[(0, 1425.73681640625), (1, 1844.69482421875)]","[(0, 1036.024658203125), (1, 1246.935546875)]","[(0, 1905.9434814453125), (1, 2068.145263671875)]","[(0, 3791.241943359375), (1, 3826.25732421875)]","[(0, 3024.285400390625), (1, 2711.128662109375)]","[(0, 2697.636474609375), (1, 2585.9091796875)]","[(0, 8495.2314453125), (1, 9180.341796875)]","[(0, 1784.1044921875), (1, 1233.4736328125)]","[(0, 2517.56640625), (1, 2341.836669921875)]","[(0, 2805.89501953125), (1, 2564.985595703125)]","[(0, 2644.576416015625), (1, 2695.6650390625)]"
7,"[(0, 1051.377685546875), (1, 1447.9210205078125)]","[(0, 1646.4525146484375), (1, 2187.78662109375)]","[(0, 2165.5009765625), (1, 2378.56103515625)]","[(0, 6295.02392578125), (1, 6397.08984375)]","[(0, 3452.906982421875), (1, 2917.611083984375)]","[(0, 3846.937255859375), (1, 4106.45458984375)]","[(0, 6764.62353515625), (1, 7441.29833984375)]","[(0, 2655.381591796875), (1, 2187.553955078125)]","[(0, 1311.3388671875), (1, 1968.6700439453125)]","[(0, 2104.333251953125), (1, 3202.29443359375)]","[(0, 3090.588134765625), (1, 3138.4853515625)]"
8,"[(0, 1797.1700439453125), (1, 2595.205810546875)]","[(0, 1352.9219970703125), (1, 1513.5911865234375)]","[(0, 5375.158203125), (1, 6053.73828125)]","[(0, 4720.22119140625), (1, 4698.64501953125)]","[(0, 5631.66748046875), (1, 3272.109619140625)]","[(0, 3539.786376953125), (1, 3315.678955078125)]","[(0, 3335.8125), (1, 3376.91796875)]","[(0, 1308.855712890625), (1, 1168.0396728515625)]","[(0, 2724.102783203125), (1, 4290.29541015625)]","[(0, 2584.61474609375), (1, 2873.025390625)]","[(0, 1286.4296875), (1, 1422.9412841796875)]"
9,"[(0, 1420.7635498046875), (1, 2020.9854736328125)]","[(0, 1013.7431030273438), (1, 1100.3511962890625)]","[(0, 3619.208984375), (1, 3624.26904296875)]","[(0, 7046.5166015625), (1, 6795.12890625)]","[(0, 1957.936767578125), (1, 1688.468505859375)]","[(0, 2958.3369140625), (1, 2951.50048828125)]","[(0, 4297.9208984375), (1, 4352.30517578125)]","[(0, 1876.4169921875), (1, 1559.283447265625)]","[(0, 1297.7552490234375), (1, 1971.3577880859375)]","[(0, 3405.39990234375), (1, 2538.376953125)]","[(0, 2591.287109375), (1, 2868.97314453125)]"
