,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 3183.576904296875), (1, 3725.103271484375)]","[(0, 3599.684814453125), (1, 3612.984130859375)]","[(0, 6355.55126953125), (1, 6268.95751953125)]","[(0, 6030.056640625), (1, 6059.53759765625)]","[(0, 7538.857421875), (1, 8931.3798828125)]","[(0, 6774.28125), (1, 6659.49365234375)]","[(0, 8384.9599609375), (1, 9605.248046875)]","[(0, 3892.428466796875), (1, 2292.525146484375)]","[(0, 5652.97607421875), (1, 8528.85546875)]","[(0, 3750.7802734375), (1, 5179.2421875)]","[(0, 6176.123046875), (1, 7892.57470703125)]"
1,"[(0, 4452.14453125), (1, 5585.7373046875)]","[(0, 4115.91162109375), (1, 4294.9912109375)]","[(0, 4128.45654296875), (1, 4007.67724609375)]","[(0, 9509.8349609375), (1, 9958.83984375)]","[(0, 11017.83984375), (1, 7440.1845703125)]","[(0, 5763.416015625), (1, 5970.31689453125)]","[(0, 7906.783203125), (1, 9296.5068359375)]","[(0, 3253.833984375), (1, 3170.260986328125)]","[(0, 3818.5), (1, 7776.57177734375)]","[(0, 3252.552734375), (1, 4818.35302734375)]","[(0, 5860.03564453125), (1, 5742.0849609375)]"
2,"[(0, 3944.776611328125), (1, 4569.61865234375)]","[(0, 3473.3505859375), (1, 3683.302490234375)]","[(0, 6001.7666015625), (1, 6310.04443359375)]","[(0, 9274.943359375), (1, 9873.822265625)]","[(0, 11832.06640625), (1, 10615.8701171875)]","[(0, 10309.9306640625), (1, 10359.9013671875)]","[(0, 6368.07373046875), (1, 6486.28271484375)]","[(0, 4159.62158203125), (1, 3307.584228515625)]","[(0, 3296.584716796875), (1, 3210.492431640625)]","[(0, 8264.337890625), (1, 6058.47998046875)]","[(0, 4422.64892578125), (1, 4489.13037109375)]"
3,"[(0, 2710.25390625), (1, 3485.86767578125)]","[(0, 3376.009765625), (1, 3365.562255859375)]","[(0, 11699.998046875), (1, 10915.4404296875)]","[(0, 11825.0283203125), (1, 12220.4580078125)]","[(0, 12329.3251953125), (1, 10951.8935546875)]","[(0, 4912.78662109375), (1, 4891.56640625)]","[(0, 6542.818359375), (1, 6598.52490234375)]","[(0, 3977.02392578125), (1, 3893.036865234375)]","[(0, 2720.631591796875), (1, 4230.9609375)]","[(0, 4563.6259765625), (1, 3167.139404296875)]","[(0, 8214.1513671875), (1, 10924.4892578125)]"
4,"[(0, 4079.04296875), (1, 5357.70703125)]","[(0, 2476.38623046875), (1, 2385.93212890625)]","[(0, 13736.490234375), (1, 13426.7451171875)]","[(0, 8680.142578125), (1, 8576.5048828125)]","[(0, 11994.177734375), (1, 8176.32421875)]","[(0, 5086.79296875), (1, 5013.109375)]","[(0, 4035.324951171875), (1, 4082.296630859375)]","[(0, 3862.04150390625), (1, 3375.65576171875)]","[(0, 3709.458740234375), (1, 6768.31396484375)]","[(0, 1399.93310546875), (1, 1842.1588134765625)]","[(0, 4423.75390625), (1, 6084.9541015625)]"
5,"[(0, 3991.35986328125), (1, 5288.43408203125)]","[(0, 2475.00048828125), (1, 2249.537841796875)]","[(0, 9730.0458984375), (1, 10461.2587890625)]","[(0, 7947.87939453125), (1, 8455.46484375)]","[(0, 12203.6416015625), (1, 8161.4052734375)]","[(0, 9026.6865234375), (1, 8919.4892578125)]","[(0, 5307.4013671875), (1, 5086.85107421875)]","[(0, 4414.5791015625), (1, 4228.84716796875)]","[(0, 4505.61328125), (1, 4330.68408203125)]","[(0, 2891.499755859375), (1, 3002.931640625)]","[(0, 6386.98876953125), (1, 6709.81103515625)]"
6,"[(0, 4428.91650390625), (1, 5300.38525390625)]","[(0, 2923.928466796875), (1, 3298.043701171875)]","[(0, 3554.233642578125), (1, 4125.94921875)]","[(0, 11138.107421875), (1, 11177.5634765625)]","[(0, 7761.072265625), (1, 7244.1669921875)]","[(0, 5980.40869140625), (1, 5990.7353515625)]","[(0, 7534.83251953125), (1, 7950.21435546875)]","[(0, 5382.36572265625), (1, 2722.54443359375)]","[(0, 4616.32470703125), (1, 4048.110595703125)]","[(0, 4839.10302734375), (1, 4192.08642578125)]","[(0, 5664.39501953125), (1, 6972.18408203125)]"
7,"[(0, 2784.658447265625), (1, 3570.445556640625)]","[(0, 3404.00048828125), (1, 4160.57373046875)]","[(0, 6582.57958984375), (1, 6692.66455078125)]","[(0, 13906.658203125), (1, 14582.951171875)]","[(0, 9046.8701171875), (1, 7972.931640625)]","[(0, 9767.2431640625), (1, 10208.1025390625)]","[(0, 6697.50390625), (1, 7191.71435546875)]","[(0, 3465.588134765625), (1, 3111.357177734375)]","[(0, 3737.109130859375), (1, 4822.33837890625)]","[(0, 3197.03662109375), (1, 7142.3388671875)]","[(0, 6548.66748046875), (1, 8899.9638671875)]"
8,"[(0, 3406.66357421875), (1, 4597.64306640625)]","[(0, 2982.365478515625), (1, 3171.86083984375)]","[(0, 9998.28515625), (1, 11233.421875)]","[(0, 11994.6240234375), (1, 10951.037109375)]","[(0, 13812.2060546875), (1, 9529.1728515625)]","[(0, 4317.33984375), (1, 4117.548828125)]","[(0, 4108.3505859375), (1, 4161.91552734375)]","[(0, 3133.0126953125), (1, 3002.659423828125)]","[(0, 3545.627685546875), (1, 4556.2724609375)]","[(0, 4220.07275390625), (1, 5032.8642578125)]","[(0, 4050.396484375), (1, 3852.113525390625)]"
9,"[(0, 4527.0712890625), (1, 6305.5986328125)]","[(0, 2343.718017578125), (1, 2534.9912109375)]","[(0, 8627.177734375), (1, 8147.4072265625)]","[(0, 14425.5947265625), (1, 14064.2255859375)]","[(0, 9016.216796875), (1, 8487.3359375)]","[(0, 4171.9375), (1, 4245.1552734375)]","[(0, 5297.63134765625), (1, 5185.42431640625)]","[(0, 3503.0869140625), (1, 3191.215576171875)]","[(0, 4203.81640625), (1, 4914.69384765625)]","[(0, 5452.76953125), (1, 3565.08349609375)]","[(0, 7468.75634765625), (1, 7160.55517578125)]"
10,"[(0, 2590.79296875), (1, 3153.323974609375)]","[(0, 2092.318359375), (1, 2030.8892822265625)]","[(0, 10033.244140625), (1, 9643.744140625)]","[(0, 11664.3798828125), (1, 10107.693359375)]","[(0, 7487.76220703125), (1, 7136.265625)]","[(0, 9416.7177734375), (1, 8945.4892578125)]","[(0, 6739.484375), (1, 7057.89599609375)]","[(0, 4595.0966796875), (1, 4228.47607421875)]","[(0, 4998.6396484375), (1, 6158.6015625)]","[(0, 9089.193359375), (1, 5901.12109375)]","[(0, 5050.85205078125), (1, 7487.791015625)]"
11,"[(0, 3444.77294921875), (1, 4437.38916015625)]","[(0, 1895.4013671875), (1, 1782.2313232421875)]","[(0, 5941.65576171875), (1, 5931.1083984375)]","[(0, 9633.5126953125), (1, 9666.265625)]","[(0, 7969.98193359375), (1, 5599.208984375)]","[(0, 7413.40478515625), (1, 7396.80908203125)]","[(0, 7239.6845703125), (1, 7170.3271484375)]","[(0, 3848.84521484375), (1, 2483.0859375)]","[(0, 2363.96142578125), (1, 6030.677734375)]","[(0, 3547.03125), (1, 2698.9951171875)]","[(0, 4308.9404296875), (1, 6274.3583984375)]"
12,"[(0, 2864.951416015625), (1, 3922.620361328125)]","[(0, 2785.249267578125), (1, 3085.657958984375)]","[(0, 10941.2138671875), (1, 13061.48046875)]","[(0, 13244.994140625), (1, 13124.849609375)]","[(0, 9581.423828125), (1, 8793.0888671875)]","[(0, 8710.2861328125), (1, 9285.0234375)]","[(0, 8988.4521484375), (1, 9022.796875)]","[(0, 3555.088134765625), (1, 3734.091552734375)]","[(0, 5669.8212890625), (1, 5046.73095703125)]","[(0, 4204.14111328125), (1, 4006.679931640625)]","[(0, 4313.77587890625), (1, 5782.767578125)]"
13,"[(0, 3033.468017578125), (1, 4002.97900390625)]","[(0, 2907.40478515625), (1, 3733.9990234375)]","[(0, 9434.9833984375), (1, 8128.1142578125)]","[(0, 12551.35546875), (1, 13158.2236328125)]","[(0, 9277.3759765625), (1, 8371.6494140625)]","[(0, 8666.2880859375), (1, 9099.80078125)]","[(0, 5370.72607421875), (1, 5504.00732421875)]","[(0, 2962.82470703125), (1, 3065.63916015625)]","[(0, 4439.05224609375), (1, 3634.957763671875)]","[(0, 6964.9267578125), (1, 5989.4384765625)]","[(0, 5140.75537109375), (1, 4821.060546875)]"
14,"[(0, 2693.722412109375), (1, 3607.300048828125)]","[(0, 2863.47216796875), (1, 3100.013427734375)]","[(0, 3793.310791015625), (1, 4000.94091796875)]","[(0, 14555.2734375), (1, 15349.8310546875)]","[(0, 10544.6845703125), (1, 7628.86572265625)]","[(0, 6869.0927734375), (1, 6873.64111328125)]","[(0, 4092.411865234375), (1, 4362.8818359375)]","[(0, 2501.494384765625), (1, 2875.352783203125)]","[(0, 3995.659912109375), (1, 6494.22998046875)]","[(0, 6056.45263671875), (1, 6429.81787109375)]","[(0, 4540.57421875), (1, 6410.37841796875)]"
15,"[(0, 2976.668212890625), (1, 3704.506103515625)]","[(0, 2614.031494140625), (1, 2778.635009765625)]","[(0, 4009.259765625), (1, 3892.39111328125)]","[(0, 7437.62353515625), (1, 7420.4140625)]","[(0, 8767.75), (1, 8666.2802734375)]","[(0, 8122.3408203125), (1, 8109.0751953125)]","[(0, 5617.00830078125), (1, 5458.08740234375)]","[(0, 2908.458740234375), (1, 5264.0)]","[(0, 4492.07275390625), (1, 3765.636474609375)]","[(0, 3670.09033203125), (1, 2928.745361328125)]","[(0, 2816.54541015625), (1, 2802.911865234375)]"
16,"[(0, 2971.098388671875), (1, 3790.562255859375)]","[(0, 2325.76611328125), (1, 2137.90576171875)]","[(0, 8609.3994140625), (1, 7756.2998046875)]","[(0, 10529.892578125), (1, 10892.791015625)]","[(0, 5822.98388671875), (1, 5136.66845703125)]","[(0, 7475.5048828125), (1, 7582.140625)]","[(0, 6792.109375), (1, 7190.85009765625)]","[(0, 6864.01806640625), (1, 4590.26953125)]","[(0, 2679.810302734375), (1, 3830.1416015625)]","[(0, 4599.638671875), (1, 5734.96484375)]","[(0, 5307.33544921875), (1, 5326.5986328125)]"
17,"[(0, 1941.39990234375), (1, 2505.9833984375)]","[(0, 2309.37646484375), (1, 2216.277587890625)]","[(0, 8326.7958984375), (1, 8523.7490234375)]","[(0, 7347.48193359375), (1, 7220.64013671875)]","[(0, 5393.19189453125), (1, 4743.873046875)]","[(0, 6290.6669921875), (1, 6391.412109375)]","[(0, 7273.587890625), (1, 7666.12646484375)]","[(0, 3884.792724609375), (1, 3473.4169921875)]","[(0, 5738.5869140625), (1, 5435.01904296875)]","[(0, 5203.83349609375), (1, 4885.3564453125)]","[(0, 5743.79931640625), (1, 8248.345703125)]"
18,"[(0, 3042.800537109375), (1, 4041.37939453125)]","[(0, 2854.086669921875), (1, 3424.556396484375)]","[(0, 7073.306640625), (1, 7407.49658203125)]","[(0, 9820.697265625), (1, 7523.9755859375)]","[(0, 14044.6171875), (1, 10138.48046875)]","[(0, 8317.3359375), (1, 8381.05078125)]","[(0, 8179.1318359375), (1, 9561.8720703125)]","[(0, 4161.37548828125), (1, 4920.16162109375)]","[(0, 11653.8388671875), (1, 5227.1064453125)]","[(0, 4486.541015625), (1, 3474.284912109375)]","[(0, 3324.50341796875), (1, 3398.483154296875)]"
19,"[(0, 2658.92138671875), (1, 3407.316650390625)]","[(0, 3088.4873046875), (1, 4106.1220703125)]","[(0, 10197.6513671875), (1, 9388.9638671875)]","[(0, 7075.17529296875), (1, 7718.94677734375)]","[(0, 5504.37451171875), (1, 5258.876953125)]","[(0, 6395.009765625), (1, 6525.44482421875)]","[(0, 5147.50537109375), (1, 6465.599609375)]","[(0, 4241.44873046875), (1, 4764.7841796875)]","[(0, 2544.59375), (1, 2349.180419921875)]","[(0, 4906.02587890625), (1, 4073.55419921875)]","[(0, 4474.7431640625), (1, 6224.78857421875)]"
20,"[(0, 2409.280029296875), (1, 2917.342529296875)]","[(0, 2837.64404296875), (1, 3319.345947265625)]","[(0, 14168.0869140625), (1, 13808.505859375)]","[(0, 8968.201171875), (1, 8793.0888671875)]","[(0, 12637.9677734375), (1, 9932.140625)]","[(0, 7911.4599609375), (1, 7889.23291015625)]","[(0, 6520.400390625), (1, 6370.16943359375)]","[(0, 4363.32275390625), (1, 4421.91064453125)]","[(0, 3814.467041015625), (1, 3391.441162109375)]","[(0, 3721.7158203125), (1, 2617.791259765625)]","[(0, 5195.9091796875), (1, 6315.630859375)]"
21,"[(0, 4621.0283203125), (1, 5476.56005859375)]","[(0, 2752.49560546875), (1, 2942.878662109375)]","[(0, 6183.86181640625), (1, 6002.0693359375)]","[(0, 8570.1689453125), (1, 9082.4169921875)]","[(0, 6120.06494140625), (1, 5630.5986328125)]","[(0, 7911.28564453125), (1, 7874.3125)]","[(0, 10526.2373046875), (1, 10372.49609375)]","[(0, 2508.558837890625), (1, 2450.242431640625)]","[(0, 6198.96533203125), (1, 3667.91064453125)]","[(0, 3665.871826171875), (1, 6441.841796875)]","[(0, 5316.87451171875), (1, 7292.73046875)]"
22,"[(0, 3466.65576171875), (1, 4533.806640625)]","[(0, 2517.7705078125), (1, 2434.478271484375)]","[(0, 7371.47119140625), (1, 6969.69091796875)]","[(0, 13277.5732421875), (1, 14156.080078125)]","[(0, 11218.0048828125), (1, 8083.92626953125)]","[(0, 6891.888671875), (1, 6761.34033203125)]","[(0, 8260.8154296875), (1, 8736.375)]","[(0, 2717.748046875), (1, 3593.695556640625)]","[(0, 4194.07763671875), (1, 3718.884765625)]","[(0, 4444.45361328125), (1, 5562.93603515625)]","[(0, 3755.906005859375), (1, 3513.90771484375)]"
23,"[(0, 4145.81640625), (1, 5261.90673828125)]","[(0, 3366.994140625), (1, 3592.92138671875)]","[(0, 5419.48681640625), (1, 5448.9697265625)]","[(0, 12335.6181640625), (1, 12309.3642578125)]","[(0, 6355.4296875), (1, 6001.5546875)]","[(0, 8715.9453125), (1, 8535.4951171875)]","[(0, 8102.0947265625), (1, 10211.6748046875)]","[(0, 3919.793212890625), (1, 3196.55810546875)]","[(0, 3861.7431640625), (1, 3242.382080078125)]","[(0, 2130.019775390625), (1, 2789.205810546875)]","[(0, 5774.44091796875), (1, 7548.583984375)]"
24,"[(0, 3072.555419921875), (1, 3841.056884765625)]","[(0, 3834.958984375), (1, 4273.48779296875)]","[(0, 9855.7880859375), (1, 10229.5126953125)]","[(0, 6984.82861328125), (1, 7350.6357421875)]","[(0, 9043.3505859375), (1, 7196.13916015625)]","[(0, 6096.70458984375), (1, 5974.001953125)]","[(0, 3640.5400390625), (1, 3609.488525390625)]","[(0, 3934.50830078125), (1, 4926.82470703125)]","[(0, 4044.18212890625), (1, 4468.19775390625)]","[(0, 2718.311767578125), (1, 5044.58935546875)]","[(0, 4484.41064453125), (1, 6476.763671875)]"
25,"[(0, 2688.33544921875), (1, 3633.7900390625)]","[(0, 3559.759521484375), (1, 3599.595458984375)]","[(0, 12200.5107421875), (1, 12777.541015625)]","[(0, 15096.2109375), (1, 13699.03515625)]","[(0, 6038.27978515625), (1, 4504.41845703125)]","[(0, 4614.90283203125), (1, 4715.30810546875)]","[(0, 5166.85400390625), (1, 5041.251953125)]","[(0, 3500.511962890625), (1, 7852.0263671875)]","[(0, 6327.2724609375), (1, 4276.07275390625)]","[(0, 7665.0810546875), (1, 4031.459228515625)]","[(0, 5896.09765625), (1, 8689.759765625)]"
26,"[(0, 3611.313232421875), (1, 4481.01611328125)]","[(0, 2734.469970703125), (1, 2702.91796875)]","[(0, 11794.2822265625), (1, 11737.0107421875)]","[(0, 11641.3203125), (1, 11167.7724609375)]","[(0, 8491.2705078125), (1, 6234.9599609375)]","[(0, 5439.71728515625), (1, 5277.5869140625)]","[(0, 5853.3388671875), (1, 5627.8125)]","[(0, 4716.9091796875), (1, 3564.746826171875)]","[(0, 4736.02099609375), (1, 3513.870849609375)]","[(0, 2841.77392578125), (1, 2171.856689453125)]","[(0, 5852.03271484375), (1, 8073.47119140625)]"
27,"[(0, 2908.160400390625), (1, 3591.030517578125)]","[(0, 2076.718017578125), (1, 1933.51123046875)]","[(0, 9045.8876953125), (1, 9008.884765625)]","[(0, 12291.6865234375), (1, 12703.8134765625)]","[(0, 7223.326171875), (1, 6644.953125)]","[(0, 6445.68896484375), (1, 6688.03173828125)]","[(0, 6040.6240234375), (1, 5839.07177734375)]","[(0, 3903.90087890625), (1, 5500.685546875)]","[(0, 4429.96435546875), (1, 4769.5712890625)]","[(0, 4097.31298828125), (1, 4196.169921875)]","[(0, 4229.541015625), (1, 4205.45263671875)]"
28,"[(0, 2798.38623046875), (1, 3778.2158203125)]","[(0, 2767.787841796875), (1, 2975.663818359375)]","[(0, 3703.61572265625), (1, 4186.92822265625)]","[(0, 9099.349609375), (1, 8951.095703125)]","[(0, 7251.47265625), (1, 6436.861328125)]","[(0, 7066.83984375), (1, 7303.58837890625)]","[(0, 7068.83544921875), (1, 7893.8916015625)]","[(0, 3405.984619140625), (1, 3749.39990234375)]","[(0, 2769.43017578125), (1, 3315.80224609375)]","[(0, 3958.645263671875), (1, 3024.763916015625)]","[(0, 6096.00146484375), (1, 8132.27734375)]"
