,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 812.986572265625), (1, 995.1728515625)]","[(0, 1193.1168212890625), (1, 1200.722412109375)]","[(0, 2650.488525390625), (1, 2744.2392578125)]","[(0, 2020.2291259765625), (1, 2239.50537109375)]","[(0, 3925.04150390625), (1, 2624.03125)]","[(0, 4259.876953125), (1, 4336.86279296875)]","[(0, 6758.677734375), (1, 7836.4658203125)]","[(0, 1584.55615234375), (1, 927.4615478515625)]","[(0, 2736.869140625), (1, 3797.68701171875)]","[(0, 1948.836669921875), (1, 1857.4774169921875)]","[(0, 3107.155517578125), (1, 3159.802490234375)]"
1,"[(0, 1231.161865234375), (1, 1699.4400634765625)]","[(0, 1667.166015625), (1, 1795.9912109375)]","[(0, 1621.2335205078125), (1, 1444.6741943359375)]","[(0, 3306.291259765625), (1, 3452.916748046875)]","[(0, 4018.990966796875), (1, 2269.674560546875)]","[(0, 4255.3212890625), (1, 4172.28369140625)]","[(0, 5725.8603515625), (1, 6733.79248046875)]","[(0, 1251.868896484375), (1, 748.9693603515625)]","[(0, 1846.2049560546875), (1, 1953.94970703125)]","[(0, 1218.018310546875), (1, 1889.0736083984375)]","[(0, 1817.341064453125), (1, 2051.875732421875)]"
2,"[(0, 1195.983154296875), (1, 1529.1102294921875)]","[(0, 1315.2603759765625), (1, 1421.68310546875)]","[(0, 1853.3184814453125), (1, 2002.829833984375)]","[(0, 3627.22900390625), (1, 4453.4736328125)]","[(0, 1944.1058349609375), (1, 1648.0618896484375)]","[(0, 7986.61474609375), (1, 8283.2900390625)]","[(0, 2712.3857421875), (1, 2712.634033203125)]","[(0, 872.8038330078125), (1, 1012.8323364257812)]","[(0, 1897.46044921875), (1, 1646.385009765625)]","[(0, 3164.705810546875), (1, 3417.082275390625)]","[(0, 2164.6474609375), (1, 2447.4677734375)]"
3,"[(0, 1476.1295166015625), (1, 2125.17236328125)]","[(0, 1354.1593017578125), (1, 1400.6475830078125)]","[(0, 6990.033203125), (1, 6221.5009765625)]","[(0, 4172.33544921875), (1, 4391.8193359375)]","[(0, 2102.18798828125), (1, 1739.0120849609375)]","[(0, 3799.5234375), (1, 3874.52880859375)]","[(0, 4853.212890625), (1, 5033.4072265625)]","[(0, 2548.558349609375), (1, 1939.7581787109375)]","[(0, 1146.89453125), (1, 1542.8421630859375)]","[(0, 2052.24267578125), (1, 1415.0767822265625)]","[(0, 2912.638916015625), (1, 2951.68896484375)]"
4,"[(0, 1102.2652587890625), (1, 1557.974609375)]","[(0, 789.6688842773438), (1, 713.6455688476562)]","[(0, 5239.548828125), (1, 5448.16943359375)]","[(0, 3609.481689453125), (1, 3896.0234375)]","[(0, 4809.13916015625), (1, 2786.14990234375)]","[(0, 2932.58984375), (1, 2761.6298828125)]","[(0, 3322.703125), (1, 3369.9560546875)]","[(0, 1679.854736328125), (1, 1594.7764892578125)]","[(0, 2038.479248046875), (1, 3013.67578125)]","[(0, 620.3226318359375), (1, 640.7631225585938)]","[(0, 1996.5574951171875), (1, 2044.3646240234375)]"
5,"[(0, 1088.9520263671875), (1, 1506.672607421875)]","[(0, 448.2610778808594), (1, 410.6429443359375)]","[(0, 3389.65283203125), (1, 3352.802490234375)]","[(0, 2774.010986328125), (1, 3201.372314453125)]","[(0, 5422.18017578125), (1, 3190.585693359375)]","[(0, 3392.414794921875), (1, 3552.5224609375)]","[(0, 4981.07958984375), (1, 4876.28466796875)]","[(0, 2123.558837890625), (1, 2248.73779296875)]","[(0, 1812.50341796875), (1, 2423.357177734375)]","[(0, 718.760009765625), (1, 1039.0048828125)]","[(0, 2518.64599609375), (1, 2884.17138671875)]"
6,"[(0, 1329.3282470703125), (1, 1735.0213623046875)]","[(0, 950.0203857421875), (1, 1160.30859375)]","[(0, 1819.169677734375), (1, 1909.0570068359375)]","[(0, 3405.150146484375), (1, 3453.456787109375)]","[(0, 2791.6142578125), (1, 2490.494873046875)]","[(0, 2534.262451171875), (1, 2412.767822265625)]","[(0, 8774.8427734375), (1, 9521.1240234375)]","[(0, 1567.5762939453125), (1, 1143.291259765625)]","[(0, 2318.51123046875), (1, 2094.917236328125)]","[(0, 2685.73828125), (1, 2370.01220703125)]","[(0, 2578.312255859375), (1, 2646.368896484375)]"
7,"[(0, 999.9509887695312), (1, 1392.687744140625)]","[(0, 1530.8524169921875), (1, 2074.432861328125)]","[(0, 1952.8636474609375), (1, 2161.306640625)]","[(0, 5998.693359375), (1, 6096.33837890625)]","[(0, 3169.15478515625), (1, 2666.61083984375)]","[(0, 3432.04345703125), (1, 3700.897216796875)]","[(0, 6865.2294921875), (1, 7626.0576171875)]","[(0, 2471.76416015625), (1, 2032.5933837890625)]","[(0, 1131.2762451171875), (1, 1730.1807861328125)]","[(0, 1925.953857421875), (1, 2772.347412109375)]","[(0, 2899.635009765625), (1, 2933.398193359375)]"
8,"[(0, 1712.9346923828125), (1, 2500.08154296875)]","[(0, 1256.4798583984375), (1, 1415.169921875)]","[(0, 5011.9287109375), (1, 5650.3779296875)]","[(0, 4429.583984375), (1, 4459.43212890625)]","[(0, 5281.9775390625), (1, 3018.72119140625)]","[(0, 3512.728515625), (1, 3275.681396484375)]","[(0, 3227.284423828125), (1, 3253.1171875)]","[(0, 1162.7139892578125), (1, 1066.09619140625)]","[(0, 2537.648193359375), (1, 4101.44140625)]","[(0, 2342.96044921875), (1, 2632.711669921875)]","[(0, 1152.6456298828125), (1, 1277.947265625)]"
9,"[(0, 1338.0618896484375), (1, 1927.146240234375)]","[(0, 921.6061401367188), (1, 997.5715942382812)]","[(0, 3285.530517578125), (1, 3332.57568359375)]","[(0, 6707.9296875), (1, 6474.46044921875)]","[(0, 1729.71728515625), (1, 1479.2015380859375)]","[(0, 2767.88818359375), (1, 2747.62939453125)]","[(0, 4183.86279296875), (1, 4257.6962890625)]","[(0, 1669.8057861328125), (1, 1317.9705810546875)]","[(0, 1061.6097412109375), (1, 1766.2618408203125)]","[(0, 3116.62548828125), (1, 2368.631591796875)]","[(0, 2304.947509765625), (1, 2567.348388671875)]"
10,"[(0, 1135.7320556640625), (1, 1578.8753662109375)]","[(0, 614.025390625), (1, 561.0355834960938)]","[(0, 6318.4443359375), (1, 6020.33447265625)]","[(0, 2860.0537109375), (1, 2794.998779296875)]","[(0, 1182.9285888671875), (1, 1022.7517700195312)]","[(0, 3033.152587890625), (1, 3033.117919921875)]","[(0, 7718.99853515625), (1, 8063.9375)]","[(0, 1559.1688232421875), (1, 1467.0823974609375)]","[(0, 2899.568603515625), (1, 2673.3955078125)]","[(0, 2674.8388671875), (1, 2119.615234375)]","[(0, 2121.54150390625), (1, 2188.867919921875)]"
11,"[(0, 1122.259033203125), (1, 1591.0902099609375)]","[(0, 512.1787719726562), (1, 461.78411865234375)]","[(0, 1601.0013427734375), (1, 1361.572265625)]","[(0, 3458.94140625), (1, 3930.086669921875)]","[(0, 2342.93017578125), (1, 1382.99951171875)]","[(0, 5591.3388671875), (1, 5624.65234375)]","[(0, 7565.34765625), (1, 7563.0244140625)]","[(0, 1786.8084716796875), (1, 1350.4373779296875)]","[(0, 1012.9598999023438), (1, 1542.4854736328125)]","[(0, 1618.313232421875), (1, 1358.13232421875)]","[(0, 1722.711669921875), (1, 1786.5545654296875)]"
12,"[(0, 1208.9033203125), (1, 1716.08056640625)]","[(0, 601.8009033203125), (1, 751.3886108398438)]","[(0, 5947.82373046875), (1, 6822.673828125)]","[(0, 4063.365234375), (1, 4127.74755859375)]","[(0, 3023.21240234375), (1, 2572.021728515625)]","[(0, 5286.8408203125), (1, 5415.787109375)]","[(0, 8148.8056640625), (1, 8285.8740234375)]","[(0, 1297.9141845703125), (1, 1716.698486328125)]","[(0, 1184.8162841796875), (1, 1623.9384765625)]","[(0, 2089.8486328125), (1, 2141.69140625)]","[(0, 1978.3892822265625), (1, 1992.2076416015625)]"
13,"[(0, 1133.817626953125), (1, 1592.7359619140625)]","[(0, 900.5096435546875), (1, 1312.9324951171875)]","[(0, 3342.334228515625), (1, 3232.194091796875)]","[(0, 5898.63427734375), (1, 6102.818359375)]","[(0, 3044.28076171875), (1, 2525.27783203125)]","[(0, 5241.15283203125), (1, 5266.2138671875)]","[(0, 4287.1875), (1, 4381.75390625)]","[(0, 882.888427734375), (1, 706.7540893554688)]","[(0, 2246.363037109375), (1, 1694.0087890625)]","[(0, 3217.10986328125), (1, 3555.271240234375)]","[(0, 1633.24560546875), (1, 1764.9383544921875)]"
14,"[(0, 1251.1719970703125), (1, 1793.3314208984375)]","[(0, 761.250244140625), (1, 959.9332885742188)]","[(0, 1706.7830810546875), (1, 1742.088623046875)]","[(0, 6673.53125), (1, 6965.40478515625)]","[(0, 3188.37744140625), (1, 1795.1529541015625)]","[(0, 5675.42578125), (1, 5778.6611328125)]","[(0, 2930.9892578125), (1, 3016.959716796875)]","[(0, 1615.1763916015625), (1, 1408.4029541015625)]","[(0, 2007.1512451171875), (1, 1983.873046875)]","[(0, 1946.7161865234375), (1, 3226.499755859375)]","[(0, 2397.546630859375), (1, 2576.96533203125)]"
15,"[(0, 1323.0987548828125), (1, 1775.1494140625)]","[(0, 631.9984130859375), (1, 755.09814453125)]","[(0, 1397.8599853515625), (1, 1343.52685546875)]","[(0, 2596.761962890625), (1, 2627.2587890625)]","[(0, 1464.224609375), (1, 1312.20458984375)]","[(0, 5884.76708984375), (1, 5966.6796875)]","[(0, 4776.3583984375), (1, 4710.68798828125)]","[(0, 1468.7803955078125), (1, 2224.92724609375)]","[(0, 2057.88720703125), (1, 2655.56005859375)]","[(0, 1330.43798828125), (1, 1107.7530517578125)]","[(0, 1224.5628662109375), (1, 1386.8104248046875)]"
16,"[(0, 1518.432373046875), (1, 2050.895751953125)]","[(0, 581.9469604492188), (1, 503.5120544433594)]","[(0, 4021.65185546875), (1, 3641.626953125)]","[(0, 3351.782470703125), (1, 3433.86376953125)]","[(0, 2001.8453369140625), (1, 1755.323486328125)]","[(0, 4733.58740234375), (1, 4720.1806640625)]","[(0, 6690.634765625), (1, 7230.0869140625)]","[(0, 1935.7464599609375), (1, 1630.1512451171875)]","[(0, 1172.010986328125), (1, 865.8717041015625)]","[(0, 1938.286376953125), (1, 1727.2965087890625)]","[(0, 1929.841552734375), (1, 2142.668701171875)]"
17,"[(0, 914.249755859375), (1, 1292.149658203125)]","[(0, 842.5435791015625), (1, 767.5753173828125)]","[(0, 4985.29541015625), (1, 5516.89306640625)]","[(0, 1992.1287841796875), (1, 2132.30029296875)]","[(0, 1861.7337646484375), (1, 1650.84228515625)]","[(0, 4878.736328125), (1, 4792.25)]","[(0, 7690.517578125), (1, 8386.47265625)]","[(0, 1927.6912841796875), (1, 1479.6170654296875)]","[(0, 2536.623779296875), (1, 3084.51953125)]","[(0, 2675.51513671875), (1, 2937.66748046875)]","[(0, 2588.8046875), (1, 2681.340087890625)]"
18,"[(0, 1236.35302734375), (1, 1767.8359375)]","[(0, 910.0972290039062), (1, 1265.9620361328125)]","[(0, 4559.7197265625), (1, 4333.8984375)]","[(0, 3212.125), (1, 2751.299072265625)]","[(0, 4226.1865234375), (1, 2395.7763671875)]","[(0, 5425.49072265625), (1, 5728.38916015625)]","[(0, 5018.94091796875), (1, 5993.22119140625)]","[(0, 2618.472900390625), (1, 3695.194580078125)]","[(0, 3188.517333984375), (1, 2425.09228515625)]","[(0, 1836.0885009765625), (1, 1358.0054931640625)]","[(0, 1041.908203125), (1, 1137.07763671875)]"
19,"[(0, 1251.0955810546875), (1, 1775.7276611328125)]","[(0, 1285.771728515625), (1, 2039.578857421875)]","[(0, 4185.1640625), (1, 4246.8642578125)]","[(0, 2433.65771484375), (1, 2656.35791015625)]","[(0, 1176.015380859375), (1, 1019.6513671875)]","[(0, 5392.08642578125), (1, 5373.17529296875)]","[(0, 4400.5400390625), (1, 5805.84912109375)]","[(0, 1823.0582275390625), (1, 2020.3389892578125)]","[(0, 1323.960205078125), (1, 853.2271118164062)]","[(0, 1226.6568603515625), (1, 1112.5357666015625)]","[(0, 2020.1356201171875), (1, 2128.082763671875)]"
20,"[(0, 1174.631591796875), (1, 1540.814453125)]","[(0, 1014.7161865234375), (1, 1378.365966796875)]","[(0, 7330.90087890625), (1, 7377.51953125)]","[(0, 3352.5595703125), (1, 3163.04931640625)]","[(0, 4189.29296875), (1, 2555.647216796875)]","[(0, 8550.9833984375), (1, 8660.9267578125)]","[(0, 4658.89306640625), (1, 4469.0966796875)]","[(0, 1514.128173828125), (1, 1754.0867919921875)]","[(0, 1729.0321044921875), (1, 1485.2113037109375)]","[(0, 1669.16650390625), (1, 1338.41796875)]","[(0, 2402.664794921875), (1, 2399.550537109375)]"
21,"[(0, 1312.3084716796875), (1, 1710.9698486328125)]","[(0, 872.2933959960938), (1, 1045.2825927734375)]","[(0, 1638.8992919921875), (1, 1713.098876953125)]","[(0, 2963.6513671875), (1, 3140.889892578125)]","[(0, 1979.8983154296875), (1, 1727.293212890625)]","[(0, 3772.30029296875), (1, 3943.685791015625)]","[(0, 3450.697998046875), (1, 3558.381591796875)]","[(0, 1605.671875), (1, 1346.635009765625)]","[(0, 2571.0703125), (1, 1895.3353271484375)]","[(0, 1090.5794677734375), (1, 1365.5521240234375)]","[(0, 2410.26123046875), (1, 2467.548095703125)]"
22,"[(0, 1141.172607421875), (1, 1620.51708984375)]","[(0, 576.289306640625), (1, 525.257080078125)]","[(0, 2919.392333984375), (1, 3038.221923828125)]","[(0, 6414.45751953125), (1, 6579.82470703125)]","[(0, 3572.54736328125), (1, 2066.884521484375)]","[(0, 7055.970703125), (1, 6784.59375)]","[(0, 7479.11279296875), (1, 8825.3154296875)]","[(0, 1554.904296875), (1, 1977.0087890625)]","[(0, 1728.8505859375), (1, 2154.7939453125)]","[(0, 2308.36474609375), (1, 2704.24072265625)]","[(0, 1113.1959228515625), (1, 1231.527099609375)]"
23,"[(0, 1283.22314453125), (1, 1839.267578125)]","[(0, 1040.4197998046875), (1, 1131.5303955078125)]","[(0, 1354.6507568359375), (1, 1525.09716796875)]","[(0, 4537.513671875), (1, 4678.474609375)]","[(0, 1858.2518310546875), (1, 1687.99755859375)]","[(0, 9547.79296875), (1, 9311.314453125)]","[(0, 4149.126953125), (1, 4929.3388671875)]","[(0, 1621.01171875), (1, 1809.620849609375)]","[(0, 2266.277587890625), (1, 1834.809814453125)]","[(0, 852.7301025390625), (1, 1164.1702880859375)]","[(0, 2698.02734375), (1, 2838.21630859375)]"
24,"[(0, 1317.885009765625), (1, 1780.552001953125)]","[(0, 1372.2216796875), (1, 1588.0084228515625)]","[(0, 6963.21337890625), (1, 6910.6591796875)]","[(0, 2021.0008544921875), (1, 1966.718505859375)]","[(0, 2761.461669921875), (1, 1728.8531494140625)]","[(0, 3682.628173828125), (1, 3757.163818359375)]","[(0, 2232.390380859375), (1, 2177.34716796875)]","[(0, 1989.328369140625), (1, 2277.304443359375)]","[(0, 2252.568115234375), (1, 2785.938720703125)]","[(0, 1129.0355224609375), (1, 1944.135498046875)]","[(0, 1657.9327392578125), (1, 1720.42138671875)]"
25,"[(0, 1467.810791015625), (1, 2116.760986328125)]","[(0, 1366.744873046875), (1, 1441.1583251953125)]","[(0, 6231.21533203125), (1, 6323.75537109375)]","[(0, 5445.66064453125), (1, 5341.6103515625)]","[(0, 2640.1982421875), (1, 1689.0426025390625)]","[(0, 1934.0985107421875), (1, 2052.884765625)]","[(0, 3264.50146484375), (1, 3225.19189453125)]","[(0, 1242.556396484375), (1, 1452.1124267578125)]","[(0, 3374.3583984375), (1, 2905.830322265625)]","[(0, 1247.1400146484375), (1, 1306.8519287109375)]","[(0, 2195.79443359375), (1, 2356.734619140625)]"
26,"[(0, 1476.3485107421875), (1, 1960.78271484375)]","[(0, 1006.8858642578125), (1, 1019.8327026367188)]","[(0, 6951.9072265625), (1, 6424.896484375)]","[(0, 5279.177734375), (1, 5010.16064453125)]","[(0, 3670.818603515625), (1, 2328.0908203125)]","[(0, 4276.47216796875), (1, 4067.823974609375)]","[(0, 4839.0849609375), (1, 4461.720703125)]","[(0, 2198.124267578125), (1, 2207.203369140625)]","[(0, 1964.3875732421875), (1, 1246.5811767578125)]","[(0, 1389.809814453125), (1, 1001.1031494140625)]","[(0, 2652.042236328125), (1, 2795.233154296875)]"
27,"[(0, 1032.9761962890625), (1, 1458.2254638671875)]","[(0, 563.9638061523438), (1, 505.0545959472656)]","[(0, 3560.550537109375), (1, 3560.46923828125)]","[(0, 4203.41552734375), (1, 4413.9814453125)]","[(0, 1998.0576171875), (1, 1771.5328369140625)]","[(0, 4786.5537109375), (1, 5180.783203125)]","[(0, 4110.0595703125), (1, 3815.5478515625)]","[(0, 2101.026611328125), (1, 2665.68408203125)]","[(0, 1992.360595703125), (1, 2352.654296875)]","[(0, 2535.71435546875), (1, 2920.427001953125)]","[(0, 1426.077392578125), (1, 1585.6104736328125)]"
28,"[(0, 1158.0186767578125), (1, 1639.24560546875)]","[(0, 1041.0986328125), (1, 1151.9072265625)]","[(0, 1748.1241455078125), (1, 1735.9151611328125)]","[(0, 3142.402587890625), (1, 3255.7119140625)]","[(0, 2049.634521484375), (1, 1744.269775390625)]","[(0, 3815.40234375), (1, 3781.726806640625)]","[(0, 6143.490234375), (1, 7184.0849609375)]","[(0, 1238.1158447265625), (1, 1808.89599609375)]","[(0, 814.9862670898438), (1, 962.4072265625)]","[(0, 2097.48388671875), (1, 1795.3267822265625)]","[(0, 2909.42822265625), (1, 3047.653564453125)]"
29,"[(0, 1700.8311767578125), (1, 2449.068359375)]","[(0, 702.501708984375), (1, 608.5339965820312)]","[(0, 1928.1324462890625), (1, 2072.235107421875)]","[(0, 2846.800048828125), (1, 2982.667236328125)]","[(0, 5491.13623046875), (1, 3467.1748046875)]","[(0, 3285.596435546875), (1, 3179.623291015625)]","[(0, 5672.3740234375), (1, 6426.5078125)]","[(0, 2323.3232421875), (1, 2631.125244140625)]","[(0, 6049.755859375), (1, 3739.871826171875)]","[(0, 2685.479736328125), (1, 2088.0576171875)]","[(0, 2586.768798828125), (1, 2874.1875)]"
30,"[(0, 1405.837158203125), (1, 1856.956787109375)]","[(0, 595.3583374023438), (1, 508.4782409667969)]","[(0, 6567.69970703125), (1, 6942.56494140625)]","[(0, 4539.85986328125), (1, 4513.17333984375)]","[(0, 5678.9287109375), (1, 3565.87548828125)]","[(0, 3963.068359375), (1, 4302.41162109375)]","[(0, 2156.80029296875), (1, 2038.9720458984375)]","[(0, 1338.194580078125), (1, 1660.1453857421875)]","[(0, 2021.6273193359375), (1, 1542.828125)]","[(0, 1452.341552734375), (1, 1251.5789794921875)]","[(0, 2744.892578125), (1, 2916.48876953125)]"
