,epoch_0
anaphoric-one-semantics,0.196
anaphoric-one-syntax,0.968
island-adjunct,0.556
island-complex-np,0.55
island-wh,0.7
principle_a_command,0.434
principle_a_locality,0.432
question-formation_or,0.476
question-formation_or_strict,0.258
question-formation_rr,0.5
question-formation_rr_strict,0.192
question-formation_sr,0.506
question-formation_sr_strict,0.19
wanna,0.43
