,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 950.9354858398438), (1, 1157.217041015625)]","[(0, 1107.3394775390625), (1, 1230.9263916015625)]","[(0, 2148.608154296875), (1, 2170.832763671875)]","[(0, 1650.1480712890625), (1, 1632.6593017578125)]","[(0, 3146.253173828125), (1, 2182.368896484375)]","[(0, 4208.1806640625), (1, 4316.8046875)]","[(0, 6937.15087890625), (1, 7583.92724609375)]","[(0, 1187.57080078125), (1, 920.8690795898438)]","[(0, 2238.919921875), (1, 2146.949951171875)]","[(0, 1687.9107666015625), (1, 1457.0430908203125)]","[(0, 3133.359375), (1, 3175.550537109375)]"
1,"[(0, 1955.3375244140625), (1, 2570.122802734375)]","[(0, 1425.5062255859375), (1, 1652.459228515625)]","[(0, 1171.1103515625), (1, 1173.822509765625)]","[(0, 3029.197998046875), (1, 2992.565185546875)]","[(0, 3394.825927734375), (1, 2027.125732421875)]","[(0, 4639.6943359375), (1, 4431.4345703125)]","[(0, 5166.0654296875), (1, 5925.32470703125)]","[(0, 988.400146484375), (1, 667.8225708007812)]","[(0, 1569.01220703125), (1, 1115.029296875)]","[(0, 1442.4219970703125), (1, 1738.7567138671875)]","[(0, 1303.6807861328125), (1, 1556.58154296875)]"
2,"[(0, 1736.2901611328125), (1, 2241.782958984375)]","[(0, 1279.1934814453125), (1, 1351.53955078125)]","[(0, 1216.5213623046875), (1, 1247.018798828125)]","[(0, 2942.157470703125), (1, 2939.86474609375)]","[(0, 1496.2769775390625), (1, 1272.412109375)]","[(0, 7666.55029296875), (1, 7578.67822265625)]","[(0, 1595.1376953125), (1, 1578.1046142578125)]","[(0, 647.3148193359375), (1, 750.5499877929688)]","[(0, 1744.2806396484375), (1, 1410.09375)]","[(0, 3535.767822265625), (1, 4050.94140625)]","[(0, 1769.5733642578125), (1, 2068.265625)]"
3,"[(0, 2234.63671875), (1, 2841.917236328125)]","[(0, 1324.870849609375), (1, 1360.0751953125)]","[(0, 6053.7958984375), (1, 6309.46044921875)]","[(0, 3657.023681640625), (1, 3642.967529296875)]","[(0, 1459.291748046875), (1, 1247.2398681640625)]","[(0, 4539.42724609375), (1, 4532.103515625)]","[(0, 4683.86767578125), (1, 4830.90478515625)]","[(0, 2246.563232421875), (1, 2072.912841796875)]","[(0, 1172.6683349609375), (1, 1380.77685546875)]","[(0, 1825.33984375), (1, 1498.3438720703125)]","[(0, 2729.944091796875), (1, 2709.474609375)]"
4,"[(0, 1409.4295654296875), (1, 1862.985107421875)]","[(0, 733.5499267578125), (1, 653.9527587890625)]","[(0, 5523.53173828125), (1, 5129.1689453125)]","[(0, 3415.964599609375), (1, 3626.97998046875)]","[(0, 4353.3056640625), (1, 2627.9619140625)]","[(0, 3358.0341796875), (1, 3329.373779296875)]","[(0, 3763.0478515625), (1, 3702.662353515625)]","[(0, 1306.8800048828125), (1, 1213.21240234375)]","[(0, 1730.329345703125), (1, 2728.73095703125)]","[(0, 605.0704956054688), (1, 600.2221069335938)]","[(0, 2347.16943359375), (1, 2417.910400390625)]"
5,"[(0, 1321.7467041015625), (1, 1740.222412109375)]","[(0, 433.8594055175781), (1, 389.8342590332031)]","[(0, 2674.053466796875), (1, 2675.237060546875)]","[(0, 2390.532958984375), (1, 2563.6318359375)]","[(0, 4774.50927734375), (1, 2894.436767578125)]","[(0, 3879.40576171875), (1, 4065.17138671875)]","[(0, 5030.7626953125), (1, 5232.30859375)]","[(0, 1577.2740478515625), (1, 1597.2109375)]","[(0, 1527.3226318359375), (1, 1955.8271484375)]","[(0, 889.3031616210938), (1, 1114.32763671875)]","[(0, 1399.906494140625), (1, 1663.0587158203125)]"
6,"[(0, 1522.5548095703125), (1, 1946.1444091796875)]","[(0, 1517.9053955078125), (1, 1829.90478515625)]","[(0, 1835.9659423828125), (1, 1663.130126953125)]","[(0, 2476.898681640625), (1, 2430.26123046875)]","[(0, 2221.623779296875), (1, 1996.0491943359375)]","[(0, 2832.3095703125), (1, 2693.338134765625)]","[(0, 9366.3193359375), (1, 10419.4599609375)]","[(0, 1024.8753662109375), (1, 1110.4857177734375)]","[(0, 1941.3729248046875), (1, 1714.482421875)]","[(0, 2142.78515625), (1, 1934.42138671875)]","[(0, 2668.354736328125), (1, 2696.078857421875)]"
7,"[(0, 1401.826904296875), (1, 1875.4937744140625)]","[(0, 2009.6640625), (1, 2524.64111328125)]","[(0, 1445.5279541015625), (1, 1637.7274169921875)]","[(0, 5890.75830078125), (1, 5728.4599609375)]","[(0, 2129.473388671875), (1, 1819.39794921875)]","[(0, 2584.04296875), (1, 2649.04443359375)]","[(0, 8098.39501953125), (1, 8845.580078125)]","[(0, 1907.1400146484375), (1, 1935.20751953125)]","[(0, 1050.5718994140625), (1, 1476.316162109375)]","[(0, 1508.6373291015625), (1, 1511.083740234375)]","[(0, 2304.821044921875), (1, 2379.050048828125)]"
8,"[(0, 2036.9371337890625), (1, 2736.51806640625)]","[(0, 1622.1151123046875), (1, 1816.078857421875)]","[(0, 4284.80029296875), (1, 4140.33984375)]","[(0, 3716.62255859375), (1, 3685.818359375)]","[(0, 4136.74072265625), (1, 2358.147705078125)]","[(0, 3569.88037109375), (1, 3480.9111328125)]","[(0, 3433.254638671875), (1, 3397.6728515625)]","[(0, 1002.5009155273438), (1, 1146.92578125)]","[(0, 2210.568359375), (1, 3024.317138671875)]","[(0, 1712.412841796875), (1, 2253.498291015625)]","[(0, 762.8773803710938), (1, 919.761474609375)]"
9,"[(0, 1779.504638671875), (1, 2363.809326171875)]","[(0, 1136.0787353515625), (1, 1213.710693359375)]","[(0, 2173.44287109375), (1, 2302.5634765625)]","[(0, 6127.17724609375), (1, 6144.04736328125)]","[(0, 1009.6416625976562), (1, 856.5256958007812)]","[(0, 2368.60009765625), (1, 2377.045166015625)]","[(0, 4869.22607421875), (1, 5052.72119140625)]","[(0, 1474.1409912109375), (1, 1357.4027099609375)]","[(0, 927.1829833984375), (1, 1316.194580078125)]","[(0, 3756.7802734375), (1, 2037.34814453125)]","[(0, 1705.0244140625), (1, 1994.8416748046875)]"
