,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 28207.146484375), (1, 28113.875)]","[(0, 24959.421875), (1, 23827.580078125)]","[(0, 15892.11328125), (1, 15105.3984375)]","[(0, 20016.6328125), (1, 21528.55859375)]","[(0, 18679.62890625), (1, 22010.296875)]","[(0, 16266.7509765625), (1, 14952.85546875)]","[(0, 12849.9326171875), (1, 15705.6318359375)]","[(0, 19786.80859375), (1, 34412.90625)]","[(0, 26686.20703125), (1, 46217.84765625)]","[(0, 24478.646484375), (1, 21040.541015625)]","[(0, 12941.3955078125), (1, 22888.7890625)]"
1,"[(0, 45536.51171875), (1, 44962.87890625)]","[(0, 24181.375), (1, 23344.927734375)]","[(0, 35644.97265625), (1, 32912.20703125)]","[(0, 32454.15234375), (1, 36245.4375)]","[(0, 32927.65234375), (1, 29990.72265625)]","[(0, 15876.072265625), (1, 17660.4375)]","[(0, 16824.908203125), (1, 20574.162109375)]","[(0, 15198.1806640625), (1, 23494.794921875)]","[(0, 9562.84765625), (1, 27068.53125)]","[(0, 22217.0546875), (1, 15936.0810546875)]","[(0, 13006.7373046875), (1, 15313.9638671875)]"
2,"[(0, 37036.63671875), (1, 36107.8828125)]","[(0, 24856.9921875), (1, 23642.060546875)]","[(0, 29562.865234375), (1, 30019.56640625)]","[(0, 28022.544921875), (1, 33115.40625)]","[(0, 25995.580078125), (1, 27119.953125)]","[(0, 18862.1328125), (1, 19095.177734375)]","[(0, 25310.466796875), (1, 26357.703125)]","[(0, 37196.171875), (1, 20201.34765625)]","[(0, 23860.640625), (1, 17720.87109375)]","[(0, 27354.744140625), (1, 34589.0703125)]","[(0, 17794.673828125), (1, 20692.029296875)]"
3,"[(0, 16393.61328125), (1, 15753.7861328125)]","[(0, 25110.6015625), (1, 24605.64453125)]","[(0, 21893.3125), (1, 20037.31640625)]","[(0, 18807.3125), (1, 18140.3828125)]","[(0, 24642.01953125), (1, 26504.455078125)]","[(0, 19454.533203125), (1, 17774.865234375)]","[(0, 28903.611328125), (1, 27003.505859375)]","[(0, 30117.146484375), (1, 43541.25390625)]","[(0, 14955.2939453125), (1, 10116.7490234375)]","[(0, 19209.69921875), (1, 43981.296875)]","[(0, 16747.458984375), (1, 27740.244140625)]"
4,"[(0, 42358.84765625), (1, 42123.30859375)]","[(0, 31769.390625), (1, 29952.791015625)]","[(0, 18694.009765625), (1, 18081.451171875)]","[(0, 22268.32421875), (1, 22227.798828125)]","[(0, 25363.720703125), (1, 21329.490234375)]","[(0, 30895.4921875), (1, 35396.6640625)]","[(0, 23465.931640625), (1, 26657.390625)]","[(0, 20029.234375), (1, 23084.75)]","[(0, 18715.48828125), (1, 14333.8798828125)]","[(0, 22794.205078125), (1, 32706.26171875)]","[(0, 18625.640625), (1, 29994.52734375)]"
5,"[(0, 31276.49609375), (1, 32091.2265625)]","[(0, 29963.19140625), (1, 28874.84765625)]","[(0, 30772.458984375), (1, 26463.26171875)]","[(0, 24499.876953125), (1, 24425.384765625)]","[(0, 34342.19140625), (1, 29937.05859375)]","[(0, 26607.3046875), (1, 26711.44140625)]","[(0, 29973.3359375), (1, 27160.76953125)]","[(0, 29588.7578125), (1, 40476.37890625)]","[(0, 11503.423828125), (1, 17727.6328125)]","[(0, 33467.7578125), (1, 10082.171875)]","[(0, 7527.31982421875), (1, 9660.13671875)]"
6,"[(0, 45929.9140625), (1, 46246.0234375)]","[(0, 17232.326171875), (1, 16346.57421875)]","[(0, 25327.875), (1, 29896.23046875)]","[(0, 23060.017578125), (1, 23541.76171875)]","[(0, 26576.87109375), (1, 27908.474609375)]","[(0, 16441.962890625), (1, 16938.44140625)]","[(0, 11807.865234375), (1, 13656.6416015625)]","[(0, 37069.67578125), (1, 21544.580078125)]","[(0, 14794.5419921875), (1, 29360.318359375)]","[(0, 11719.71875), (1, 20089.974609375)]","[(0, 14417.7421875), (1, 24116.544921875)]"
7,"[(0, 35512.87890625), (1, 36208.26171875)]","[(0, 16287.9853515625), (1, 16009.869140625)]","[(0, 25622.498046875), (1, 24614.0)]","[(0, 18812.908203125), (1, 18952.994140625)]","[(0, 25848.810546875), (1, 27592.251953125)]","[(0, 21558.966796875), (1, 20736.634765625)]","[(0, 12172.3740234375), (1, 13892.3818359375)]","[(0, 34057.55859375), (1, 22443.3203125)]","[(0, 27115.115234375), (1, 15667.365234375)]","[(0, 13830.7138671875), (1, 29007.302734375)]","[(0, 11762.302734375), (1, 19753.001953125)]"
8,"[(0, 17704.94140625), (1, 18380.75390625)]","[(0, 16836.23828125), (1, 14394.6337890625)]","[(0, 22151.6796875), (1, 22028.146484375)]","[(0, 17222.419921875), (1, 18589.439453125)]","[(0, 21296.298828125), (1, 17930.595703125)]","[(0, 15981.1455078125), (1, 17424.984375)]","[(0, 18877.861328125), (1, 22786.533203125)]","[(0, 21112.380859375), (1, 11018.6494140625)]","[(0, 15749.50390625), (1, 15218.2099609375)]","[(0, 25098.677734375), (1, 27126.3671875)]","[(0, 14834.0869140625), (1, 18191.455078125)]"
9,"[(0, 21675.01171875), (1, 23210.291015625)]","[(0, 21438.798828125), (1, 20534.87890625)]","[(0, 26826.37109375), (1, 25002.08984375)]","[(0, 18281.3515625), (1, 19956.419921875)]","[(0, 26901.564453125), (1, 29910.744140625)]","[(0, 18565.806640625), (1, 18450.30078125)]","[(0, 11894.314453125), (1, 11031.43359375)]","[(0, 34325.91796875), (1, 36952.703125)]","[(0, 10194.005859375), (1, 9359.8369140625)]","[(0, 25776.36328125), (1, 20983.693359375)]","[(0, 18404.9765625), (1, 20814.697265625)]"
