,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 2726.188720703125), (1, 3112.668701171875)]","[(0, 3501.467041015625), (1, 3754.494873046875)]","[(0, 3071.087646484375), (1, 3115.644775390625)]","[(0, 3053.8330078125), (1, 3024.974609375)]","[(0, 4689.0390625), (1, 3473.60888671875)]","[(0, 4845.64697265625), (1, 4880.1552734375)]","[(0, 8396.3955078125), (1, 8242.1259765625)]","[(0, 1958.3150634765625), (1, 2209.331298828125)]","[(0, 4515.07177734375), (1, 3031.816650390625)]","[(0, 2989.256591796875), (1, 2968.185302734375)]","[(0, 4566.73876953125), (1, 3984.548095703125)]"
1,"[(0, 6267.18798828125), (1, 7429.20849609375)]","[(0, 3836.0673828125), (1, 4163.6064453125)]","[(0, 2144.245849609375), (1, 2161.6962890625)]","[(0, 4953.56640625), (1, 4909.88720703125)]","[(0, 5426.390625), (1, 3823.00732421875)]","[(0, 6584.82763671875), (1, 6430.302734375)]","[(0, 5644.9970703125), (1, 5856.8232421875)]","[(0, 2056.663818359375), (1, 1788.66943359375)]","[(0, 2032.74072265625), (1, 1589.902587890625)]","[(0, 3382.1455078125), (1, 3892.62890625)]","[(0, 2484.468017578125), (1, 2901.341796875)]"
2,"[(0, 3965.6015625), (1, 4761.8173828125)]","[(0, 3676.76416015625), (1, 3704.714599609375)]","[(0, 2024.3707275390625), (1, 2085.099609375)]","[(0, 4756.439453125), (1, 4475.40478515625)]","[(0, 3033.716796875), (1, 2749.814453125)]","[(0, 8212.169921875), (1, 7873.095703125)]","[(0, 2375.8212890625), (1, 2461.693115234375)]","[(0, 2237.732177734375), (1, 1612.2530517578125)]","[(0, 4494.6865234375), (1, 2627.005859375)]","[(0, 5810.89013671875), (1, 7256.12890625)]","[(0, 3146.376220703125), (1, 3619.8544921875)]"
3,"[(0, 8030.1787109375), (1, 9242.9345703125)]","[(0, 3745.122314453125), (1, 3793.2421875)]","[(0, 6413.0263671875), (1, 7001.25439453125)]","[(0, 4952.73486328125), (1, 4937.8037109375)]","[(0, 2940.809814453125), (1, 2670.284423828125)]","[(0, 5854.16552734375), (1, 5737.4267578125)]","[(0, 5064.63330078125), (1, 5068.740234375)]","[(0, 3082.742919921875), (1, 3162.7236328125)]","[(0, 4333.31591796875), (1, 2245.524169921875)]","[(0, 2517.341796875), (1, 2895.296630859375)]","[(0, 3929.202392578125), (1, 3484.6279296875)]"
4,"[(0, 3381.587646484375), (1, 4272.88916015625)]","[(0, 1718.292236328125), (1, 1637.5712890625)]","[(0, 6309.25634765625), (1, 5992.06103515625)]","[(0, 4358.52734375), (1, 4444.80078125)]","[(0, 5628.3974609375), (1, 3875.02783203125)]","[(0, 4690.60888671875), (1, 4810.80908203125)]","[(0, 4453.4013671875), (1, 4542.9697265625)]","[(0, 1957.6492919921875), (1, 3308.060791015625)]","[(0, 2708.769287109375), (1, 3044.2314453125)]","[(0, 1444.6995849609375), (1, 1641.350341796875)]","[(0, 3385.533935546875), (1, 3094.728759765625)]"
5,"[(0, 3737.910888671875), (1, 4744.31201171875)]","[(0, 1176.4276123046875), (1, 1124.2933349609375)]","[(0, 4192.12255859375), (1, 3938.9345703125)]","[(0, 4106.07861328125), (1, 4317.97021484375)]","[(0, 6895.68896484375), (1, 4781.4033203125)]","[(0, 4812.08935546875), (1, 4856.560546875)]","[(0, 5633.3115234375), (1, 5704.6201171875)]","[(0, 3097.120361328125), (1, 3061.42919921875)]","[(0, 3744.56494140625), (1, 6170.9365234375)]","[(0, 2111.65869140625), (1, 1992.3016357421875)]","[(0, 2470.211181640625), (1, 2851.05078125)]"
6,"[(0, 3457.37841796875), (1, 4155.40283203125)]","[(0, 2809.548828125), (1, 3184.84912109375)]","[(0, 3122.370361328125), (1, 2649.76171875)]","[(0, 3951.840576171875), (1, 3615.493408203125)]","[(0, 3996.139892578125), (1, 3894.834716796875)]","[(0, 3460.30419921875), (1, 3442.881103515625)]","[(0, 9282.517578125), (1, 10263.17578125)]","[(0, 2092.310546875), (1, 2426.01513671875)]","[(0, 4093.3916015625), (1, 3203.48876953125)]","[(0, 3212.354736328125), (1, 4285.9443359375)]","[(0, 3916.95703125), (1, 3479.965087890625)]"
7,"[(0, 3647.323486328125), (1, 4678.439453125)]","[(0, 3151.7607421875), (1, 3636.26171875)]","[(0, 2762.468994140625), (1, 3017.73095703125)]","[(0, 7239.2841796875), (1, 7106.9384765625)]","[(0, 3689.54638671875), (1, 3549.538818359375)]","[(0, 3837.10986328125), (1, 3880.504638671875)]","[(0, 8498.47265625), (1, 9303.583984375)]","[(0, 5054.76025390625), (1, 3633.530029296875)]","[(0, 2269.215576171875), (1, 2340.69580078125)]","[(0, 3208.2763671875), (1, 2768.026611328125)]","[(0, 3724.47802734375), (1, 3388.376220703125)]"
8,"[(0, 4002.440673828125), (1, 5099.45068359375)]","[(0, 2906.322265625), (1, 3036.266845703125)]","[(0, 5470.1455078125), (1, 5327.44677734375)]","[(0, 5211.21337890625), (1, 5028.45556640625)]","[(0, 5053.0732421875), (1, 3388.347412109375)]","[(0, 4637.89404296875), (1, 4585.421875)]","[(0, 4692.2822265625), (1, 4727.69091796875)]","[(0, 1869.6514892578125), (1, 2194.201416015625)]","[(0, 3461.905029296875), (1, 5405.8955078125)]","[(0, 2578.725341796875), (1, 4501.37841796875)]","[(0, 1529.836669921875), (1, 1752.74072265625)]"
9,"[(0, 5218.72314453125), (1, 6620.37890625)]","[(0, 2242.481201171875), (1, 2391.006103515625)]","[(0, 3846.163330078125), (1, 3683.161865234375)]","[(0, 6991.34619140625), (1, 6847.03271484375)]","[(0, 2445.534912109375), (1, 2215.0908203125)]","[(0, 3848.448974609375), (1, 3970.70263671875)]","[(0, 5438.576171875), (1, 5395.00732421875)]","[(0, 2531.76220703125), (1, 2735.590576171875)]","[(0, 2229.553466796875), (1, 2628.45166015625)]","[(0, 8353.330078125), (1, 3231.207763671875)]","[(0, 2846.095703125), (1, 3364.743896484375)]"
