,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 712.2615356445312), (1, 752.1607666015625)]","[(0, 681.7320556640625), (1, 791.3413696289062)]","[(0, 4666.6171875), (1, 3827.71728515625)]","[(0, 1904.8341064453125), (1, 1995.3458251953125)]","[(0, 4985.9130859375), (1, 2786.079345703125)]","[(0, 2491.45556640625), (1, 2866.330078125)]","[(0, 5502.0498046875), (1, 5554.78759765625)]","[(0, 762.5148315429688), (1, 496.2086181640625)]","[(4, 42.44058407054228), (3, 43.54227066040039), (1, 49.99757080078125), (5, 53.6706787109375), (0, 60.580540248325896), (2, 83.52466759314903)]","[(0, 2863.881591796875), (1, 3879.02099609375)]","[(0, 36.280591328938804), (4, 40.28186848958333), (3, 40.63889421735491), (5, 56.46823354867789), (2, 62.25726873224432), (1, 85.21535081129808)]","[(0, 2677.62353515625), (1, 1413.9146728515625)]","[(4, 258.3450372869318), (5, 290.896484375), (1, 319.89615145596593), (3, 380.213720703125), (2, 385.50537109375), (0, 494.100146484375)]","[(0, 7423.78369140625), (1, 6431.2353515625)]"
1,"[(0, 834.5792846679688), (1, 932.2581176757812)]","[(0, 1157.4815673828125), (1, 1434.66455078125)]","[(0, 854.01025390625), (1, 694.592529296875)]","[(0, 2908.15234375), (1, 2836.015380859375)]","[(0, 2619.648193359375), (1, 1689.45751953125)]","[(0, 3934.58349609375), (1, 3433.356201171875)]","[(0, 3781.25439453125), (1, 4030.271484375)]","[(0, 794.2840576171875), (1, 352.7289123535156)]","[(4, 88.39407071200284), (1, 100.4314297762784), (5, 107.01202392578125), (3, 113.6569091796875), (2, 120.41236572265625), (0, 131.14151611328126)]","[(0, 1428.091064453125), (1, 1719.501220703125)]","[(3, 289.3821466619318), (5, 297.34426047585225), (4, 305.51759847005206), (1, 372.3277994791667), (0, 421.52783203125), (2, 434.05122514204544)]","[(0, 1031.852783203125), (1, 1745.531005859375)]","[(4, 124.88835906982422), (1, 127.41156005859375), (5, 156.83304268973214), (2, 169.2187296549479), (0, 200.07758037860577), (3, 213.97916666666666)]","[(0, 1047.1343994140625), (1, 1051.4693603515625)]"
2,"[(0, 937.5322875976562), (1, 966.1343994140625)]","[(0, 1059.95166015625), (1, 1206.3880615234375)]","[(0, 2284.10546875), (1, 2125.977294921875)]","[(0, 1869.409912109375), (1, 2732.898193359375)]","[(0, 2358.645751953125), (1, 2134.841552734375)]","[(0, 5075.30419921875), (1, 5464.5869140625)]","[(0, 2159.801513671875), (1, 1963.0589599609375)]","[(0, 487.22216796875), (1, 407.70770263671875)]","[(1, 73.78818359375), (2, 89.39606584821429), (4, 128.2827430138221), (5, 135.2158406575521), (0, 142.42644794170673), (3, 261.725830078125)]","[(0, 1667.3656005859375), (1, 832.699462890625)]","[(1, 173.95402018229166), (4, 203.05247279575892), (5, 238.86324055989584), (2, 264.8425537109375), (3, 293.0497295673077), (0, 317.44027432528407)]","[(0, 3638.072509765625), (1, 4062.710205078125)]","[(1, 92.40056818181819), (4, 102.3081942471591), (2, 111.7618408203125), (5, 125.2160400390625), (0, 136.277587890625), (3, 147.98343505859376)]","[(0, 1920.89306640625), (1, 1764.9046630859375)]"
3,"[(0, 1297.1754150390625), (1, 1539.585693359375)]","[(0, 760.0663452148438), (1, 814.4342651367188)]","[(0, 8723.2548828125), (1, 6873.89013671875)]","[(0, 4475.10595703125), (1, 5819.49169921875)]","[(0, 2531.88916015625), (1, 2463.48291015625)]","[(0, 2190.005859375), (1, 2503.3095703125)]","[(0, 3498.60986328125), (1, 4081.412841796875)]","[(0, 2637.585693359375), (1, 1570.76611328125)]","[(1, 129.38606400923297), (4, 139.5194979580966), (0, 151.6567626953125), (2, 153.87235107421876), (3, 166.75238037109375), (5, 169.02818603515624)]","[(0, 1066.886474609375), (1, 997.538818359375)]","[(2, 164.44673665364584), (0, 183.9073689778646), (1, 189.84607872596155), (5, 230.47021484375), (3, 255.1400146484375), (4, 258.64830603966345)]","[(0, 1947.8843994140625), (1, 654.5532836914062)]","[(1, 337.74558327414775), (4, 350.07792524857956), (2, 371.1341552734375), (5, 378.918896484375), (0, 487.99599609375), (3, 504.046337890625)]","[(0, 4727.87109375), (1, 4185.74658203125)]"
4,"[(0, 711.415283203125), (1, 953.6572875976562)]","[(0, 396.21307373046875), (1, 347.33056640625)]","[(0, 9618.6494140625), (1, 7004.13330078125)]","[(0, 3673.33642578125), (1, 5327.599609375)]","[(0, 6769.28271484375), (1, 4054.153076171875)]","[(0, 2719.37890625), (1, 2319.055419921875)]","[(0, 2083.27490234375), (1, 1874.7777099609375)]","[(0, 1394.82177734375), (1, 1217.6785888671875)]","[(3, 50.51396687825521), (1, 65.8347412109375), (0, 69.26122107872597), (4, 70.12098039899554), (2, 126.1406719501202), (5, 134.41639200846353)]","[(0, 4672.6201171875), (1, 3315.3974609375)]","[(5, 161.95498657226562), (1, 163.44536481584822), (2, 168.85436072716345), (4, 187.41289813701923), (0, 223.39249674479166), (3, 233.1878329190341)]","[(0, 455.6352844238281), (1, 402.9022521972656)]","[(1, 86.65147399902344), (4, 87.10481262207031), (3, 114.36481584821429), (0, 114.46580287388393), (2, 156.638427734375), (5, 158.38874162946428)]","[(0, 3896.63623046875), (1, 3245.110595703125)]"
5,"[(0, 949.9963989257812), (1, 1137.1182861328125)]","[(0, 270.89410400390625), (1, 249.31753540039062)]","[(0, 3898.985595703125), (1, 3660.757080078125)]","[(0, 3411.45263671875), (1, 3295.236083984375)]","[(0, 4827.59375), (1, 3015.532958984375)]","[(0, 3624.7529296875), (1, 4207.5224609375)]","[(0, 2176.875), (1, 2364.306396484375)]","[(0, 1640.8292236328125), (1, 1176.2559814453125)]","[(5, 57.09025268554687), (4, 67.30514803799716), (2, 68.30645141601562), (1, 78.58307439630681), (3, 78.97208251953126), (0, 98.67378540039063)]","[(0, 1964.4560546875), (1, 2149.285400390625)]","[(2, 58.20638803335336), (4, 75.80160757211539), (0, 78.19156901041667), (1, 82.16087995256696), (5, 88.52491251627605), (3, 111.46204723011364)]","[(0, 721.7122192382812), (1, 967.1221313476562)]","[(1, 288.1533203125), (2, 290.5130726207386), (4, 298.61566162109375), (5, 317.55080344460225), (0, 351.32211026278407), (3, 360.22946999289775)]","[(0, 1769.1951904296875), (1, 1736.8839111328125)]"
6,"[(0, 699.946533203125), (1, 769.7109985351562)]","[(0, 489.7179260253906), (1, 784.4615478515625)]","[(0, 2387.288818359375), (1, 2439.552978515625)]","[(0, 2649.3701171875), (1, 2789.800537109375)]","[(0, 3043.534912109375), (1, 2312.13671875)]","[(0, 2805.168701171875), (1, 2431.00537109375)]","[(0, 8697.1376953125), (1, 9364.3369140625)]","[(0, 1020.26318359375), (1, 741.7566528320312)]","[(4, 143.22421264648438), (5, 153.5923184481534), (1, 163.17664591471353), (2, 174.89988014914772), (3, 205.89952503551137), (0, 244.47141335227272)]","[(0, 1742.2357177734375), (1, 1263.9342041015625)]","[(4, 113.16115897042411), (1, 118.97756958007812), (5, 159.57630411783853), (3, 171.65872896634616), (2, 205.5573486328125), (0, 224.1100186434659)]","[(0, 2648.19677734375), (1, 1947.1943359375)]","[(1, 83.25069986979166), (0, 91.21106828962054), (2, 109.06216195913461), (3, 115.62161458333334), (4, 132.6161346435547), (5, 132.88344029017858)]","[(0, 6263.56689453125), (1, 4778.80029296875)]"
7,"[(0, 788.2836303710938), (1, 907.0527954101562)]","[(0, 898.6231079101562), (1, 1569.069091796875)]","[(0, 1428.839599609375), (1, 1534.467041015625)]","[(0, 7278.73681640625), (1, 6882.95556640625)]","[(0, 3752.02880859375), (1, 2627.867919921875)]","[(0, 1788.60888671875), (1, 1972.03076171875)]","[(0, 6341.6982421875), (1, 7152.64501953125)]","[(0, 1406.570068359375), (1, 1447.223876953125)]","[(5, 80.37024864783653), (2, 83.0021240234375), (4, 86.96816580636161), (3, 94.07086181640625), (1, 101.12108612060547), (0, 123.03956821986607)]","[(0, 1068.4356689453125), (1, 997.9903564453125)]","[(1, 214.5769930752841), (4, 240.0663174715909), (2, 262.364697265625), (5, 293.119873046875), (0, 296.7986083984375), (3, 319.625341796875)]","[(0, 1531.3079833984375), (1, 1351.4197998046875)]","[(4, 67.82909284319196), (1, 73.47880336216518), (5, 74.52811373197116), (2, 80.58353365384616), (3, 93.39276592548077), (0, 100.98016826923077)]","[(0, 8362.607421875), (1, 7557.97021484375)]"
8,"[(0, 1652.794921875), (1, 2050.72265625)]","[(0, 1022.7322387695312), (1, 1286.26416015625)]","[(0, 6191.27294921875), (1, 7725.06689453125)]","[(0, 4757.9453125), (1, 5457.59228515625)]","[(0, 5112.85693359375), (1, 3469.87744140625)]","[(0, 2669.28759765625), (1, 2418.979248046875)]","[(0, 4350.267578125), (1, 3692.083984375)]","[(0, 624.426025390625), (1, 548.7078857421875)]","[(5, 30.230900065104166), (4, 39.56836700439453), (2, 41.32990315755208), (3, 46.17176513671875), (1, 52.865325927734375), (0, 62.025752766927084)]","[(0, 2797.65771484375), (1, 2953.685546875)]","[(4, 50.40559387207031), (2, 60.0584951547476), (1, 62.56584879557292), (5, 68.90661185128349), (3, 93.86898367745536), (0, 114.67087965745192)]","[(0, 1921.92919921875), (1, 2123.4140625)]","[(4, 33.12887776692708), (5, 36.33281380789621), (2, 37.90117594401042), (1, 46.211849212646484), (3, 90.87547889122597), (0, 97.3306884765625)]","[(0, 652.1945190429688), (1, 633.838134765625)]"
9,"[(0, 1079.16259765625), (1, 1281.57275390625)]","[(0, 540.1502075195312), (1, 673.04052734375)]","[(0, 1991.0556640625), (1, 2491.6982421875)]","[(0, 7601.6748046875), (1, 7377.73779296875)]","[(0, 1136.162109375), (1, 807.8442993164062)]","[(0, 1742.99267578125), (1, 1640.43017578125)]","[(0, 2985.216796875), (1, 3427.372802734375)]","[(0, 1038.2838134765625), (1, 479.6074523925781)]","[(5, 38.60123384915865), (4, 48.379368373325896), (2, 53.537013462611604), (1, 56.706103515625), (0, 103.53896859975961), (3, 109.86660766601562)]","[(0, 795.134765625), (1, 1494.113037109375)]","[(3, 59.2660701976103), (4, 60.607394748263886), (0, 73.90797424316406), (1, 86.72715849034927), (5, 89.81925964355469), (2, 95.4006103515625)]","[(0, 2364.0380859375), (1, 1609.913818359375)]","[(1, 53.236646379743306), (4, 65.35634671724759), (2, 67.94620924729567), (5, 86.73001098632812), (0, 119.17498779296875), (3, 167.82078968394887)]","[(0, 2107.706298828125), (1, 2135.822265625)]"
