,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 19295.720703125), (1, 20135.798828125)]","[(0, 24775.439453125), (1, 24558.873046875)]","[(0, 22815.43359375), (1, 22686.7265625)]","[(0, 23943.134765625), (1, 26630.53125)]","[(0, 26618.267578125), (1, 27264.86328125)]","[(0, 22340.5625), (1, 21033.380859375)]","[(0, 22373.84375), (1, 27563.5859375)]","[(0, 23605.248046875), (1, 32581.828125)]","[(0, 30055.57421875), (1, 36152.8828125)]","[(0, 27063.39453125), (1, 23542.0078125)]","[(0, 22318.796875), (1, 32575.2109375)]"
1,"[(0, 27795.0859375), (1, 29628.76953125)]","[(0, 25782.484375), (1, 25856.529296875)]","[(0, 34699.41796875), (1, 33248.6640625)]","[(0, 42270.23046875), (1, 47952.7890625)]","[(0, 38712.953125), (1, 34169.47265625)]","[(0, 23640.392578125), (1, 25286.65234375)]","[(0, 22896.189453125), (1, 28746.068359375)]","[(0, 20036.4765625), (1, 21664.822265625)]","[(0, 16961.669921875), (1, 23971.900390625)]","[(0, 22093.978515625), (1, 20796.2265625)]","[(0, 22317.521484375), (1, 30075.271484375)]"
2,"[(0, 23402.1484375), (1, 24444.9609375)]","[(0, 27137.623046875), (1, 27321.0859375)]","[(0, 25118.599609375), (1, 27699.953125)]","[(0, 31599.755859375), (1, 36539.64453125)]","[(0, 34802.69140625), (1, 35561.13671875)]","[(0, 23270.775390625), (1, 23004.794921875)]","[(0, 28359.57421875), (1, 29286.853515625)]","[(0, 34675.83203125), (1, 20566.158203125)]","[(0, 29317.759765625), (1, 24050.306640625)]","[(0, 26948.09375), (1, 28878.208984375)]","[(0, 23455.884765625), (1, 29257.177734375)]"
3,"[(0, 18033.078125), (1, 18672.87890625)]","[(0, 28548.900390625), (1, 28768.228515625)]","[(0, 32190.263671875), (1, 27063.111328125)]","[(0, 30180.314453125), (1, 29034.923828125)]","[(0, 32162.830078125), (1, 34384.79296875)]","[(0, 23128.3125), (1, 21754.69921875)]","[(0, 31223.298828125), (1, 30087.0625)]","[(0, 28002.48046875), (1, 35911.140625)]","[(0, 21716.49609375), (1, 18632.60546875)]","[(0, 21787.8984375), (1, 31179.705078125)]","[(0, 23745.552734375), (1, 35862.06640625)]"
4,"[(0, 28952.138671875), (1, 31505.212890625)]","[(0, 25410.8359375), (1, 23572.40625)]","[(0, 30188.376953125), (1, 26943.595703125)]","[(0, 25188.4296875), (1, 27514.9453125)]","[(0, 33608.13671875), (1, 30197.5625)]","[(0, 31796.185546875), (1, 34567.46875)]","[(0, 29231.32421875), (1, 32226.32421875)]","[(0, 21726.708984375), (1, 26528.07421875)]","[(0, 29846.6328125), (1, 24392.796875)]","[(0, 20356.390625), (1, 28051.71484375)]","[(0, 27563.400390625), (1, 38274.19921875)]"
5,"[(0, 24831.99609375), (1, 27688.4140625)]","[(0, 20118.17578125), (1, 20754.48046875)]","[(0, 33088.1953125), (1, 31810.13671875)]","[(0, 32812.453125), (1, 31836.419921875)]","[(0, 39497.88671875), (1, 35063.375)]","[(0, 35607.22265625), (1, 35542.62890625)]","[(0, 25110.07421875), (1, 23587.15625)]","[(0, 30566.2265625), (1, 31550.583984375)]","[(0, 20453.162109375), (1, 26584.22265625)]","[(0, 23240.037109375), (1, 16626.46484375)]","[(0, 14057.1865234375), (1, 18067.59375)]"
6,"[(0, 27004.87109375), (1, 29738.01171875)]","[(0, 18600.791015625), (1, 19017.576171875)]","[(0, 24459.326171875), (1, 26296.064453125)]","[(0, 29503.41015625), (1, 29896.427734375)]","[(0, 33659.07421875), (1, 35140.06640625)]","[(0, 28578.482421875), (1, 29849.166015625)]","[(0, 21693.208984375), (1, 23328.28125)]","[(0, 26280.24609375), (1, 22972.896484375)]","[(0, 17437.552734375), (1, 21110.568359375)]","[(0, 20772.025390625), (1, 25576.671875)]","[(0, 20336.890625), (1, 30549.3828125)]"
7,"[(0, 27120.67578125), (1, 30533.103515625)]","[(0, 19664.306640625), (1, 20441.501953125)]","[(0, 30542.76953125), (1, 27980.216796875)]","[(0, 24936.416015625), (1, 24961.421875)]","[(0, 34526.78125), (1, 35948.1484375)]","[(0, 29974.48046875), (1, 28906.75390625)]","[(0, 21196.630859375), (1, 22520.697265625)]","[(0, 35295.0), (1, 32770.046875)]","[(0, 31126.01953125), (1, 20849.146484375)]","[(0, 19573.7109375), (1, 20237.521484375)]","[(0, 20569.982421875), (1, 30105.890625)]"
8,"[(0, 20637.75390625), (1, 22667.890625)]","[(0, 21092.798828125), (1, 19685.94140625)]","[(0, 31629.484375), (1, 29814.4296875)]","[(0, 23495.669921875), (1, 25761.029296875)]","[(0, 30890.1015625), (1, 27135.318359375)]","[(0, 21588.369140625), (1, 22564.51171875)]","[(0, 19141.287109375), (1, 21551.9375)]","[(0, 20487.93359375), (1, 18231.33203125)]","[(0, 22885.66796875), (1, 22026.88671875)]","[(0, 25547.83203125), (1, 28586.849609375)]","[(0, 19405.65234375), (1, 25209.9140625)]"
9,"[(0, 24098.58984375), (1, 26991.99609375)]","[(0, 23320.806640625), (1, 23406.703125)]","[(0, 30437.1015625), (1, 29335.1015625)]","[(0, 26022.146484375), (1, 26211.287109375)]","[(0, 33877.28515625), (1, 36133.23828125)]","[(0, 22107.46875), (1, 22349.74609375)]","[(0, 19605.060546875), (1, 18591.49609375)]","[(0, 24326.078125), (1, 25594.044921875)]","[(0, 19489.482421875), (1, 17955.904296875)]","[(0, 26346.671875), (1, 23874.982421875)]","[(0, 21114.353515625), (1, 27882.537109375)]"
