,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_or_strict,question-formation_rr,question-formation_rr_strict,question-formation_sr,question-formation_sr_strict,wanna
0,"[(0, 886.0076293945312), (1, 1007.5995483398438)]","[(0, 646.1373901367188), (1, 880.5852661132812)]","[(0, 6793.087890625), (1, 5925.47705078125)]","[(0, 4139.044921875), (1, 3257.7744140625)]","[(0, 9733.4892578125), (1, 6390.60791015625)]","[(0, 8273.572265625), (1, 8797.9794921875)]","[(0, 10050.166015625), (1, 13141.87109375)]","[(0, 951.9185791015625), (1, 834.2916259765625)]","[(4, 50.307168399586395), (3, 58.29734420776367), (1, 72.1701904296875), (0, 88.39624895368304), (5, 89.00476888020833), (2, 136.94837364783655)]","[(0, 6638.986328125), (1, 5568.3232421875)]","[(4, 46.07119547526042), (3, 56.514678955078125), (5, 73.43660794771634), (0, 80.69430033365886), (1, 106.2283466045673), (2, 109.91706986860795)]","[(0, 4142.2236328125), (1, 2672.472900390625)]","[(4, 681.6671253551136), (5, 726.016357421875), (1, 830.5200639204545), (3, 835.25654296875), (2, 910.38544921875), (0, 1093.0138671875)]","[(0, 13722.44140625), (1, 12278.998046875)]"
1,"[(0, 1003.847900390625), (1, 1068.6817626953125)]","[(0, 999.3880004882812), (1, 1427.3271484375)]","[(0, 1720.014404296875), (1, 1447.74560546875)]","[(0, 6080.31884765625), (1, 5910.013671875)]","[(0, 9268.001953125), (1, 5149.6025390625)]","[(0, 9251.5859375), (1, 8312.1416015625)]","[(0, 4944.5888671875), (1, 6524.7978515625)]","[(0, 1902.962158203125), (1, 757.2478637695312)]","[(5, 171.60306396484376), (4, 172.1863347833807), (3, 215.65732421875), (2, 258.3802734375), (1, 259.3763316761364), (0, 335.1120849609375)]","[(0, 3035.82666015625), (1, 2531.862548828125)]","[(4, 573.8685302734375), (3, 691.1397816051136), (5, 711.0505149147727), (1, 814.663818359375), (0, 866.7669566761364), (2, 875.7729936079545)]","[(0, 1780.468017578125), (1, 2311.038818359375)]","[(4, 207.3058319091797), (1, 221.53597586495536), (5, 241.93619210379464), (3, 243.51181640625), (2, 279.6193033854167), (0, 301.7265061598558)]","[(0, 2524.750732421875), (1, 2421.5703125)]"
2,"[(0, 1044.8206787109375), (1, 1114.438720703125)]","[(0, 794.9334716796875), (1, 1014.6939697265625)]","[(0, 2599.9287109375), (1, 2704.931884765625)]","[(0, 4451.07470703125), (1, 4805.21484375)]","[(0, 5098.9111328125), (1, 3954.7021484375)]","[(0, 9809.4365234375), (1, 10603.5966796875)]","[(0, 4371.11474609375), (1, 3887.816650390625)]","[(0, 718.9444580078125), (1, 836.1682739257812)]","[(1, 112.3831298828125), (2, 140.69534737723214), (4, 215.863525390625), (0, 232.02647986778845), (5, 269.10300699869794), (3, 435.57266512784093)]","[(0, 2662.062744140625), (1, 1687.5582275390625)]","[(4, 280.76412527901783), (1, 310.0613606770833), (5, 356.1446940104167), (3, 361.29018930288464), (2, 372.9308349609375), (0, 453.21337890625)]","[(0, 6635.68798828125), (1, 5917.029296875)]","[(1, 161.91508345170453), (2, 183.0357666015625), (4, 200.83058860085228), (5, 227.9029296875), (0, 257.74296875), (3, 317.997802734375)]","[(0, 3883.611083984375), (1, 3494.3349609375)]"
3,"[(0, 1243.343994140625), (1, 1433.171875)]","[(0, 646.2473754882812), (1, 775.2221069335938)]","[(0, 19316.158203125), (1, 20261.525390625)]","[(0, 8058.4638671875), (1, 9238.9951171875)]","[(0, 4954.8037109375), (1, 4127.71630859375)]","[(0, 5520.8564453125), (1, 5998.7734375)]","[(0, 8311.3095703125), (1, 9330.533203125)]","[(0, 5625.64990234375), (1, 2641.348876953125)]","[(4, 236.94404740767047), (1, 250.5658513849432), (5, 263.701220703125), (2, 279.3447998046875), (3, 283.6078857421875), (0, 299.9359619140625)]","[(0, 1766.56591796875), (1, 1235.2169189453125)]","[(2, 345.6514485677083), (0, 360.2504069010417), (1, 372.4723557692308), (4, 410.93348106971155), (5, 493.6951090494792), (3, 508.9199625651042)]","[(0, 2625.7861328125), (1, 1153.1025390625)]","[(4, 465.43856534090907), (5, 503.030224609375), (1, 503.84690163352275), (2, 539.757080078125), (3, 643.52841796875), (0, 690.43681640625)]","[(0, 11678.9619140625), (1, 8929.7275390625)]"
4,"[(0, 1178.8348388671875), (1, 1559.136962890625)]","[(0, 406.3330383300781), (1, 384.50885009765625)]","[(0, 26604.6640625), (1, 21638.49609375)]","[(0, 9760.8916015625), (1, 12950.111328125)]","[(0, 11998.673828125), (1, 7451.02734375)]","[(0, 9013.1044921875), (1, 8103.083984375)]","[(0, 9117.8876953125), (1, 8039.67236328125)]","[(0, 2737.923828125), (1, 2410.5888671875)]","[(4, 86.17830113002232), (3, 93.71421305338542), (1, 121.31297200520834), (0, 124.15390249399039), (5, 164.24315388997397), (2, 236.8829627403846)]","[(0, 11016.462890625), (1, 5154.75146484375)]","[(2, 140.54802058293268), (1, 173.87107631138392), (4, 194.07078200120193), (5, 220.6689656575521), (0, 260.2903238932292), (3, 487.0730646306818)]","[(0, 541.3213500976562), (1, 619.0602416992188)]","[(4, 80.5821762084961), (1, 88.54120635986328), (3, 134.23733956473214), (5, 136.98241315569197), (0, 147.55318777901786), (2, 153.98020717075892)]","[(0, 10042.1181640625), (1, 8243.4228515625)]"
5,"[(0, 1388.51025390625), (1, 1709.290771484375)]","[(0, 263.0609436035156), (1, 256.7168273925781)]","[(0, 7011.69873046875), (1, 7359.6494140625)]","[(0, 5063.52734375), (1, 4363.3349609375)]","[(0, 10908.0830078125), (1, 7105.44775390625)]","[(0, 11222.7783203125), (1, 12651.2197265625)]","[(0, 5124.84619140625), (1, 5720.45166015625)]","[(0, 2855.080322265625), (1, 1551.952392578125)]","[(5, 116.46494140625), (4, 118.96680797230114), (2, 134.29959716796876), (1, 139.19130637428978), (3, 149.8561767578125), (0, 179.60537109375)]","[(0, 2128.185302734375), (1, 2283.12451171875)]","[(2, 89.70884352463942), (4, 103.82220928485577), (5, 126.33827718098958), (1, 139.81689453125), (0, 161.4607137044271), (3, 221.18308327414772)]","[(0, 947.6676635742188), (1, 1153.4560546875)]","[(4, 439.21923828125), (1, 480.82861328125), (5, 497.03369140625), (2, 549.3707830255681), (3, 621.6863014914773), (0, 690.2933238636364)]","[(0, 2319.81396484375), (1, 2245.01806640625)]"
6,"[(0, 750.630859375), (1, 775.1392822265625)]","[(0, 1075.0614013671875), (1, 1699.86474609375)]","[(0, 5038.34375), (1, 4095.355712890625)]","[(0, 3727.605224609375), (1, 5009.45361328125)]","[(0, 4919.25146484375), (1, 3798.972900390625)]","[(0, 8195.1455078125), (1, 7215.85546875)]","[(0, 13326.287109375), (1, 14792.5107421875)]","[(0, 1233.9500732421875), (1, 982.4724731445312)]","[(5, 252.17103160511363), (4, 252.9083455403646), (1, 255.62322998046875), (2, 259.46415571732956), (3, 348.94034090909093), (0, 362.5074573863636)]","[(0, 2378.86962890625), (1, 2054.860107421875)]","[(4, 135.972412109375), (3, 186.41930213341345), (1, 197.7267862955729), (5, 253.10042317708334), (0, 302.2930353338068), (2, 383.725634765625)]","[(0, 2758.000732421875), (1, 2196.33154296875)]","[(1, 137.97823893229167), (3, 155.96083984375), (0, 165.177734375), (2, 190.22594275841345), (5, 196.19794573102678), (4, 204.17868041992188)]","[(0, 14029.796875), (1, 11452.1953125)]"
7,"[(0, 1060.545166015625), (1, 1245.332275390625)]","[(0, 1660.61962890625), (1, 2855.86328125)]","[(0, 3716.888427734375), (1, 3374.38427734375)]","[(0, 18337.244140625), (1, 16929.396484375)]","[(0, 6100.50830078125), (1, 4263.70166015625)]","[(0, 4397.095703125), (1, 5040.82421875)]","[(0, 10540.8642578125), (1, 12657.53125)]","[(0, 2235.991455078125), (1, 2166.9130859375)]","[(4, 163.669189453125), (5, 172.85597581129807), (3, 200.82598876953125), (1, 210.0331268310547), (2, 225.83575846354168), (0, 228.43427385602678)]","[(0, 1309.7373046875), (1, 1120.6927490234375)]","[(1, 393.4005237926136), (2, 413.49775390625), (4, 576.0272993607955), (0, 603.13564453125), (5, 629.861474609375), (3, 888.2419921875)]","[(0, 1901.73486328125), (1, 1835.7069091796875)]","[(4, 105.76881626674107), (1, 112.12035260881696), (5, 123.66579965444711), (2, 134.04740084134616), (3, 138.00324894831732), (0, 149.79654634915866)]","[(0, 12574.802734375), (1, 11791.1103515625)]"
8,"[(0, 1482.08642578125), (1, 1828.66259765625)]","[(0, 1309.722900390625), (1, 1993.1121826171875)]","[(0, 13541.2060546875), (1, 13223.2099609375)]","[(0, 9177.41796875), (1, 10007.251953125)]","[(0, 11985.716796875), (1, 7001.6552734375)]","[(0, 6612.14453125), (1, 5848.8134765625)]","[(0, 7211.0400390625), (1, 6212.447265625)]","[(0, 962.3053588867188), (1, 998.2925415039062)]","[(5, 46.807438151041666), (4, 50.68722915649414), (2, 60.563419596354166), (3, 62.34709879557292), (1, 64.55473327636719), (0, 83.13529459635417)]","[(0, 4778.859375), (1, 5151.42919921875)]","[(4, 67.26006317138672), (1, 89.6197265625), (2, 92.35854867788461), (5, 97.09261648995536), (3, 130.30353655133928), (0, 132.7847900390625)]","[(0, 2974.803955078125), (1, 3255.609619140625)]","[(1, 54.083030700683594), (2, 59.08720296223958), (4, 67.21348470052084), (5, 68.96170479910714), (0, 118.778076171875), (3, 143.97469388521634)]","[(0, 1398.021240234375), (1, 1270.3746337890625)]"
9,"[(0, 1189.7320556640625), (1, 1384.649658203125)]","[(0, 756.4369506835938), (1, 912.9441528320312)]","[(0, 4398.6015625), (1, 5281.55419921875)]","[(0, 21521.990234375), (1, 19550.01953125)]","[(0, 3433.38916015625), (1, 2222.791748046875)]","[(0, 3622.8935546875), (1, 3379.201904296875)]","[(0, 9270.6708984375), (1, 10548.94921875)]","[(0, 1804.9783935546875), (1, 1532.34521484375)]","[(1, 85.47852376302083), (5, 86.77740009014423), (2, 86.82736642020089), (4, 90.34629603794643), (0, 167.94786658653845), (3, 225.37457275390625)]","[(0, 1716.41943359375), (1, 1915.8699951171875)]","[(3, 79.2625732421875), (4, 79.72270372178819), (0, 118.10961151123047), (5, 131.24021911621094), (1, 143.26546702665442), (2, 189.44490559895834)]","[(0, 3341.4482421875), (1, 3193.758056640625)]","[(1, 85.52130126953125), (2, 106.5481426532452), (4, 112.1105487530048), (5, 151.8602498372396), (0, 215.22298177083334), (3, 318.3607066761364)]","[(0, 3403.96484375), (1, 3327.189697265625)]"
