,best
anaphoric-one-semantics,0.0
anaphoric-one-syntax,0.114
island-adjunct,0.616
island-complex-np,0.286
island-wh,0.99
principle_a_command,0.52
principle_a_locality,0.284
question-formation_or,0.618
question-formation_or_strict,0.058
question-formation_rr,0.632
question-formation_rr_strict,0.018
question-formation_sr,0.67
question-formation_sr_strict,0.03
wanna,0.004
