,anaphoric-one-semantics,anaphoric-one-syntax,island-adjunct,island-complex-np,island-wh,principle_a_command,principle_a_locality,question-formation_or,question-formation_rr,question-formation_sr,wanna
0,"[(0, 816.303955078125), (1, 990.4755859375)]","[(0, 1084.413818359375), (1, 1198.027587890625)]","[(0, 2648.165283203125), (1, 2721.00927734375)]","[(0, 1717.8997802734375), (1, 1904.028564453125)]","[(0, 3123.192138671875), (1, 2118.398681640625)]","[(0, 3994.322509765625), (1, 3979.046142578125)]","[(0, 6249.75927734375), (1, 7026.0029296875)]","[(0, 1321.4317626953125), (1, 1007.223876953125)]","[(0, 3574.08740234375), (1, 3065.291259765625)]","[(0, 1777.8779296875), (1, 1453.35302734375)]","[(0, 3148.0087890625), (1, 3742.00537109375)]"
1,"[(0, 1659.646728515625), (1, 2100.46435546875)]","[(0, 1415.2562255859375), (1, 1657.0450439453125)]","[(0, 1499.2794189453125), (1, 1484.282470703125)]","[(0, 3191.925048828125), (1, 3348.469482421875)]","[(0, 3108.921875), (1, 1817.191162109375)]","[(0, 4828.05810546875), (1, 4954.22265625)]","[(0, 5008.4169921875), (1, 5860.92431640625)]","[(0, 1374.6358642578125), (1, 918.3721923828125)]","[(0, 1641.01611328125), (1, 1176.340576171875)]","[(0, 1368.4554443359375), (1, 2005.1326904296875)]","[(0, 1498.438232421875), (1, 1920.2161865234375)]"
2,"[(0, 1592.1253662109375), (1, 1972.5941162109375)]","[(0, 1310.818115234375), (1, 1389.8304443359375)]","[(0, 1462.9803466796875), (1, 1535.7890625)]","[(0, 2885.467041015625), (1, 3150.642822265625)]","[(0, 1445.7498779296875), (1, 1254.093994140625)]","[(0, 6064.50341796875), (1, 6263.82373046875)]","[(0, 1957.04541015625), (1, 1910.96875)]","[(0, 1221.3909912109375), (1, 1010.5751342773438)]","[(0, 1845.2481689453125), (1, 1718.1455078125)]","[(0, 4483.5126953125), (1, 5667.97216796875)]","[(0, 2231.195556640625), (1, 2892.87890625)]"
3,"[(0, 1639.0054931640625), (1, 2088.318603515625)]","[(0, 1390.115478515625), (1, 1432.4373779296875)]","[(0, 7436.8505859375), (1, 6923.46337890625)]","[(0, 4239.7861328125), (1, 4018.125)]","[(0, 1445.0841064453125), (1, 1303.3109130859375)]","[(0, 4446.57763671875), (1, 4468.0869140625)]","[(0, 4408.31884765625), (1, 4506.33056640625)]","[(0, 3146.730224609375), (1, 2849.271728515625)]","[(0, 1010.0861206054688), (1, 1342.8128662109375)]","[(0, 2015.8834228515625), (1, 1531.973388671875)]","[(0, 3357.105712890625), (1, 4227.09716796875)]"
4,"[(0, 1190.272216796875), (1, 1654.5855712890625)]","[(0, 915.2412109375), (1, 785.3482055664062)]","[(0, 6443.79638671875), (1, 5714.693359375)]","[(0, 3383.748779296875), (1, 3470.509521484375)]","[(0, 4449.40673828125), (1, 2820.1875)]","[(0, 4029.00732421875), (1, 4040.26953125)]","[(0, 2989.97216796875), (1, 2970.01904296875)]","[(0, 1742.874755859375), (1, 1625.443603515625)]","[(0, 1930.46923828125), (1, 2903.359619140625)]","[(0, 650.6531982421875), (1, 882.1293334960938)]","[(0, 2533.988037109375), (1, 3152.3740234375)]"
5,"[(0, 1286.287353515625), (1, 1804.9508056640625)]","[(0, 483.7515869140625), (1, 433.87762451171875)]","[(0, 2866.96826171875), (1, 3219.946044921875)]","[(0, 2719.6796875), (1, 2840.71435546875)]","[(0, 5066.38623046875), (1, 3200.077880859375)]","[(0, 4438.2021484375), (1, 4453.12548828125)]","[(0, 4761.1005859375), (1, 4512.3212890625)]","[(0, 2678.30029296875), (1, 2233.65673828125)]","[(0, 1376.2767333984375), (1, 1776.825439453125)]","[(0, 919.3755493164062), (1, 1224.5330810546875)]","[(0, 1374.9949951171875), (1, 1784.745361328125)]"
6,"[(0, 1303.3812255859375), (1, 1728.1063232421875)]","[(0, 1162.7755126953125), (1, 1334.4630126953125)]","[(0, 1963.2545166015625), (1, 1825.4051513671875)]","[(0, 2504.816162109375), (1, 2698.962890625)]","[(0, 1966.0284423828125), (1, 1826.224365234375)]","[(0, 2989.025634765625), (1, 2997.94970703125)]","[(0, 6083.3583984375), (1, 6827.11962890625)]","[(0, 1139.949951171875), (1, 1222.3389892578125)]","[(0, 2325.43701171875), (1, 2215.269287109375)]","[(0, 2645.716796875), (1, 2205.388427734375)]","[(0, 2825.05419921875), (1, 3384.72705078125)]"
7,"[(0, 1275.5394287109375), (1, 1758.03662109375)]","[(0, 1652.0589599609375), (1, 2052.962158203125)]","[(0, 1752.7264404296875), (1, 1688.0555419921875)]","[(0, 5233.97021484375), (1, 5234.7685546875)]","[(0, 2088.427001953125), (1, 1898.525634765625)]","[(0, 3341.03076171875), (1, 3379.898193359375)]","[(0, 6203.755859375), (1, 6884.88623046875)]","[(0, 2219.652099609375), (1, 2173.3486328125)]","[(0, 1403.12890625), (1, 1512.6488037109375)]","[(0, 1791.204345703125), (1, 1868.463623046875)]","[(0, 2917.7041015625), (1, 3495.584716796875)]"
8,"[(0, 1980.88134765625), (1, 2820.538330078125)]","[(0, 1475.247802734375), (1, 1632.2630615234375)]","[(0, 4441.6826171875), (1, 4248.091796875)]","[(0, 3715.123291015625), (1, 3680.198486328125)]","[(0, 4622.478515625), (1, 2710.330078125)]","[(0, 4088.854248046875), (1, 4028.03125)]","[(0, 3694.9091796875), (1, 3680.644287109375)]","[(0, 1146.2427978515625), (1, 1079.157470703125)]","[(0, 2675.572509765625), (1, 3483.272216796875)]","[(0, 2574.84521484375), (1, 2641.056640625)]","[(0, 974.5167846679688), (1, 1308.2073974609375)]"
9,"[(0, 1487.296875), (1, 2096.495849609375)]","[(0, 1026.9588623046875), (1, 1114.4110107421875)]","[(0, 2314.09765625), (1, 2456.214111328125)]","[(0, 5618.203125), (1, 5743.25146484375)]","[(0, 1216.510986328125), (1, 1112.8504638671875)]","[(0, 2673.74755859375), (1, 2591.604736328125)]","[(0, 3833.357666015625), (1, 3904.589599609375)]","[(0, 1799.0460205078125), (1, 1704.4959716796875)]","[(0, 903.2559204101562), (1, 1402.13232421875)]","[(0, 3082.64892578125), (1, 2322.630859375)]","[(0, 2013.0909423828125), (1, 2626.06640625)]"
