,best
adjunct_island,0.484
anaphor_gender_agreement,0.6
anaphor_number_agreement,0.531
animate_subject_passive,0.449
animate_subject_trans,0.496
causative,0.407
complex_NP_island,0.591
coordinate_structure_constraint_complex_left_branch,0.636
coordinate_structure_constraint_object_extraction,0.154
determiner_noun_agreement_1,0.499
determiner_noun_agreement_2,0.514
determiner_noun_agreement_irregular_1,0.538
determiner_noun_agreement_irregular_2,0.511
determiner_noun_agreement_with_adj_2,0.499
determiner_noun_agreement_with_adj_irregular_1,0.573
determiner_noun_agreement_with_adj_irregular_2,0.515
determiner_noun_agreement_with_adjective_1,0.494
distractor_agreement_relational_noun,0.484
distractor_agreement_relative_clause,0.494
drop_argument,0.474
ellipsis_n_bar_1,0.199
ellipsis_n_bar_2,0.627
existential_there_object_raising,0.621
existential_there_quantifiers_1,0.698
existential_there_quantifiers_2,0.0
existential_there_subject_raising,0.541
expletive_it_object_raising,0.587
inchoative,0.518
intransitive,0.544
irregular_past_participle_adjectives,0.462
irregular_past_participle_verbs,0.619
irregular_plural_subject_verb_agreement_1,0.484
irregular_plural_subject_verb_agreement_2,0.515
left_branch_island_echo_question,0.663
left_branch_island_simple_question,0.671
matrix_question_npi_licensor_present,0.431
npi_present_1,0.012
npi_present_2,0.011
only_npi_licensor_present,0.0
only_npi_scope,0.263
passive_1,0.576
passive_2,0.562
principle_A_c_command,0.593
principle_A_case_1,0.911
principle_A_case_2,0.418
principle_A_domain_1,0.29
principle_A_domain_2,0.485
principle_A_domain_3,0.473
principle_A_reconstruction,0.352
regular_plural_subject_verb_agreement_1,0.582
regular_plural_subject_verb_agreement_2,0.502
sentential_negation_npi_licensor_present,0.654
sentential_negation_npi_scope,0.198
sentential_subject_island,0.476
superlative_quantifiers_1,0.14
superlative_quantifiers_2,0.365
tough_vs_raising_1,0.315
tough_vs_raising_2,0.713
transitive,0.533
wh_island,0.97
wh_questions_object_gap,0.58
wh_questions_subject_gap,0.824
wh_questions_subject_gap_long_distance,0.691
wh_vs_that_no_gap,0.821
wh_vs_that_no_gap_long_distance,0.903
wh_vs_that_with_gap,0.172
wh_vs_that_with_gap_long_distance,0.118
