,best
adjunct_island,0.71
superlative_quantifiers_2,0.523
anaphor_gender_agreement,0.619
tough_vs_raising_1,0.394
anaphor_number_agreement,0.658
tough_vs_raising_2,0.634
animate_subject_passive,0.579
wh_questions_subject_gap,0.877
animate_subject_trans,0.504
causative,0.468
wh_vs_that_no_gap,0.751
complex_NP_island,0.354
coordinate_structure_constraint_complex_left_branch,0.091
left_branch_island_echo_question,0.424
coordinate_structure_constraint_object_extraction,0.271
transitive,0.629
determiner_noun_agreement_1,0.767
wh_island,0.863
determiner_noun_agreement_2,0.647
only_npi_scope,0.337
determiner_noun_agreement_irregular_1,0.679
passive_1,0.532
determiner_noun_agreement_irregular_2,0.763
principle_A_domain_1,0.984
determiner_noun_agreement_with_adj_2,0.606
left_branch_island_simple_question,0.163
determiner_noun_agreement_with_adj_irregular_1,0.676
matrix_question_npi_licensor_present,0.252
determiner_noun_agreement_with_adj_irregular_2,0.653
npi_present_1,0.17
determiner_noun_agreement_with_adjective_1,0.64
principle_A_domain_2,0.495
distractor_agreement_relational_noun,0.379
principle_A_domain_3,0.508
distractor_agreement_relative_clause,0.348
drop_argument,0.415
wh_vs_that_with_gap,0.36
ellipsis_n_bar_1,0.399
ellipsis_n_bar_2,0.583
principle_A_reconstruction,0.222
existential_there_object_raising,0.643
regular_plural_subject_verb_agreement_1,0.481
existential_there_quantifiers_1,0.844
regular_plural_subject_verb_agreement_2,0.583
existential_there_quantifiers_2,0.339
sentential_negation_npi_licensor_present,0.991
existential_there_subject_raising,0.594
wh_questions_object_gap,0.528
expletive_it_object_raising,0.604
inchoative,0.517
intransitive,0.389
sentential_negation_npi_scope,0.684
irregular_past_participle_adjectives,0.616
sentential_subject_island,0.45
irregular_past_participle_verbs,0.771
npi_present_2,0.24
irregular_plural_subject_verb_agreement_1,0.601
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.587
passive_2,0.444
principle_A_c_command,0.586
principle_A_case_1,0.999
principle_A_case_2,0.509
superlative_quantifiers_1,0.579
wh_questions_subject_gap_long_distance,0.912
wh_vs_that_no_gap_long_distance,0.818
wh_vs_that_with_gap_long_distance,0.254
