,best
adjunct_island,0.621
anaphor_gender_agreement,0.528
anaphor_number_agreement,0.533
animate_subject_passive,0.584
animate_subject_trans,0.526
causative,0.459
complex_NP_island,0.571
coordinate_structure_constraint_complex_left_branch,0.178
coordinate_structure_constraint_object_extraction,0.346
determiner_noun_agreement_1,0.58
determiner_noun_agreement_2,0.508
determiner_noun_agreement_irregular_1,0.52
determiner_noun_agreement_irregular_2,0.592
determiner_noun_agreement_with_adj_2,0.491
determiner_noun_agreement_with_adj_irregular_1,0.504
determiner_noun_agreement_with_adj_irregular_2,0.547
determiner_noun_agreement_with_adjective_1,0.511
distractor_agreement_relational_noun,0.482
distractor_agreement_relative_clause,0.497
drop_argument,0.625
ellipsis_n_bar_1,0.298
ellipsis_n_bar_2,0.52
existential_there_object_raising,0.687
existential_there_quantifiers_1,0.733
existential_there_quantifiers_2,0.164
existential_there_subject_raising,0.522
expletive_it_object_raising,0.637
inchoative,0.544
intransitive,0.529
irregular_past_participle_adjectives,0.863
irregular_past_participle_verbs,0.572
irregular_plural_subject_verb_agreement_1,0.546
irregular_plural_subject_verb_agreement_2,0.521
left_branch_island_echo_question,0.578
left_branch_island_simple_question,0.205
matrix_question_npi_licensor_present,0.046
npi_present_1,0.543
npi_present_2,0.464
only_npi_licensor_present,0.506
only_npi_scope,0.296
passive_1,0.498
passive_2,0.426
principle_A_c_command,0.54
principle_A_case_1,1.0
principle_A_case_2,0.471
principle_A_domain_1,0.907
principle_A_domain_2,0.533
principle_A_domain_3,0.515
principle_A_reconstruction,0.228
regular_plural_subject_verb_agreement_1,0.604
regular_plural_subject_verb_agreement_2,0.49
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.503
sentential_subject_island,0.484
superlative_quantifiers_1,0.123
superlative_quantifiers_2,0.237
tough_vs_raising_1,0.481
tough_vs_raising_2,0.576
transitive,0.569
wh_island,0.674
wh_questions_object_gap,0.407
wh_questions_subject_gap,0.609
wh_questions_subject_gap_long_distance,0.682
wh_vs_that_no_gap,0.947
wh_vs_that_no_gap_long_distance,0.943
wh_vs_that_with_gap,0.067
wh_vs_that_with_gap_long_distance,0.079
