,best
adjunct_island,0.54
anaphor_gender_agreement,0.647
anaphor_number_agreement,0.547
animate_subject_passive,0.574
animate_subject_trans,0.535
causative,0.457
complex_NP_island,0.441
coordinate_structure_constraint_complex_left_branch,0.196
coordinate_structure_constraint_object_extraction,0.29
determiner_noun_agreement_1,0.516
determiner_noun_agreement_2,0.503
determiner_noun_agreement_irregular_1,0.539
determiner_noun_agreement_irregular_2,0.594
determiner_noun_agreement_with_adj_2,0.484
determiner_noun_agreement_with_adj_irregular_1,0.549
determiner_noun_agreement_with_adj_irregular_2,0.526
determiner_noun_agreement_with_adjective_1,0.495
distractor_agreement_relational_noun,0.452
distractor_agreement_relative_clause,0.47
drop_argument,0.408
ellipsis_n_bar_1,0.232
ellipsis_n_bar_2,0.494
existential_there_object_raising,0.663
existential_there_quantifiers_1,0.763
existential_there_quantifiers_2,0.289
existential_there_subject_raising,0.553
expletive_it_object_raising,0.616
inchoative,0.48
intransitive,0.388
irregular_past_participle_adjectives,0.433
irregular_past_participle_verbs,0.792
irregular_plural_subject_verb_agreement_1,0.596
irregular_plural_subject_verb_agreement_2,0.542
left_branch_island_echo_question,0.586
left_branch_island_simple_question,0.289
matrix_question_npi_licensor_present,0.065
npi_present_1,0.345
npi_present_2,0.337
only_npi_licensor_present,0.0
only_npi_scope,0.108
passive_1,0.46
passive_2,0.44
principle_A_c_command,0.567
principle_A_case_1,1.0
principle_A_case_2,0.458
principle_A_domain_1,0.997
principle_A_domain_2,0.509
principle_A_domain_3,0.495
principle_A_reconstruction,0.209
regular_plural_subject_verb_agreement_1,0.531
regular_plural_subject_verb_agreement_2,0.5
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.655
sentential_subject_island,0.551
superlative_quantifiers_1,0.496
superlative_quantifiers_2,0.628
tough_vs_raising_1,0.426
tough_vs_raising_2,0.612
transitive,0.571
wh_island,0.951
wh_questions_object_gap,0.438
wh_questions_subject_gap,0.721
wh_questions_subject_gap_long_distance,0.758
wh_vs_that_no_gap,0.769
wh_vs_that_no_gap_long_distance,0.823
wh_vs_that_with_gap,0.278
wh_vs_that_with_gap_long_distance,0.254
