,epoch_4
adjunct_island,0.579
anaphor_gender_agreement,0.674
anaphor_number_agreement,0.579
animate_subject_passive,0.575
animate_subject_trans,0.569
causative,0.41
complex_NP_island,0.608
coordinate_structure_constraint_complex_left_branch,0.228
coordinate_structure_constraint_object_extraction,0.564
determiner_noun_agreement_1,0.508
determiner_noun_agreement_2,0.492
determiner_noun_agreement_irregular_1,0.5
determiner_noun_agreement_irregular_2,0.54
determiner_noun_agreement_with_adj_2,0.47
determiner_noun_agreement_with_adj_irregular_1,0.556
determiner_noun_agreement_with_adj_irregular_2,0.534
determiner_noun_agreement_with_adjective_1,0.504
distractor_agreement_relational_noun,0.443
distractor_agreement_relative_clause,0.486
drop_argument,0.608
ellipsis_n_bar_1,0.367
ellipsis_n_bar_2,0.445
existential_there_object_raising,0.686
existential_there_quantifiers_1,0.742
existential_there_quantifiers_2,0.102
existential_there_subject_raising,0.552
expletive_it_object_raising,0.67
inchoative,0.382
intransitive,0.484
irregular_past_participle_adjectives,0.712
irregular_past_participle_verbs,0.696
irregular_plural_subject_verb_agreement_1,0.561
irregular_plural_subject_verb_agreement_2,0.524
left_branch_island_echo_question,0.394
left_branch_island_simple_question,0.29
matrix_question_npi_licensor_present,0.059
npi_present_1,0.34
npi_present_2,0.27
only_npi_licensor_present,0.357
only_npi_scope,0.36
passive_1,0.572
passive_2,0.562
principle_A_c_command,0.505
principle_A_case_1,1.0
principle_A_case_2,0.416
principle_A_domain_1,0.973
principle_A_domain_2,0.473
principle_A_domain_3,0.522
principle_A_reconstruction,0.195
regular_plural_subject_verb_agreement_1,0.616
regular_plural_subject_verb_agreement_2,0.477
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.614
sentential_subject_island,0.587
superlative_quantifiers_1,0.476
superlative_quantifiers_2,0.735
tough_vs_raising_1,0.453
tough_vs_raising_2,0.592
transitive,0.607
wh_island,0.972
wh_questions_object_gap,0.506
wh_questions_subject_gap,0.78
wh_questions_subject_gap_long_distance,0.746
wh_vs_that_no_gap,0.925
wh_vs_that_no_gap_long_distance,0.953
wh_vs_that_with_gap,0.11
wh_vs_that_with_gap_long_distance,0.087
