,best
adjunct_island,0.644
superlative_quantifiers_2,0.306
anaphor_gender_agreement,0.641
tough_vs_raising_1,0.496
anaphor_number_agreement,0.526
tough_vs_raising_2,0.555
animate_subject_passive,0.596
wh_questions_subject_gap,0.878
animate_subject_trans,0.504
causative,0.483
wh_vs_that_no_gap,0.879
complex_NP_island,0.333
coordinate_structure_constraint_complex_left_branch,0.125
left_branch_island_echo_question,0.557
coordinate_structure_constraint_object_extraction,0.232
transitive,0.565
determiner_noun_agreement_1,0.594
wh_island,0.846
determiner_noun_agreement_2,0.518
only_npi_scope,0.189
determiner_noun_agreement_irregular_1,0.545
passive_1,0.436
determiner_noun_agreement_irregular_2,0.591
principle_A_domain_1,0.999
determiner_noun_agreement_with_adj_2,0.485
left_branch_island_simple_question,0.149
determiner_noun_agreement_with_adj_irregular_1,0.521
matrix_question_npi_licensor_present,0.16
determiner_noun_agreement_with_adj_irregular_2,0.547
npi_present_1,0.389
determiner_noun_agreement_with_adjective_1,0.529
principle_A_domain_2,0.494
distractor_agreement_relational_noun,0.441
principle_A_domain_3,0.51
distractor_agreement_relative_clause,0.511
drop_argument,0.426
wh_vs_that_with_gap,0.206
ellipsis_n_bar_1,0.283
ellipsis_n_bar_2,0.507
principle_A_reconstruction,0.096
existential_there_object_raising,0.679
regular_plural_subject_verb_agreement_1,0.561
existential_there_quantifiers_1,0.796
regular_plural_subject_verb_agreement_2,0.505
existential_there_quantifiers_2,0.192
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.504
wh_questions_object_gap,0.397
expletive_it_object_raising,0.603
inchoative,0.557
intransitive,0.454
sentential_negation_npi_scope,0.574
irregular_past_participle_adjectives,0.527
sentential_subject_island,0.417
irregular_past_participle_verbs,0.676
npi_present_2,0.388
irregular_plural_subject_verb_agreement_1,0.599
only_npi_licensor_present,0.002
irregular_plural_subject_verb_agreement_2,0.602
passive_2,0.365
principle_A_c_command,0.482
principle_A_case_1,1.0
principle_A_case_2,0.48
superlative_quantifiers_1,0.472
wh_questions_subject_gap_long_distance,0.947
wh_vs_that_no_gap_long_distance,0.92
wh_vs_that_with_gap_long_distance,0.156
