,best
adjunct_island,0.526
anaphor_gender_agreement,0.779
anaphor_number_agreement,0.6
animate_subject_passive,0.492
animate_subject_trans,0.532
causative,0.494
complex_NP_island,0.346
coordinate_structure_constraint_complex_left_branch,0.616
coordinate_structure_constraint_object_extraction,0.387
determiner_noun_agreement_1,0.509
determiner_noun_agreement_2,0.506
determiner_noun_agreement_irregular_1,0.521
determiner_noun_agreement_irregular_2,0.563
determiner_noun_agreement_with_adj_2,0.471
determiner_noun_agreement_with_adj_irregular_1,0.5
determiner_noun_agreement_with_adj_irregular_2,0.548
determiner_noun_agreement_with_adjective_1,0.528
distractor_agreement_relational_noun,0.499
distractor_agreement_relative_clause,0.509
drop_argument,0.474
ellipsis_n_bar_1,0.402
ellipsis_n_bar_2,0.451
existential_there_object_raising,0.512
existential_there_quantifiers_1,0.845
existential_there_quantifiers_2,0.336
existential_there_subject_raising,0.562
expletive_it_object_raising,0.524
inchoative,0.527
intransitive,0.54
irregular_past_participle_adjectives,0.315
irregular_past_participle_verbs,0.512
irregular_plural_subject_verb_agreement_1,0.493
irregular_plural_subject_verb_agreement_2,0.498
left_branch_island_echo_question,0.663
left_branch_island_simple_question,0.566
matrix_question_npi_licensor_present,0.333
npi_present_1,0.172
npi_present_2,0.149
only_npi_licensor_present,0.016
only_npi_scope,0.392
passive_1,0.456
passive_2,0.434
principle_A_c_command,0.515
principle_A_case_1,0.419
principle_A_case_2,0.462
principle_A_domain_1,0.54
principle_A_domain_2,0.428
principle_A_domain_3,0.488
principle_A_reconstruction,0.536
regular_plural_subject_verb_agreement_1,0.62
regular_plural_subject_verb_agreement_2,0.529
sentential_negation_npi_licensor_present,0.387
sentential_negation_npi_scope,0.815
sentential_subject_island,0.511
superlative_quantifiers_1,0.775
superlative_quantifiers_2,0.352
tough_vs_raising_1,0.401
tough_vs_raising_2,0.589
transitive,0.468
wh_island,0.798
wh_questions_object_gap,0.776
wh_questions_subject_gap,0.968
wh_questions_subject_gap_long_distance,0.902
wh_vs_that_no_gap,0.984
wh_vs_that_no_gap_long_distance,0.987
wh_vs_that_with_gap,0.02
wh_vs_that_with_gap_long_distance,0.016
