,epoch_2
adjunct_island,0.532
anaphor_gender_agreement,0.696
anaphor_number_agreement,0.601
animate_subject_passive,0.556
animate_subject_trans,0.456
causative,0.401
complex_NP_island,0.56
coordinate_structure_constraint_complex_left_branch,0.224
coordinate_structure_constraint_object_extraction,0.405
determiner_noun_agreement_1,0.512
determiner_noun_agreement_2,0.502
determiner_noun_agreement_irregular_1,0.462
determiner_noun_agreement_irregular_2,0.499
determiner_noun_agreement_with_adj_2,0.48
determiner_noun_agreement_with_adj_irregular_1,0.542
determiner_noun_agreement_with_adj_irregular_2,0.521
determiner_noun_agreement_with_adjective_1,0.491
distractor_agreement_relational_noun,0.437
distractor_agreement_relative_clause,0.501
drop_argument,0.649
ellipsis_n_bar_1,0.313
ellipsis_n_bar_2,0.462
existential_there_object_raising,0.689
existential_there_quantifiers_1,0.666
existential_there_quantifiers_2,0.013
existential_there_subject_raising,0.568
expletive_it_object_raising,0.669
inchoative,0.344
intransitive,0.491
irregular_past_participle_adjectives,0.529
irregular_past_participle_verbs,0.76
irregular_plural_subject_verb_agreement_1,0.545
irregular_plural_subject_verb_agreement_2,0.538
left_branch_island_echo_question,0.286
left_branch_island_simple_question,0.255
matrix_question_npi_licensor_present,0.151
npi_present_1,0.339
npi_present_2,0.265
only_npi_licensor_present,0.796
only_npi_scope,0.314
passive_1,0.598
passive_2,0.562
principle_A_c_command,0.475
principle_A_case_1,1.0
principle_A_case_2,0.397
principle_A_domain_1,0.976
principle_A_domain_2,0.451
principle_A_domain_3,0.536
principle_A_reconstruction,0.18
regular_plural_subject_verb_agreement_1,0.588
regular_plural_subject_verb_agreement_2,0.458
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.566
sentential_subject_island,0.554
superlative_quantifiers_1,0.332
superlative_quantifiers_2,0.33
tough_vs_raising_1,0.442
tough_vs_raising_2,0.582
transitive,0.593
wh_island,0.988
wh_questions_object_gap,0.523
wh_questions_subject_gap,0.774
wh_questions_subject_gap_long_distance,0.685
wh_vs_that_no_gap,0.89
wh_vs_that_no_gap_long_distance,0.879
wh_vs_that_with_gap,0.092
wh_vs_that_with_gap_long_distance,0.15
