,best
adjunct_island,0.433
superlative_quantifiers_2,0.27
anaphor_gender_agreement,0.447
tough_vs_raising_1,0.535
anaphor_number_agreement,0.528
tough_vs_raising_2,0.526
animate_subject_passive,0.531
wh_questions_subject_gap,0.886
animate_subject_trans,0.357
causative,0.472
wh_vs_that_no_gap,0.892
complex_NP_island,0.519
coordinate_structure_constraint_complex_left_branch,0.46
left_branch_island_echo_question,0.574
coordinate_structure_constraint_object_extraction,0.386
transitive,0.567
determiner_noun_agreement_1,0.505
wh_island,0.86
determiner_noun_agreement_2,0.499
only_npi_scope,0.051
determiner_noun_agreement_irregular_1,0.5
passive_1,0.534
determiner_noun_agreement_irregular_2,0.528
principle_A_domain_1,0.974
determiner_noun_agreement_with_adj_2,0.477
left_branch_island_simple_question,0.487
determiner_noun_agreement_with_adj_irregular_1,0.53
matrix_question_npi_licensor_present,0.059
determiner_noun_agreement_with_adj_irregular_2,0.474
npi_present_1,0.129
determiner_noun_agreement_with_adjective_1,0.496
principle_A_domain_2,0.595
distractor_agreement_relational_noun,0.421
principle_A_domain_3,0.534
distractor_agreement_relative_clause,0.507
drop_argument,0.426
wh_vs_that_with_gap,0.127
ellipsis_n_bar_1,0.218
ellipsis_n_bar_2,0.432
principle_A_reconstruction,0.241
existential_there_object_raising,0.658
regular_plural_subject_verb_agreement_1,0.523
existential_there_quantifiers_1,0.724
regular_plural_subject_verb_agreement_2,0.448
existential_there_quantifiers_2,0.178
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.492
wh_questions_object_gap,0.538
expletive_it_object_raising,0.599
inchoative,0.411
intransitive,0.349
sentential_negation_npi_scope,0.319
irregular_past_participle_adjectives,0.402
sentential_subject_island,0.535
irregular_past_participle_verbs,0.674
npi_present_2,0.111
irregular_plural_subject_verb_agreement_1,0.503
only_npi_licensor_present,0.004
irregular_plural_subject_verb_agreement_2,0.531
passive_2,0.51
principle_A_c_command,0.273
principle_A_case_1,1.0
principle_A_case_2,0.439
superlative_quantifiers_1,0.011
wh_questions_subject_gap_long_distance,0.847
wh_vs_that_no_gap_long_distance,0.84
wh_vs_that_with_gap_long_distance,0.171
