,best
adjunct_island,0.54
anaphor_gender_agreement,0.648
anaphor_number_agreement,0.535
animate_subject_passive,0.57
animate_subject_trans,0.549
causative,0.459
complex_NP_island,0.434
coordinate_structure_constraint_complex_left_branch,0.195
coordinate_structure_constraint_object_extraction,0.289
determiner_noun_agreement_1,0.512
determiner_noun_agreement_2,0.506
determiner_noun_agreement_irregular_1,0.526
determiner_noun_agreement_irregular_2,0.587
determiner_noun_agreement_with_adj_2,0.481
determiner_noun_agreement_with_adj_irregular_1,0.547
determiner_noun_agreement_with_adj_irregular_2,0.527
determiner_noun_agreement_with_adjective_1,0.49
distractor_agreement_relational_noun,0.45
distractor_agreement_relative_clause,0.474
drop_argument,0.406
ellipsis_n_bar_1,0.23
ellipsis_n_bar_2,0.499
existential_there_object_raising,0.667
existential_there_quantifiers_1,0.759
existential_there_quantifiers_2,0.29
existential_there_subject_raising,0.561
expletive_it_object_raising,0.614
inchoative,0.484
intransitive,0.391
irregular_past_participle_adjectives,0.447
irregular_past_participle_verbs,0.786
irregular_plural_subject_verb_agreement_1,0.598
irregular_plural_subject_verb_agreement_2,0.545
left_branch_island_echo_question,0.582
left_branch_island_simple_question,0.28
matrix_question_npi_licensor_present,0.065
npi_present_1,0.357
npi_present_2,0.352
only_npi_licensor_present,0.0
only_npi_scope,0.096
passive_1,0.463
passive_2,0.444
principle_A_c_command,0.571
principle_A_case_1,1.0
principle_A_case_2,0.464
principle_A_domain_1,0.997
principle_A_domain_2,0.507
principle_A_domain_3,0.488
principle_A_reconstruction,0.198
regular_plural_subject_verb_agreement_1,0.528
regular_plural_subject_verb_agreement_2,0.502
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.662
sentential_subject_island,0.552
superlative_quantifiers_1,0.5
superlative_quantifiers_2,0.59
tough_vs_raising_1,0.431
tough_vs_raising_2,0.609
transitive,0.574
wh_island,0.948
wh_questions_object_gap,0.439
wh_questions_subject_gap,0.736
wh_questions_subject_gap_long_distance,0.773
wh_vs_that_no_gap,0.774
wh_vs_that_no_gap_long_distance,0.832
wh_vs_that_with_gap,0.271
wh_vs_that_with_gap_long_distance,0.252
