,best
adjunct_island,0.498
anaphor_gender_agreement,0.771
anaphor_number_agreement,0.646
animate_subject_passive,0.577
animate_subject_trans,0.436
causative,0.467
complex_NP_island,0.423
coordinate_structure_constraint_complex_left_branch,0.41
coordinate_structure_constraint_object_extraction,0.352
determiner_noun_agreement_1,0.509
determiner_noun_agreement_2,0.489
determiner_noun_agreement_irregular_1,0.495
determiner_noun_agreement_irregular_2,0.528
determiner_noun_agreement_with_adj_2,0.472
determiner_noun_agreement_with_adj_irregular_1,0.49
determiner_noun_agreement_with_adj_irregular_2,0.535
determiner_noun_agreement_with_adjective_1,0.502
distractor_agreement_relational_noun,0.463
distractor_agreement_relative_clause,0.515
drop_argument,0.482
ellipsis_n_bar_1,0.246
ellipsis_n_bar_2,0.404
existential_there_object_raising,0.64
existential_there_quantifiers_1,0.791
existential_there_quantifiers_2,0.228
existential_there_subject_raising,0.611
expletive_it_object_raising,0.598
inchoative,0.339
intransitive,0.381
irregular_past_participle_adjectives,0.234
irregular_past_participle_verbs,0.723
irregular_plural_subject_verb_agreement_1,0.546
irregular_plural_subject_verb_agreement_2,0.491
left_branch_island_echo_question,0.679
left_branch_island_simple_question,0.461
matrix_question_npi_licensor_present,0.056
npi_present_1,0.226
npi_present_2,0.185
only_npi_licensor_present,0.041
only_npi_scope,0.289
passive_1,0.604
passive_2,0.592
principle_A_c_command,0.425
principle_A_case_1,1.0
principle_A_case_2,0.415
principle_A_domain_1,1.0
principle_A_domain_2,0.428
principle_A_domain_3,0.517
principle_A_reconstruction,0.507
regular_plural_subject_verb_agreement_1,0.529
regular_plural_subject_verb_agreement_2,0.464
sentential_negation_npi_licensor_present,0.995
sentential_negation_npi_scope,0.759
sentential_subject_island,0.518
superlative_quantifiers_1,0.493
superlative_quantifiers_2,0.291
tough_vs_raising_1,0.437
tough_vs_raising_2,0.594
transitive,0.608
wh_island,0.918
wh_questions_object_gap,0.576
wh_questions_subject_gap,0.876
wh_questions_subject_gap_long_distance,0.622
wh_vs_that_no_gap,0.762
wh_vs_that_no_gap_long_distance,0.703
wh_vs_that_with_gap,0.181
wh_vs_that_with_gap_long_distance,0.298
