,epoch_1
adjunct_island,0.532
anaphor_gender_agreement,0.722
anaphor_number_agreement,0.569
animate_subject_passive,0.449
animate_subject_trans,0.436
causative,0.485
complex_NP_island,0.475
coordinate_structure_constraint_complex_left_branch,0.435
coordinate_structure_constraint_object_extraction,0.408
determiner_noun_agreement_1,0.499
determiner_noun_agreement_2,0.529
determiner_noun_agreement_irregular_1,0.5
determiner_noun_agreement_irregular_2,0.466
determiner_noun_agreement_with_adj_2,0.503
determiner_noun_agreement_with_adj_irregular_1,0.531
determiner_noun_agreement_with_adj_irregular_2,0.463
determiner_noun_agreement_with_adjective_1,0.531
distractor_agreement_relational_noun,0.458
distractor_agreement_relative_clause,0.514
drop_argument,0.709
ellipsis_n_bar_1,0.337
ellipsis_n_bar_2,0.47
existential_there_object_raising,0.525
existential_there_quantifiers_1,0.222
existential_there_quantifiers_2,0.086
existential_there_subject_raising,0.509
expletive_it_object_raising,0.508
inchoative,0.568
intransitive,0.716
irregular_past_participle_adjectives,0.887
irregular_past_participle_verbs,0.255
irregular_plural_subject_verb_agreement_1,0.466
irregular_plural_subject_verb_agreement_2,0.538
left_branch_island_echo_question,0.246
left_branch_island_simple_question,0.452
matrix_question_npi_licensor_present,0.63
npi_present_1,0.7
npi_present_2,0.693
only_npi_licensor_present,0.839
only_npi_scope,0.595
passive_1,0.523
passive_2,0.577
principle_A_c_command,0.478
principle_A_case_1,0.124
principle_A_case_2,0.514
principle_A_domain_1,0.01
principle_A_domain_2,0.44
principle_A_domain_3,0.489
principle_A_reconstruction,0.381
regular_plural_subject_verb_agreement_1,0.432
regular_plural_subject_verb_agreement_2,0.524
sentential_negation_npi_licensor_present,0.601
sentential_negation_npi_scope,0.433
sentential_subject_island,0.508
superlative_quantifiers_1,0.678
superlative_quantifiers_2,0.328
tough_vs_raising_1,0.455
tough_vs_raising_2,0.494
transitive,0.44
wh_island,0.133
wh_questions_object_gap,0.171
wh_questions_subject_gap,0.083
wh_questions_subject_gap_long_distance,0.077
wh_vs_that_no_gap,0.045
wh_vs_that_no_gap_long_distance,0.009
wh_vs_that_with_gap,0.912
wh_vs_that_with_gap_long_distance,0.974
