,best
adjunct_island,0.673
superlative_quantifiers_2,0.602
anaphor_gender_agreement,0.651
tough_vs_raising_1,0.39
anaphor_number_agreement,0.561
tough_vs_raising_2,0.646
animate_subject_passive,0.58
wh_questions_subject_gap,0.862
animate_subject_trans,0.504
causative,0.452
wh_vs_that_no_gap,0.738
complex_NP_island,0.366
coordinate_structure_constraint_complex_left_branch,0.094
left_branch_island_echo_question,0.582
coordinate_structure_constraint_object_extraction,0.295
transitive,0.607
determiner_noun_agreement_1,0.666
wh_island,0.872
determiner_noun_agreement_2,0.555
only_npi_scope,0.229
determiner_noun_agreement_irregular_1,0.641
passive_1,0.513
determiner_noun_agreement_irregular_2,0.687
principle_A_domain_1,0.984
determiner_noun_agreement_with_adj_2,0.531
left_branch_island_simple_question,0.177
determiner_noun_agreement_with_adj_irregular_1,0.617
matrix_question_npi_licensor_present,0.189
determiner_noun_agreement_with_adj_irregular_2,0.586
npi_present_1,0.242
determiner_noun_agreement_with_adjective_1,0.552
principle_A_domain_2,0.482
distractor_agreement_relational_noun,0.404
principle_A_domain_3,0.508
distractor_agreement_relative_clause,0.377
drop_argument,0.406
wh_vs_that_with_gap,0.338
ellipsis_n_bar_1,0.3
ellipsis_n_bar_2,0.558
principle_A_reconstruction,0.236
existential_there_object_raising,0.653
regular_plural_subject_verb_agreement_1,0.49
existential_there_quantifiers_1,0.825
regular_plural_subject_verb_agreement_2,0.549
existential_there_quantifiers_2,0.412
sentential_negation_npi_licensor_present,0.997
existential_there_subject_raising,0.566
wh_questions_object_gap,0.521
expletive_it_object_raising,0.618
inchoative,0.508
intransitive,0.386
sentential_negation_npi_scope,0.658
irregular_past_participle_adjectives,0.567
sentential_subject_island,0.57
irregular_past_participle_verbs,0.812
npi_present_2,0.29
irregular_plural_subject_verb_agreement_1,0.626
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.57
passive_2,0.446
principle_A_c_command,0.617
principle_A_case_1,0.999
principle_A_case_2,0.499
superlative_quantifiers_1,0.469
wh_questions_subject_gap_long_distance,0.887
wh_vs_that_no_gap_long_distance,0.821
wh_vs_that_with_gap_long_distance,0.286
