,best
adjunct_island,0.64
anaphor_gender_agreement,0.545
anaphor_number_agreement,0.539
animate_subject_passive,0.577
animate_subject_trans,0.511
causative,0.451
complex_NP_island,0.559
coordinate_structure_constraint_complex_left_branch,0.185
coordinate_structure_constraint_object_extraction,0.351
determiner_noun_agreement_1,0.596
determiner_noun_agreement_2,0.514
determiner_noun_agreement_irregular_1,0.527
determiner_noun_agreement_irregular_2,0.602
determiner_noun_agreement_with_adj_2,0.495
determiner_noun_agreement_with_adj_irregular_1,0.505
determiner_noun_agreement_with_adj_irregular_2,0.552
determiner_noun_agreement_with_adjective_1,0.508
distractor_agreement_relational_noun,0.489
distractor_agreement_relative_clause,0.493
drop_argument,0.602
ellipsis_n_bar_1,0.324
ellipsis_n_bar_2,0.541
existential_there_object_raising,0.681
existential_there_quantifiers_1,0.778
existential_there_quantifiers_2,0.214
existential_there_subject_raising,0.515
expletive_it_object_raising,0.638
inchoative,0.546
intransitive,0.522
irregular_past_participle_adjectives,0.906
irregular_past_participle_verbs,0.561
irregular_plural_subject_verb_agreement_1,0.56
irregular_plural_subject_verb_agreement_2,0.525
left_branch_island_echo_question,0.579
left_branch_island_simple_question,0.189
matrix_question_npi_licensor_present,0.043
npi_present_1,0.522
npi_present_2,0.45
only_npi_licensor_present,0.654
only_npi_scope,0.322
passive_1,0.503
passive_2,0.431
principle_A_c_command,0.546
principle_A_case_1,1.0
principle_A_case_2,0.478
principle_A_domain_1,0.895
principle_A_domain_2,0.523
principle_A_domain_3,0.52
principle_A_reconstruction,0.217
regular_plural_subject_verb_agreement_1,0.602
regular_plural_subject_verb_agreement_2,0.491
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.495
sentential_subject_island,0.466
superlative_quantifiers_1,0.129
superlative_quantifiers_2,0.229
tough_vs_raising_1,0.465
tough_vs_raising_2,0.587
transitive,0.584
wh_island,0.691
wh_questions_object_gap,0.396
wh_questions_subject_gap,0.648
wh_questions_subject_gap_long_distance,0.702
wh_vs_that_no_gap,0.931
wh_vs_that_no_gap_long_distance,0.926
wh_vs_that_with_gap,0.097
wh_vs_that_with_gap_long_distance,0.112
