,epoch_5
adjunct_island,0.551
anaphor_gender_agreement,0.542
anaphor_number_agreement,0.493
animate_subject_passive,0.505
animate_subject_trans,0.434
causative,0.454
complex_NP_island,0.525
coordinate_structure_constraint_complex_left_branch,0.361
coordinate_structure_constraint_object_extraction,0.518
determiner_noun_agreement_1,0.495
determiner_noun_agreement_2,0.487
determiner_noun_agreement_irregular_1,0.526
determiner_noun_agreement_irregular_2,0.528
determiner_noun_agreement_with_adj_2,0.477
determiner_noun_agreement_with_adj_irregular_1,0.515
determiner_noun_agreement_with_adj_irregular_2,0.543
determiner_noun_agreement_with_adjective_1,0.494
distractor_agreement_relational_noun,0.485
distractor_agreement_relative_clause,0.528
drop_argument,0.657
ellipsis_n_bar_1,0.238
ellipsis_n_bar_2,0.308
existential_there_object_raising,0.717
existential_there_quantifiers_1,0.756
existential_there_quantifiers_2,0.493
existential_there_subject_raising,0.59
expletive_it_object_raising,0.653
inchoative,0.356
intransitive,0.465
irregular_past_participle_adjectives,0.34
irregular_past_participle_verbs,0.609
irregular_plural_subject_verb_agreement_1,0.507
irregular_plural_subject_verb_agreement_2,0.521
left_branch_island_echo_question,0.488
left_branch_island_simple_question,0.37
matrix_question_npi_licensor_present,0.097
npi_present_1,0.246
npi_present_2,0.239
only_npi_licensor_present,0.387
only_npi_scope,0.609
passive_1,0.661
passive_2,0.63
principle_A_c_command,0.37
principle_A_case_1,1.0
principle_A_case_2,0.425
principle_A_domain_1,0.992
principle_A_domain_2,0.516
principle_A_domain_3,0.537
principle_A_reconstruction,0.406
regular_plural_subject_verb_agreement_1,0.457
regular_plural_subject_verb_agreement_2,0.448
sentential_negation_npi_licensor_present,0.995
sentential_negation_npi_scope,0.606
sentential_subject_island,0.491
superlative_quantifiers_1,0.416
superlative_quantifiers_2,0.255
tough_vs_raising_1,0.48
tough_vs_raising_2,0.593
transitive,0.624
wh_island,0.932
wh_questions_object_gap,0.638
wh_questions_subject_gap,0.938
wh_questions_subject_gap_long_distance,0.874
wh_vs_that_no_gap,0.953
wh_vs_that_no_gap_long_distance,0.95
wh_vs_that_with_gap,0.053
wh_vs_that_with_gap_long_distance,0.064
