,best
adjunct_island,0.714
superlative_quantifiers_2,0.525
anaphor_gender_agreement,0.624
tough_vs_raising_1,0.396
anaphor_number_agreement,0.666
tough_vs_raising_2,0.636
animate_subject_passive,0.586
wh_questions_subject_gap,0.873
animate_subject_trans,0.507
causative,0.471
wh_vs_that_no_gap,0.75
complex_NP_island,0.355
coordinate_structure_constraint_complex_left_branch,0.092
left_branch_island_echo_question,0.436
coordinate_structure_constraint_object_extraction,0.273
transitive,0.626
determiner_noun_agreement_1,0.772
wh_island,0.86
determiner_noun_agreement_2,0.65
only_npi_scope,0.328
determiner_noun_agreement_irregular_1,0.68
passive_1,0.529
determiner_noun_agreement_irregular_2,0.762
principle_A_domain_1,0.982
determiner_noun_agreement_with_adj_2,0.602
left_branch_island_simple_question,0.159
determiner_noun_agreement_with_adj_irregular_1,0.679
matrix_question_npi_licensor_present,0.259
determiner_noun_agreement_with_adj_irregular_2,0.655
npi_present_1,0.175
determiner_noun_agreement_with_adjective_1,0.641
principle_A_domain_2,0.502
distractor_agreement_relational_noun,0.372
principle_A_domain_3,0.502
distractor_agreement_relative_clause,0.343
drop_argument,0.417
wh_vs_that_with_gap,0.37
ellipsis_n_bar_1,0.401
ellipsis_n_bar_2,0.584
principle_A_reconstruction,0.221
existential_there_object_raising,0.643
regular_plural_subject_verb_agreement_1,0.484
existential_there_quantifiers_1,0.842
regular_plural_subject_verb_agreement_2,0.585
existential_there_quantifiers_2,0.341
sentential_negation_npi_licensor_present,0.991
existential_there_subject_raising,0.596
wh_questions_object_gap,0.515
expletive_it_object_raising,0.603
inchoative,0.519
intransitive,0.393
sentential_negation_npi_scope,0.68
irregular_past_participle_adjectives,0.618
sentential_subject_island,0.454
irregular_past_participle_verbs,0.777
npi_present_2,0.247
irregular_plural_subject_verb_agreement_1,0.601
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.586
passive_2,0.433
principle_A_c_command,0.585
principle_A_case_1,0.999
principle_A_case_2,0.508
superlative_quantifiers_1,0.584
wh_questions_subject_gap_long_distance,0.908
wh_vs_that_no_gap_long_distance,0.804
wh_vs_that_with_gap_long_distance,0.267
