,best
adjunct_island,0.757
superlative_quantifiers_2,0.793
anaphor_gender_agreement,0.73
tough_vs_raising_1,0.467
anaphor_number_agreement,0.81
tough_vs_raising_2,0.593
animate_subject_passive,0.571
wh_questions_subject_gap,0.844
animate_subject_trans,0.601
causative,0.426
wh_vs_that_no_gap,0.877
complex_NP_island,0.423
coordinate_structure_constraint_complex_left_branch,0.194
left_branch_island_echo_question,0.516
coordinate_structure_constraint_object_extraction,0.715
transitive,0.618
determiner_noun_agreement_1,0.661
wh_island,0.76
determiner_noun_agreement_2,0.698
only_npi_scope,0.666
determiner_noun_agreement_irregular_1,0.624
passive_1,0.614
determiner_noun_agreement_irregular_2,0.772
principle_A_domain_1,0.965
determiner_noun_agreement_with_adj_2,0.57
left_branch_island_simple_question,0.334
determiner_noun_agreement_with_adj_irregular_1,0.614
matrix_question_npi_licensor_present,0.078
determiner_noun_agreement_with_adj_irregular_2,0.63
npi_present_1,0.279
determiner_noun_agreement_with_adjective_1,0.547
principle_A_domain_2,0.466
distractor_agreement_relational_noun,0.397
principle_A_domain_3,0.489
distractor_agreement_relative_clause,0.441
drop_argument,0.516
wh_vs_that_with_gap,0.19
ellipsis_n_bar_1,0.451
ellipsis_n_bar_2,0.576
principle_A_reconstruction,0.238
existential_there_object_raising,0.664
regular_plural_subject_verb_agreement_1,0.585
existential_there_quantifiers_1,0.886
regular_plural_subject_verb_agreement_2,0.547
existential_there_quantifiers_2,0.438
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.596
wh_questions_object_gap,0.478
expletive_it_object_raising,0.634
inchoative,0.414
intransitive,0.441
sentential_negation_npi_scope,0.57
irregular_past_participle_adjectives,0.89
sentential_subject_island,0.51
irregular_past_participle_verbs,0.773
npi_present_2,0.258
irregular_plural_subject_verb_agreement_1,0.663
only_npi_licensor_present,0.032
irregular_plural_subject_verb_agreement_2,0.628
passive_2,0.527
principle_A_c_command,0.625
principle_A_case_1,1.0
principle_A_case_2,0.432
superlative_quantifiers_1,0.202
wh_questions_subject_gap_long_distance,0.863
wh_vs_that_no_gap_long_distance,0.899
wh_vs_that_with_gap_long_distance,0.179
