,best
adjunct_island,0.531
anaphor_gender_agreement,0.721
anaphor_number_agreement,0.618
animate_subject_passive,0.589
animate_subject_trans,0.381
causative,0.448
complex_NP_island,0.454
coordinate_structure_constraint_complex_left_branch,0.294
coordinate_structure_constraint_object_extraction,0.453
determiner_noun_agreement_1,0.523
determiner_noun_agreement_2,0.49
determiner_noun_agreement_irregular_1,0.472
determiner_noun_agreement_irregular_2,0.531
determiner_noun_agreement_with_adj_2,0.473
determiner_noun_agreement_with_adj_irregular_1,0.492
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.486
distractor_agreement_relational_noun,0.472
distractor_agreement_relative_clause,0.527
drop_argument,0.462
ellipsis_n_bar_1,0.284
ellipsis_n_bar_2,0.38
existential_there_object_raising,0.686
existential_there_quantifiers_1,0.763
existential_there_quantifiers_2,0.147
existential_there_subject_raising,0.607
expletive_it_object_raising,0.629
inchoative,0.317
intransitive,0.371
irregular_past_participle_adjectives,0.288
irregular_past_participle_verbs,0.796
irregular_plural_subject_verb_agreement_1,0.525
irregular_plural_subject_verb_agreement_2,0.498
left_branch_island_echo_question,0.642
left_branch_island_simple_question,0.322
matrix_question_npi_licensor_present,0.028
npi_present_1,0.357
npi_present_2,0.283
only_npi_licensor_present,0.155
only_npi_scope,0.207
passive_1,0.624
passive_2,0.599
principle_A_c_command,0.443
principle_A_case_1,1.0
principle_A_case_2,0.406
principle_A_domain_1,1.0
principle_A_domain_2,0.466
principle_A_domain_3,0.508
principle_A_reconstruction,0.446
regular_plural_subject_verb_agreement_1,0.482
regular_plural_subject_verb_agreement_2,0.449
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.791
sentential_subject_island,0.509
superlative_quantifiers_1,0.509
superlative_quantifiers_2,0.264
tough_vs_raising_1,0.446
tough_vs_raising_2,0.59
transitive,0.612
wh_island,0.924
wh_questions_object_gap,0.707
wh_questions_subject_gap,0.973
wh_questions_subject_gap_long_distance,0.868
wh_vs_that_no_gap,0.976
wh_vs_that_no_gap_long_distance,0.976
wh_vs_that_with_gap,0.035
wh_vs_that_with_gap_long_distance,0.039
